Source course,Dest course,Count
MEC10001.3,GEK10041.3,4
MEC10001.3,ISL10071.3,2
MEC10001.3,GEK10045.2,14
MEC10001.3,GEK10070.1,2
MEC10001.3,GEK10055.3,6
MEC10001.3,GEK10045.7,8
MEC10001.3,ISE10051.1,2
MEC10001.3,GEK10061.2,4
MEC10001.3,PCO10058.3,6
MEC10001.2,ISL10075.1,4
MEC10001.2,ISL10071.4,2
MEC10001.2,PCO10012.7,2
MEC10001.2,CCC30094.1,1
PCO10013.9,ISL20077.3,2
PCO10013.9,GEK10045.1,2
PCO10013.9,GEK10041.4,3
PCO10013.9,GEK20028.1,1
PCO10013.9,GEK10045.9,4
PCO10013.9,GEK10066.1,4
CCC20072.1,ISL10075.1,2
CCC20072.1,PCO10012.7,2
CCC20072.1,CCC20052.1,2
IID10005.3,ISL10075.1,2
IID10005.3,ISL10071.4,1
IID10005.3,PCO10012.13,1
IID10005.3,ISL10075.4,1
GEK20028.1,GEK10035.2,1
IID20013.2,GEK10021.1,1
HMM20026.1,GEK10053.1,4
CSW20002.2,ISL20077.1,2
CSW20002.2,GEK10061.2,2
CSW20002.2,PCO20004.10,2
CSW20002.2,ISE10051.1,4
ISL20077.3,GEK10041.3,1
ISL20077.3,ISL10071.3,2
ISL20077.3,GEK10045.2,2
ISL20077.3,GEK10070.1,2
ISL20077.3,GEK10045.7,4
ISL20077.3,GEK30045.1,2
GEK10090.1,GEK10045.7,6
GEK10090.1,GEK10017.2,2
GEK10090.1,GEK10045.2,6
GEK20017.1,GEK10058.1,2
ISE30071.1,ISE10051.1,2
LAW20008.1,PCO10013.13,2
LAW20008.1,PCO20005.4,2
PCO10058.7,ISL10011.2,2
PCO10058.7,GEK10045.2,4
PCO10058.7,GEK10070.1,2
PCO10058.7,PCO10013.11,2
PCO10058.7,GEK10061.2,6
PCO10058.7,GEK30045.1,6
PCO10058.2,ISL20077.1,4
PCO10058.2,GEK10045.7,10
PCO10058.2,ISL10071.3,2
PCO10058.2,GEK10045.2,6
PCO10058.2,GEK10070.1,12
PCO10058.2,PCO10012.19,4
PCO10058.2,ISL10075.6,2
PCO10058.2,GEK10041.3,2
PCO10058.2,GEK30045.1,2
PCO10058.2,GEK10061.2,2
PCO10058.2,GEK10017.2,2
PCO10058.3,ISL10071.4,4
PCO10058.3,GEK10038.1,1
PCO10058.3,GEK10038.3,1
PCO10024.3,PCO10013.16,2
PCO10024.3,PCO10012.8,2
PCO10024.3,GEK10037.2,2
PCO10024.3,GEK10058.1,6
PCO10024.3,GEK10035.3,2
GEK10045.10,GEK10041.4,2
GEK10045.10,GEK10017.1,2
GEK10045.10,GEK10040.2,2
GEK10045.10,GEK10030.2,2
CCC20052.1,PCO10012.14,2
CCC20052.1,PCO20005.12,2
CCC20052.1,GEK10030.1,1
CCC20052.1,GEK40096.3,2
ECE20057.1,GEK10053.1,2
ECE20057.1,BFT20002.1,2
ISL30079.1,GEK10045.9,2
ISL30079.1,GEK10045.1,2
ISL30079.1,GEK10066.1,2
ISL30079.1,GEK10040.2,2
ECE20057.2,GEK10058.1,2
ECE20057.2,GEK10037.2,1
ECE20057.2,PCO10024.4,2
ECE20057.2,MEC20057.3,1
ECE20057.2,GEK10035.3,1
BFT20002.1,CSW20005.2,2
BFT20002.1,GEK20022.1,1
BFT20002.1,GEK40096.3,12
BFT20002.1,GEK10058.2,22
BFT20002.1,PCO20004.15,10
BFT20002.1,GEK20028.2,2
BFT20002.1,GEK20017.1,6
ITP20007.1,ENG20022.1,2
PCO10012.11,GEK10091.1,2
PCO10012.12,GEK10045.7,2
PCO10012.12,GEK10045.2,4
PCO10012.12,GEK10070.1,2
PCO10012.12,GEK10055.3,2
PCO10012.12,ISL10080.1,2
PCO10012.12,GEK10061.2,2
PCO10012.13,ISL10075.9,2
