year,semester,subjectCode,num,capacity,classroom,student_count,time,time_conv,course
2014,1,ENG20022,1,60,NMH 404,50,"T6,F6","[18, 54]",ENG20022.1
2014,1,GEE20034,1,40,OH 401,78,"T2,F2","[14, 50]",GEE20034.1
2014,1,GEK10017,1,40,HDH 418B,50,"T2,F2","[14, 50]",GEK10017.1
2014,1,GEK10017,2,40,HDH 418B,31,"T3,F3","[15, 51]",GEK10017.2
2014,1,GEK10021,1,30,NTH 213,32,T7,[19],GEK10021.1
2014,1,GEK10030,1,80,OH 405,68,"F5,F6","[53, 54]",GEK10030.1
2014,1,GEK10030,2,80,OH 405,75,"F2,F3","[50, 51]",GEK10030.2
2014,1,GEK10035,2,60,HDH 425B,54,"T4,T5","[16, 17]",GEK10035.2
2014,1,GEK10035,3,60,HDH 418B,52,"T6,T7","[18, 19]",GEK10035.3
2014,1,GEK10036,1,60,HDH 418B,28,"T8,T9","[20, 21]",GEK10036.1
2014,1,GEK10037,1,60,OH 305,58,"T8,T9","[20, 21]",GEK10037.1
2014,1,GEK10037,2,60,OH 305,59,"T6,T7","[18, 19]",GEK10037.2
2014,1,GEK10038,1,20,HDH 419,26,"T4,T5","[16, 17]",GEK10038.1
2014,1,GEK10038,3,25,HDH 419,25,"F4,F5","[52, 53]",GEK10038.3
2014,1,GEK10040,2,60,HDH 318,65,"T2,F2","[14, 50]",GEK10040.2
2014,1,GEK10041,3,60,OH 403,61,"F3,F4","[51, 52]",GEK10041.3
2014,1,GEK10041,4,60,OH 402,60,"F2,F3","[50, 51]",GEK10041.4
2014,1,GEK10045,1,70,OH 403,75,"T2,F2","[14, 50]",GEK10045.1
2014,1,GEK10045,2,70,NMH 403,72,"T3,F3","[15, 51]",GEK10045.2
2014,1,GEK10045,7,70,NMH 404,71,"T3,F3","[15, 51]",GEK10045.7
2014,1,GEK10045,9,70,NMH 403,78,"T2,F2","[14, 50]",GEK10045.9
2014,1,GEK10045,10,70,OH 403,80,"T1,F1","[13, 49]",GEK10045.10
2014,1,GEK10053,1,40,HDH 418B,37,"T4,F4","[16, 52]",GEK10053.1
2014,1,GEK10055,3,60,OH 401,43,"T3,F3","[15, 51]",GEK10055.3
2014,1,GEK10056,1,50,OH 420,11,"T2,F2","[14, 50]",GEK10056.1
2014,1,GEK10058,1,60,NMH 404,50,"T6,F6","[18, 54]",GEK10058.1
2014,1,GEK10058,2,60,NMH 403,48,"T5,F5","[17, 53]",GEK10058.2
2014,1,GEK10059,1,60,NMH 410A,59,"T2,F2","[14, 50]",GEK10059.1
2014,1,GEK10061,1,40,HCA 2Ãþ,50,"T2,F2","[14, 50]",GEK10061.1
2014,1,GEK10061,2,40,HCA 2Ãþ,47,"T3,F3","[15, 51]",GEK10061.2
2014,1,GEK10066,1,80,NTH 313,62,"T2,F2","[14, 50]",GEK10066.1
2014,1,GEK10070,1,60,NMH 410B,59,"T3,F3","[15, 51]",GEK10070.1
2014,1,GEK10090,1,0,NMH 404,39,"T2,F2","[14, 50]",GEK10090.1
2014,1,GEK10091,1,50,NTH 412,47,"T6,T7","[18, 19]",GEK10091.1
2014,1,GEK10095,1,60,HDH 418B,48,"T5,F5","[17, 53]",GEK10095.1
2014,1,GEK20017,1,50,OH 420,43,"T5,F5","[17, 53]",GEK20017.1
2014,1,GEK20022,1,40,NMH 109,66,"T5,T6","[17, 18]",GEK20022.1
2014,1,GEK20028,1,60,SU 101,72,"T2,T3","[14, 15]",GEK20028.1
2014,1,GEK20028,2,60,SU 101,77,"T5,T6","[17, 18]",GEK20028.2
2014,1,GEK20033,1,50,HDH 425B,41,"T2,F2","[14, 50]",GEK20033.1
2014,1,GEK30045,1,60,HDH 318,68,"T3,F3","[15, 51]",GEK30045.1
2014,1,GEK40096,3,40,HCA 2Ãþ,40,"T5,F5","[17, 53]",GEK40096.3
2014,1,ISL10011,1,30,NMH 109,23,"T2,Th2","[14, 38]",ISL10011.1
2014,1,ISL10011,2,30,NMH 109,14,"T3,Th3","[15, 39]",ISL10011.2
2014,1,ISL10071,3,30,HDH 303A,29,"T3,F3","[15, 51]",ISL10071.3
2014,1,ISL10071,4,30,HDH 303A,25,"T4,F4","[16, 52]",ISL10071.4
2014,1,ISL10073,1,30,NTH 213,39,"T1,F1","[13, 49]",ISL10073.1
2014,1,ISL10073,2,30,NTH 213,35,"T2,F2","[14, 50]",ISL10073.2
2014,1,ISL10074,1,30,OH 421,8,"T3,F3","[15, 51]",ISL10074.1
2014,1,ISL10075,1,35,NMH 108,36,"T4,F4","[16, 52]",ISL10075.1
2014,1,ISL10075,3,35,HDH 303B,42,"T2,F2","[14, 50]",ISL10075.3
2014,1,ISL10075,4,35,HDH 303B,39,"T4,F4","[16, 52]",ISL10075.4
2014,1,ISL10075,6,35,NMH 104A,39,"T3,F3","[15, 51]",ISL10075.6
2014,1,ISL10075,9,35,NMH 108,36,"T5,F5","[17, 53]",ISL10075.9
2014,1,ISL10075,10,35,NMH 108,38,"T6,F6","[18, 54]",ISL10075.10
2014,1,ISL10080,1,30,NTH 213,13,"T3,F3","[15, 51]",ISL10080.1
2014,1,ISL10086,1,30,OH 421,9,"T5,F5","[17, 53]",ISL10086.1
2014,1,ISL20077,1,25,HDH 303B,25,"T3,F3","[15, 51]",ISL20077.1
2014,1,ISL20077,3,25,NMH 104A,28,"T2,F2","[14, 50]",ISL20077.3
2014,1,ISL30031,1,20,GLC 101,20,"T2,F2","[14, 50]",ISL30031.1
2014,1,ISL30036,1,20,GLC 304,11,"T6,F6","[18, 54]",ISL30036.1
2014,1,ISL30079,1,20,NMH 104A,22,"T1,F1","[13, 49]",ISL30079.1
2014,1,PCO10012,7,20,GLC 101,19,"T4,F4","[16, 52]",PCO10012.7
2014,1,PCO10012,8,20,GLC 101,20,"T6,F6","[18, 54]",PCO10012.8
2014,1,PCO10012,9,20,GLC 101,20,"T1,F1","[13, 49]",PCO10012.9
2014,1,PCO10012,10,20,GLC 101,20,"T3,F3","[15, 51]",PCO10012.10
2014,1,PCO10012,11,20,GLC 101,20,"T5,F5","[17, 53]",PCO10012.11
2014,1,PCO10012,12,20,GLC 303,20,"T2,F2","[14, 50]",PCO10012.12
2014,1,PCO10012,13,20,GLC 303,20,"T4,F4","[16, 52]",PCO10012.13
2014,1,PCO10012,14,20,GLC 303,21,"T5,F5","[17, 53]",PCO10012.14
2014,1,PCO10012,18,20,GLC 302,20,"T2,F2","[14, 50]",PCO10012.18
2014,1,PCO10012,19,20,GLC 302,20,"T3,F3","[15, 51]",PCO10012.19
2014,1,PCO10013,9,20,GLC 301,20,"T1,F1","[13, 49]",PCO10013.9
2014,1,PCO10013,10,20,GLC 301,20,"T2,F2","[14, 50]",PCO10013.10
2014,1,PCO10013,11,20,GLC 301,16,"T3,F3","[15, 51]",PCO10013.11
2014,1,PCO10013,12,20,GLC 305,19,"T2,F2","[14, 50]",PCO10013.12
2014,1,PCO10013,13,20,GLC 305,20,"T4,F4","[16, 52]",PCO10013.13
2014,1,PCO10013,14,20,GLC 305,19,"T3,F3","[15, 51]",PCO10013.14
2014,1,PCO10013,15,20,GLC 305,20,"T5,F5","[17, 53]",PCO10013.15
2014,1,PCO10013,16,20,GLC 305,16,"T6,F6","[18, 54]",PCO10013.16
2014,1,PCO10024,3,60,NMH 410B,51,"T5,F5","[17, 53]",PCO10024.3
2014,1,PCO10024,4,60,NMH 410B,25,"T6,F6","[18, 54]",PCO10024.4
2014,1,PCO10053,1,30,HDH 425B,43,"T3,F3","[15, 51]",PCO10053.1
2014,1,PCO10058,2,45,HDH 403,47,"T2,F2","[14, 50]",PCO10058.2
2014,1,PCO10058,3,45,HDH 403,49,"T3,F3","[15, 51]",PCO10058.3
2014,1,PCO10058,7,1,OH 302,47,"T2,F2","[14, 50]",PCO10058.7
2014,1,PCO10058,11,45,HDH 424,46,"T1,F1","[13, 49]",PCO10058.11
2014,1,PCO10058,13,45,HDH 424,48,"T3,F3","[15, 51]",PCO10058.13
2014,1,PCO20004,3,20,GLC 302,15,"T6,F6","[18, 54]",PCO20004.3
2014,1,PCO20004,6,20,GLC 106,20,"T1,F1","[13, 49]",PCO20004.6
2014,1,PCO20004,7,20,GLC 106,19,"T3,F3","[15, 51]",PCO20004.7
2014,1,PCO20004,8,20,GLC 106,20,"T4,F4","[16, 52]",PCO20004.8
2014,1,PCO20004,9,20,GLC 304,19,"T2,F2","[14, 50]",PCO20004.9
2014,1,PCO20004,10,20,GLC 304,19,"T3,F3","[15, 51]",PCO20004.10
2014,1,PCO20004,14,20,GLC 304,20,"T4,F4","[16, 52]",PCO20004.14
2014,1,PCO20004,15,20,GLC 304,17,"T5,F5","[17, 53]",PCO20004.15
2014,1,PCO20005,4,20,GLC 202,20,"T4,F4","[16, 52]",PCO20005.4
2014,1,PCO20005,5,20,GLC 202,20,"T6,F6","[18, 54]",PCO20005.5
2014,1,PCO20005,8,20,GLC 202,19,"T2,F2","[14, 50]",PCO20005.8
2014,1,PCO20005,9,20,GLC 202,20,"T3,F3","[15, 51]",PCO20005.9
2014,1,PCO20005,12,20,GLC 202,17,"T5,F5","[17, 53]",PCO20005.12
2014,1,PCO20005,13,20,NTH 412,17,"T2,F2","[14, 50]",PCO20005.13
2014,1,PCO20005,14,20,NTH 412,17,"T3,F3","[15, 51]",PCO20005.14
2014,1,PCO20016,1,30,HDH 303A,16,"T6,F6","[18, 54]",PCO20016.1
2014,1,PCO20051,3,45,HDH 424,45,"T2,F2","[14, 50]",PCO20051.3
2014,1,GEA20016,1,40,OH 421,3,"T2,F2","[14, 50]",GEA20016.1
2014,1,GEA20022,1,40,ANH 304,28,"T4,F4","[16, 52]",GEA20022.1
2014,1,GEA20051,1,50,ANH 313,50,"T1,F1","[13, 49]",GEA20051.1
2014,1,GEA20053,1,50,NTH 411,12,"T3,F3","[15, 51]",GEA20053.1
2014,1,GEA30021,1,40,NMH 402,11,"T5,T6,T7","[17, 18, 19]",GEA30021.1
2014,1,GEA40004,1,40,NTH 113,13,"T5,T6,T7","[17, 18, 19]",GEA40004.1
2014,1,ISE10051,1,0,NMH 105,108,"T3,F3","[15, 51]",ISE10051.1
2014,1,ISE20006,1,0,HDH 323C,43,"T2,F2","[14, 50]",ISE20006.1
2014,1,ISE20072,1,40,NMH 109,22,"F1,F2","[49, 50]",ISE20072.1
2014,1,ISE20084,1,0,HDH 318,55,"T1,F1","[13, 49]",ISE20084.1
2014,1,ISE20085,1,80,HDH 318,80,"T5,T6","[17, 18]",ISE20085.1
2014,1,ISE20086,1,30,HDH 326A,29,"T2,F2","[14, 50]",ISE20086.1
2014,1,ISE30015,1,40,HDH 324,33,"T5,F5","[17, 53]",ISE30015.1
2014,1,ISE30071,1,40,HDH 320A,25,"T2,F2","[14, 50]",ISE30071.1
2014,1,ISE30080,1,40,HDH 323C,33,"T3,F3","[15, 51]",ISE30080.1
2014,1,ISE30092,1,0,HDH 320A,24,"T3,F3","[15, 51]",ISE30092.1
2014,1,ISE30095,1,40,HDH 324,36,"T6,T7","[18, 19]",ISE30095.1
2014,1,ISE30096,1,25,HDH 324,9,"T2,F2","[14, 50]",ISE30096.1
2014,1,ISE30097,1,0,HDH 323C,39,"T4,F4","[16, 52]",ISE30097.1
2014,1,CCC20052,1,30,NMH 410A,64,"T4,F4","[16, 52]",CCC20052.1
2014,1,CCC20053,1,40,ANH 313,53,"T2,F2","[14, 50]",CCC20053.1
2014,1,CCC20064,1,30,NMH 410A,57,"T5,T6","[17, 18]",CCC20064.1
2014,1,CCC20072,1,50,NMH 410A,53,"T3,F3","[15, 51]",CCC20072.1
2014,1,CCC20077,1,20,NMH 405,20,"T5,T6","[17, 18]",CCC20077.1
2014,1,CCC30073,1,20,NMH 405,18,"F4,F5","[52, 53]",CCC30073.1
2014,1,CCC30083,1,30,NMH 406,22,"T6,T7","[18, 19]",CCC30083.1
