year,semester,subjectCode,num_x,capacity,classroom,student_count,time,time_conv,course,random.ID,num_y
2015,2,ENG20022,1,60,NMH 410B,9,"T6,F6","[18, 54]",ENG20022.1,wn8rCRMe,1
2015,2,ENG20022,1,60,NMH 410B,9,"T6,F6","[18, 54]",ENG20022.1,fGe0Lm0x,1
2015,2,ENG20022,1,60,NMH 410B,9,"T6,F6","[18, 54]",ENG20022.1,Nd2dOawv,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,favnPo6O,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,oJGVdjWx,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,303ZCYVg,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,C9trRW2x,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,mCn6xcpq,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,Xrg1QX8B,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,YiyidEI6,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,O2hJqEQN,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,USnlIKjZ,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,ucviaMgg,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,607KjtN0,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,NvYShXfr,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,SpSchr7i,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,rYAsnn9l,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,JBrJWvZj,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,iMaxUa4N,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,NA8oJwuT,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,P0HfLJAY,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,g77MOT4Z,1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1,FrUeDPPd,1
2015,2,GCS10004,5,45,HDH 303B,43,"T1,F1","[13, 49]",GCS10004.5,cO9EzLhi,5
2015,2,GCS10004,5,45,HDH 303B,43,"T1,F1","[13, 49]",GCS10004.5,vt8TzcO7,5
2015,2,GCS10004,5,45,HDH 303B,43,"T1,F1","[13, 49]",GCS10004.5,XFNA4khd,5
2015,2,GCS10004,5,45,HDH 303B,43,"T1,F1","[13, 49]",GCS10004.5,p9SqpwNM,5
2015,2,GCS10004,5,45,HDH 303B,43,"T1,F1","[13, 49]",GCS10004.5,tkBLJaSs,5
2015,2,GCS10004,5,45,HDH 303B,43,"T1,F1","[13, 49]",GCS10004.5,mlxahTh4,5
2015,2,GCS10004,5,45,HDH 303B,43,"T1,F1","[13, 49]",GCS10004.5,SZWDVKPd,5
2015,2,GCS10004,5,45,HDH 303B,43,"T1,F1","[13, 49]",GCS10004.5,DEzMNMwZ,5
2015,2,GCS10004,5,45,HDH 303B,43,"T1,F1","[13, 49]",GCS10004.5,CIBiVFTf,5
2015,2,GCS10004,5,45,HDH 303B,43,"T1,F1","[13, 49]",GCS10004.5,PBN43IXJ,5
2015,2,GCS10004,5,45,HDH 303B,43,"T1,F1","[13, 49]",GCS10004.5,qUkXBBTB,5
2015,2,GCS10004,5,45,HDH 303B,43,"T1,F1","[13, 49]",GCS10004.5,3LsQ9kqI,5
2015,2,GCS10004,5,45,HDH 303B,43,"T1,F1","[13, 49]",GCS10004.5,k5M19UVt,5
2015,2,GCS10004,5,45,HDH 303B,43,"T1,F1","[13, 49]",GCS10004.5,Vqfvbefy,5
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,FCjr6cz8,6
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,rN1F4Lg6,6
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,sTXB7qnt,6
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,bepBvrXd,6
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,6OMCCdgc,6
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,oq8tkZJk,6
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,1Ni37ePM,6
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,hm48lUiE,6
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,8spbqEgf,6
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,ZRXQ5BjR,6
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,gGEFCBZc,6
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,P2DBBuEq,6
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,LWRdqhh7,6
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,bwh0JaB4,6
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,gRTQk4wG,6
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,xYenhmVV,6
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,aFPvOQtV,6
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,XjWnYLUG,6
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6,dOQtzpEo,6
