Source course,Dest course,Count
GCS10058.5,GCS10053.11,4
GCS10058.5,GCS10052.9,2
GCS10058.4,GCS10038.8,2
GCS10058.4,GCS10027.3,2
GCS10058.4,GCS10033.2,4
GEK10015.2,GCS10004.6,1
GEK10015.2,GEE20034.1,1
GEK10015.2,GCS10010.3,1
GCS20005.1,GCS20002.14,2
MEC30074.2,GCS10033.1,2
MEC30074.2,GEA20020.1,2
MEC30074.2,GCS20002.12,2
CSW20002.2,GCS10027.3,2
CSW20002.2,GEK20062.2,6
CSW20002.2,GCS10038.10,2
CSW20002.2,GCS10038.8,2
CSW20002.2,GCS20001.12,2
CSW20002.2,MEC20059.1,2
CSW20002.1,GEE20034.1,4
CSW20002.1,GCS10027.2,2
CSW20002.1,GCS10058.4,2
CSW20002.1,GCS10012.1,2
CSW20002.1,MEC20005.2,2
CSW20002.1,GCS10033.1,2
CSW20002.1,GEA20020.1,2
CSW20002.1,GCS20001.9,2
CSW20002.1,GCS10010.3,2
CSW20002.1,MEC20054.1,6
CSW20002.1,GCS10038.7,2
CSW20002.1,GCS10041.1,1
CSW20002.1,GEK20043.1,2
GCS10038.7,GCS10027.3,2
ITP20003.1,GEK30015.2,1
ITP20003.1,GEK10058.1,2
ITP20003.1,ENG20022.1,2
ITP20003.1,GEK10077.1,1
ITP20003.1,ITP20002.1,14
GCS10027.2,GCS10011.1,2
GCS10027.1,GCS10004.6,2
GCS10027.1,GCS10012.1,2
MEC30011.1,GEK30015.2,1
MEC30011.1,CCE20001.1,1
MEC40055.1,GEA30005.1,1
IID20062.2,MEC20058.2,1
IID20062.2,ITP20006.2,1
IID50019.2,CCE20001.1,1
CSW30052.1,GEK30022.2,1
GEK20017.1,GEK10058.1,2
GEK20017.1,GCS10053.17,2
GEK10088.1,GEK10081.1,1
CCC20033.1,ISE30092.1,2
CCC20033.1,GCS10038.8,2
CCC20033.1,GCS10027.3,4
CCC20033.1,GEK10061.2,4
CCC20033.1,GCS20005.2,2
CUE30060.1,GCS20001.15,2
UIL40059.1,UIL30020.1,2
UIL30051.1,GEE20034.1,2
UIL30051.1,GCS10027.2,2
UIL30051.1,GEK10035.2,1
UIL30051.1,LAW20004.1,4
UIL30051.1,GCS10058.4,2
UIL30051.1,GEK20043.1,2
UIL30051.1,GCS20001.9,2
UIL30051.1,GCS10010.3,2
UIL30051.1,GCS10038.7,2
UIL30051.1,GMP10001.2,2
UIL30051.1,GEK10061.1,2
GCS10053.18,GCS10003.1,2
GCS20002.15,GCS10027.3,2
GEA20004.1,GEK10058.1,1
GEA20004.1,GCS10053.17,1
GCS10053.11,GCS10033.3,2
GCS10053.15,GCS10038.10,2
IID20009.1,GEK20017.1,1
IID20009.1,ECE20042.1,1
IID20009.1,GEK10098.1,1
IID10005.3,GCS10053.11,1
IID10005.3,GEK20059.2,3
IID10005.3,GCS10052.9,1
IID10005.3,GEK20019.1,1
IID10005.3,MEC10002.1,2
IID10005.3,GCS20001.10,2
IID10005.3,GCS20001.15,1
CUE20065.1,GEK20062.2,4
CUE20065.1,GCS10011.1,4
LAW20011.1,GEK10030.1,2
LAW20011.1,ISE40085.3,1
CCC40086.1,CCC30057.1,1
IID20062.3,IID20003.2,1
GEK10090.1,GEK10058.1,2
GEK10090.1,GCS20002.18,2
GEK10090.1,GEK10077.1,1
GEK10090.1,GEK10088.2,1
GEK10090.1,GCS10053.17,2
MEC30008.1,GCS20005.1,2
ITP20001.1,CSW30026.1,2
ITP20001.1,MEC10002.1,2
ITP20001.1,ISE40085.3,1
ITP20001.1,GCS10061.2,2
IID20063.2,CCC30084.1,1
IID20063.2,GCS10042.1,1
ECE20021.1,GCS20001.12,2
ECE20021.1,GEK20062.2,6
ECE20021.1,MEC20059.1,2
ECE20021.1,GEK10056.2,4
GCS20001.15,GCS10033.3,2
CUE30058.1,GEK20062.2,2
CUE30058.1,GCS10011.1,2
CUE30058.1,GCS20005.2,2
GEK10021.4,GCS10053.17,1
ECE20042.1,GEK10088.2,1
ECE20042.1,GEA30018.1,2
ECE20042.1,GCS20002.18,2
ECE20042.1,GEK30015.2,3
ECE20042.1,GEK10077.1,1
ECE20042.1,CCE22002.1,2
ECE20042.1,CCE30003.1,1
GEK20043.1,GCS10053.18,2
GEK20043.1,GEK10041.3,1
GEK20043.1,GCS10027.3,2
GEK20043.1,GEK10056.2,4
GEK20043.1,GCS10058.5,12
GEK20043.1,GCS10038.10,2
GEK20043.1,GEK10061.2,2
GEK20060.3,GEK10088.1,2
GEK20060.3,GCS10053.11,2
GEK20060.3,GCS10042.1,3
GEK20060.3,GCS10053.16,4
GEK20060.3,GCS10061.2,2
GEK20060.3,GEK20017.2,2
GEK20060.3,GCS20001.10,2
GEK20060.3,GCS10003.1,6
GEK20060.3,GCS10040.3,2
MEC20054.1,GCS10038.10,2
MEC20054.1,GCS10027.3,2
MEC20054.1,GEK10061.2,2
ECE40065.1,ECE30052.1,4
GEK10041.3,GCS10033.3,2
ISE20072.1,GEK10088.2,1
ISE20072.1,GEK30015.2,1
GEA20051.1,GCS10038.9,2
GEA20051.1,GCS10027.2,2
GEA20051.1,GEA20020.1,2
GEA20051.1,GCS10033.1,2
BFT30026.1,LAW40013.1,1
CCC40050.1,ISE40085.3,1
CCC20053.1,GEK10041.3,1
CCC20053.1,GEK10095.1,2
CCC20053.1,GCS10058.5,2
CCC20053.1,GEK20062.2,6
CCC20053.1,GCS10038.10,4
CCC20053.1,GCS20005.2,2
CCC20053.1,GCS10038.8,4
CCC20053.1,GCS10033.2,2
CCC20053.1,GEK20060.3,6
CCC20053.1,GEK10061.2,2
ECE20063.2,GEK20017.2,4
BFT20003.1,GEK20017.2,2
BFT20003.1,GEK10030.1,2
BFT20003.1,GCS10003.1,2
BFT20003.1,GCS10038.4,2
GEK20062.2,GEK10030.1,2
GEK20062.2,GEK20059.2,6
GEK20062.2,GCS10052.9,4
GEK20062.2,GCS10061.2,2
GEK20062.2,GCS10003.1,2
GEK20062.2,GCS10040.3,2
GEE40097.1,GCS10053.10,1
GEE40097.1,GCS10058.5,1
HMM20074.1,GCS10058.5,2
HMM20074.1,GCS20001.12,2
HMM20074.1,GEK10041.3,1
HMM20074.1,GEK20062.2,8
ISE40085.3,GEK10088.2,1
ISE40085.3,GEK30015.2,1
CCE22002.1,GCS30006.1,2
ITP20006.2,GEK10030.1,2
ITP20006.2,MEC30058.1,2
ITP20006.1,ECE20042.1,4
ITP20006.1,ITP20003.1,2
ITP20006.1,CCE40001.1,2
ITP20006.1,GEK10090.1,2
ITP20006.1,GEK10035.3,1
GEK10030.1,GCS20001.13,2
GEK10030.1,GCS10052.10,2
GEK10030.1,GCS20001.16,4
GEK10030.1,GCS10038.5,2
GEK10030.1,GCS10033.3,2
ECE10020.1,GEK20021.1,1
GEK10055.1,GCS10004.6,2
GEK10055.1,GCS10058.4,16
GEK10055.1,GCS10053.15,2
GEK10055.1,GCS10033.1,2
GEK10066.1,GEK10041.3,2
GEK10066.1,GCS10027.3,2
GEK10066.1,GCS10053.10,2
GEK10066.1,GCS10038.10,2
GEK10066.1,GEK10061.2,8
GEK10066.1,GCS10058.5,6
GEK10066.1,GCS10038.8,2
GEK10066.1,GCS10033.2,8
GEK10066.1,GCS10011.1,2
GEK10066.1,GCS20001.14,2
ECE20061.1,GEK10061.2,2
GCS10053.9,GCS10004.6,2
GCS10053.9,GCS10033.1,2
BFT30006.1,BFT20003.1,8
BFT30006.1,GEK20062.2,2
CCC20034.1,GCS20007.2,2
CCC20034.1,GCS20001.17,2
MEC20058.2,GEK10088.1,1
MEC20058.2,CCC40073.1,1
CSW30035.1,GEK20042.2,2
CSW30035.1,CSW30018.1,1
CSW30035.1,GEK10098.1,2
CSW30067.1,ISE40085.3,1
CSW30067.1,MEC30058.1,2
CSW30067.1,CSW30035.1,2
ISE20044.1,GEK20062.2,2
ISE20044.1,GEK10061.2,2
ISE20044.1,GCS20005.2,2
GEK10095.3,GCS10004.6,6
GEK10095.3,GCS10058.4,2
GEK10095.3,GCS10012.1,2
GEK10095.3,GEK10066.1,6
GEK10095.3,GCS10038.7,2
GEK10095.3,GEK10061.1,2
GEK10095.1,GEK10088.1,1
GEK10095.1,GCS20001.10,2
GEK10095.1,GEK10030.1,2
GEK10095.1,GCS10053.16,2
GEK10095.1,GCS10052.9,2
UIL40020.1,UIL30013.1,2
CSW30010.1,ISE30092.1,2
GCS10061.2,GCS10053.19,2
GEK20042.2,GEK10088.2,1
GEK20042.2,GEK10058.1,4
GEK20042.2,GEK10077.1,1
GEK20042.2,GCS20001.17,4
LAW30073.1,GEK20062.2,2
GMP20003.3,GEK20019.1,2
MEC20057.2,MEC20005.2,2
MEC20057.2,GCS20002.12,4
MEC20057.2,GEK10061.1,2
MEC20057.2,GEK20043.1,2
GMP10001.2,GEK20060.3,2
ISE30016.1,CCE22002.1,6
BFT20011.1,GEK10058.1,2
BFT20011.1,GEK30022.2,1
MEC30068.2,GEA30018.1,1
BFT30058.1,BFT20013.2,2
BFT30058.1,BFT20012.2,1
ISE20073.1,GCS10040.3,1
GEK10098.1,GEK10088.2,1
GEK10098.1,GCS10023.1,1
GEK10098.1,GCS20001.17,2
CSW30017.1,MEC10001.3,2
CSW30017.1,GCS20002.15,2
CSW30017.1,CSW20002.2,6
LAW10004.1,GEK10088.2,3
LAW10004.1,GEK10058.1,2
LAW10004.1,GEK10077.1,1
LAW10004.1,GCS10053.17,2
LAW10004.1,GEK30015.2,1
LAW10004.1,CCE20001.1,1
LAW10004.1,GEA30018.1,1
ISE30092.1,GEK10030.1,4
MEC20055.4,GEK20019.1,2
MEC20055.4,MEC10002.1,2
MEC20055.4,ISE20083.1,2
MEC30058.1,GCS20002.17,2
MEC30058.1,GCS10038.12,2
MEC30058.1,GEK10098.1,2
BFT20014.1,BFT20011.1,2
GEK10058.2,GCS10023.1,3
GEK10058.2,GCS10053.17,4
ECE30052.1,GEK10081.1,2
CUE20056.1,GEE20034.1,2
CUE20056.1,MEC10001.2,2
CUE20056.1,GCS10004.6,6
CUE20056.1,GEK10066.1,8
CUE20056.1,ISE20073.1,1
CUE20056.1,GEK20043.1,2
CUE20056.1,MEC20005.2,4
CUE20056.1,GEK10061.1,4
GEA20020.1,GCS20001.14,2
GEA20020.1,GEK10095.1,2
MEC20005.1,MEC10001.3,2
MEC20005.1,MEC10001.2,4
MEC20005.1,GEK10035.2,1
MEC20005.1,GCS10004.6,2
MEC20005.1,GCS20001.9,2
MEC20005.1,ISE20073.1,1
MEC20005.1,GEK20028.4,2
MEC20005.1,CCC20053.1,2
MEC20005.2,GCS10027.3,2
MEC20005.2,GEK10095.1,2
MEC20005.2,GCS10053.10,2
MEC20005.2,GEK20062.2,2
MEC20005.2,GCS20005.2,4
MEC20005.2,GCS10058.5,2
MEC20005.2,GCS10038.8,2
MEC20005.2,GCS10033.2,2
GEK10061.1,GCS10053.18,2
GEK10061.1,GCS10058.5,8
GEK10061.1,GEK10041.3,1
GEK10061.1,GCS10011.1,2
GEK10061.1,GCS10033.2,2
GCS20001.11,GCS10027.3,2
GCS20001.11,GCS10011.1,2
GEK10056.1,GCS10058.5,6
GEK10056.1,GEK10041.3,1
GEK10056.1,GCS10011.1,2
CSW20005.1,GCS10058.5,1
CSW20005.1,GEK20062.2,3
CSW20005.1,LAW20011.1,1
GEK10056.2,GCS10053.11,2
GEK10056.2,GEK10030.1,2
GEK10056.2,GCS10052.9,2
CSW30026.1,GCS20001.16,2
CSW30026.1,CSW30018.1,1
CSW30026.1,GEK10098.1,2
MEC10002.4,GCS10058.5,2
MEC10002.4,GCS10038.10,2
GCS20001.8,GCS10058.4,2
MEC10002.1,GCS10053.19,6
MEC10002.1,GEK10090.1,4
MEC10002.1,GCS10038.12,4
MEC10002.1,GEK10021.4,1
MEC10002.1,GEK20042.2,2
MEC10002.1,GCS10033.3,2
MEC10002.1,GEK10098.1,6
MEC10002.1,GCS10052.10,4
GCS20001.9,GCS10058.5,2
MEC20059.1,CCC30084.1,1
MEC20059.1,GEK10030.1,2
