year,semester,subjectCode,num,capacity,classroom,student_count,time,time_conv,course
2015,2,ENG20022,1,60,NMH 410B,9,"T6,F6","[18, 54]",ENG20022.1
2015,2,GCS10003,1,45,NMH 105,37,"T4,F4","[16, 52]",GCS10003.1
2015,2,GCS10004,5,45,HDH 303B,43,"T1,F1","[13, 49]",GCS10004.5
2015,2,GCS10004,6,45,HDH 303B,47,"T2,F2","[14, 50]",GCS10004.6
2015,2,GCS10010,3,30,NMH 402,26,"T2,F2","[14, 50]",GCS10010.3
2015,2,GCS10011,1,30,HDH 303A,37,"T3,F3","[15, 51]",GCS10011.1
2015,2,GCS10012,1,30,HDH 303A,34,"T2,F2","[14, 50]",GCS10012.1
2015,2,GCS10023,1,30,NMH 309,36,"T6,T7","[18, 19]",GCS10023.1
2015,2,GCS10027,1,30,NMH 410A,30,"T1,F1","[13, 49]",GCS10027.1
2015,2,GCS10027,2,30,NMH 410A,30,"T2,F2","[14, 50]",GCS10027.2
2015,2,GCS10027,3,30,NMH 309,28,"T3,F3","[15, 51]",GCS10027.3
2015,2,GCS10033,1,30,NMH 109,29,"T2,F2","[14, 50]",GCS10033.1
2015,2,GCS10033,2,30,NMH 109,29,"T3,F3","[15, 51]",GCS10033.2
2015,2,GCS10033,3,30,NMH 109,30,"T5,F5","[17, 53]",GCS10033.3
2015,2,GCS10038,4,25,HDH 303B,12,"T4,F4","[16, 52]",GCS10038.4
2015,2,GCS10038,5,25,HDH 303B,22,"T5,F5","[17, 53]",GCS10038.5
2015,2,GCS10038,7,25,NMH 104A,22,"T2,F2","[14, 50]",GCS10038.7
2015,2,GCS10038,8,25,NMH 104A,26,"T3,F3","[15, 51]",GCS10038.8
2015,2,GCS10038,9,25,NMH 108,25,"T2,F2","[14, 50]",GCS10038.9
2015,2,GCS10038,10,25,NMH 108,25,"T3,F3","[15, 51]",GCS10038.10
2015,2,GCS10038,12,25,NMH 104A,18,"T5,F5","[17, 53]",GCS10038.12
2015,2,GCS10040,3,20,NMH 104A,9,"T4,F4","[16, 52]",GCS10040.3
2015,2,GCS10041,1,15,NTH 213,15,"T2,Th2","[14, 38]",GCS10041.1
2015,2,GCS10042,1,15,NTH 213,12,"T4,Th4","[16, 40]",GCS10042.1
2015,2,GCS10052,7,20,GLC 302,20,"T1,F1","[13, 49]",GCS10052.7
2015,2,GCS10052,8,20,GLC 302,20,"T2,F2","[14, 50]",GCS10052.8
2015,2,GCS10052,9,20,GLC 301,20,"T4,F4","[16, 52]",GCS10052.9
2015,2,GCS10052,10,20,GLC 301,20,"T5,F5","[17, 53]",GCS10052.10
2015,2,GCS10053,9,20,GLC 304,19,"T1,F1","[13, 49]",GCS10053.9
2015,2,GCS10053,10,20,GLC 304,18,"T3,F3","[15, 51]",GCS10053.10
2015,2,GCS10053,11,20,GLC 304,11,"T4,F4","[16, 52]",GCS10053.11
2015,2,GCS10053,15,20,GLC 101,20,"T2,F2","[14, 50]",GCS10053.15
2015,2,GCS10053,16,20,GLC 101,20,"T4,F4","[16, 52]",GCS10053.16
