year,semester,subjectCode,num_x,time,classroom,capacity,student_count,time_conv,course,random.ID,num_y
2013,2,ENG10062,1,"M1,M2",OH 420,60,52,"[1, 2]",ENG10062.1,76k03kMl,1
2013,2,GEE20034,1,"Th2,Th3",OH 420,40,37,"[38, 39]",GEE20034.1,auZ1o7To,1
2013,2,GEE30023,1,"Th4,Th5",OH 420,40,22,"[40, 41]",GEE30023.1,evjsxCTN,1
2013,2,GEE30023,1,"Th4,Th5",OH 420,40,22,"[40, 41]",GEE30023.1,oACFenep,1
2013,2,GEE40097,1,"Th2,Th3",SU 101,80,103,"[38, 39]",GEE40097.1,c2Fmzxkg,1
2013,2,GEE40097,1,"Th2,Th3",SU 101,80,103,"[38, 39]",GEE40097.1,CUAYwLxx,1
2013,2,GEE40097,1,"Th2,Th3",SU 101,80,103,"[38, 39]",GEE40097.1,DpSYASSv,1
2013,2,GEE40097,2,"Th4,Th5",OH 401,80,116,"[40, 41]",GEE40097.2,AgDMKMxt,2
2013,2,GEE40097,2,"Th4,Th5",OH 401,80,116,"[40, 41]",GEE40097.2,kA4MOVdK,2
2013,2,GEE40097,2,"Th4,Th5",OH 401,80,116,"[40, 41]",GEE40097.2,ayzxZNvg,2
2013,2,GEE40097,2,"Th4,Th5",OH 401,80,116,"[40, 41]",GEE40097.2,DlXfgZ0j,2
2013,2,GEK10020,1,"M6,Th6",HDH 418B,60,56,"[6, 42]",GEK10020.1,w7DuwH7n,1
2013,2,GEK10020,1,"M6,Th6",HDH 418B,60,56,"[6, 42]",GEK10020.1,ubdrVyKT,1
2013,2,GEK10020,1,"M6,Th6",HDH 418B,60,56,"[6, 42]",GEK10020.1,oskVzYsd,1
2013,2,GEK10020,1,"M6,Th6",HDH 418B,60,56,"[6, 42]",GEK10020.1,Dgr1hAm9,1
2013,2,GEK10020,1,"M6,Th6",HDH 418B,60,56,"[6, 42]",GEK10020.1,ESsn24fE,1
2013,2,GEK10020,1,"M6,Th6",HDH 418B,60,56,"[6, 42]",GEK10020.1,UxZnZXl8,1
2013,2,GEK10020,1,"M6,Th6",HDH 418B,60,56,"[6, 42]",GEK10020.1,cLjE2ymr,1
