Source course,Dest course,Count
PCO20005.2,ISL10073.3,2
PCO20005.2,GEK30022.1,1
PCO10012.16,GEK10045.4,8
PCO10012.16,GEK10095.2,4
ECE20051.2,ISL10071.2,2
ECE20051.2,PCO10013.7,2
ECE20051.2,ECE20010.1,4
ECE20051.2,ENG20021.1,2
ECE20051.2,GEK20031.2,2
ECE20051.2,GEK20016.1,2
ECE20051.1,GEK20053.1,4
ECE20051.1,GEK10038.2,2
GEK10062.1,GEK10041.1,10
GEK10062.1,GEK10045.6,4
GEK10062.1,GEK10060.1,2
GEK10062.1,GEK10059.3,6
GEK10062.1,GEK10045.12,8
GEK10062.1,GEK10042.1,6
PCO20051.2,GEK20053.1,2
PCO20051.2,ISL10075.7,2
GEK10059.2,GEK10045.4,10
GEK10059.2,GEK10033.1,4
GEK10059.2,GEK10022.2,2
BFT20001.2,PCO10024.1,2
BFT20001.2,GEK10062.1,2
BFT20001.2,ISL10011.1,1
BFT20001.2,PCO20004.5,2
BFT20001.2,GEK10096.2,2
BFT20001.2,GEK20019.1,2
BFT20001.2,GEK10057.3,4
BFT20001.1,GEK10041.1,14
BFT20001.1,GEK10045.6,2
BFT20001.1,ISL10075.11,6
BFT20001.1,ISL10011.2,1
BFT20001.1,PCO20051.2,4
BFT20001.1,PCO10013.2,2
BFT20001.1,PCO10058.9,2
BFT20001.1,GEK10042.1,6
BFT20001.1,ISE10052.2,2
BFT20001.1,GEK20045.1,6
BFT20001.1,PCO20005.10,2
GEK10060.1,GEK10041.2,2
ISL10073.3,GEK10045.13,4
GEK10057.1,GEK10045.4,4
GEK10057.1,GEK10045.13,2
GEK10057.1,GEK10033.1,6
GEK10057.1,GEK10035.1,2
GEK10057.2,GEK10045.5,12
GEK10057.2,GEK10045.11,8
GEK10057.2,GEE40097.1,1
GEK10057.3,GEK10041.1,8
GEK10057.3,GEK10055.2,4
GEK10057.3,GEK10045.6,4
GEK10057.3,GEK10045.12,2
GEK10057.3,GEK10042.1,4
PCO10012.15,GEK20031.1,4
PCO10012.15,ISL10075.7,2
GEK20053.1,GEK10022.1,2
GEK20053.1,GEK10045.3,2
GEK20053.1,GEK20016.1,2
ISL10075.2,GEK10057.1,4
ISL10075.2,GEK10096.3,4
ISL10075.2,GEK10059.2,4
ISL10075.5,GEK10041.1,10
ISL10075.5,GEK10062.2,2
ISL10075.5,GEK10045.12,10
ISL10075.5,GEK10059.3,2
ISL10075.5,GEK20045.1,2
MEC20001.1,GEK10033.1,4
MEC20001.1,GEK10095.2,6
MEC20001.1,GEK10035.1,2
ISL10075.7,GEK10045.3,2
ISL10075.7,ISL10071.2,2
ISL10075.7,GEK10096.3,6
ISL10075.7,GEK10057.1,2
ISL10075.7,GEK20031.2,6
ISL10075.7,GEK10022.1,2
GEK10055.2,GEK10041.2,4
GEK10055.2,GEK10038.2,3
ISL10075.8,GEK10045.4,10
ISL10075.8,GEK10045.13,2
ISL10075.8,GEK10033.1,2
ISL10075.8,GEK10095.2,18
GEK10055.1,GEK10045.6,10
GEK10055.1,GEK10045.12,10
GEK20011.1,GEK10096.3,1
GEK20011.1,GEK10059.2,1
GEK20011.1,GEK10045.3,1
GEK20011.3,GEK10096.3,1
GEK20011.2,GEK10057.1,1
GEK20011.2,GEK10045.3,1
ECE30011.1,ECE20051.2,2
PCO10012.2,GEK10041.1,4
PCO10012.2,GEK10055.2,4
PCO10012.2,GEK10045.6,2
PCO10012.2,GEK10045.12,4
PCO10012.2,GEK10042.1,2
PCO10012.3,GEK10057.1,2
PCO10012.3,GEK10045.3,2
PCO10012.3,ISL10071.2,4
PCO10012.1,GEK10045.5,6
PCO10012.1,GEK10062.1,2
PCO10012.1,ISL10075.5,4
PCO10012.1,ISL10011.1,1
PCO10012.1,GEK10055.1,4
PCO10012.1,GEK10096.2,4
PCO10012.6,ISL10075.8,2
PCO10012.6,GEK10045.3,2
GEK40096.2,GEK30022.1,1
GEK40096.2,GEK30014.1,2
GEK40096.2,GEK10045.3,2
GEK40096.2,GEK20016.1,4
PCO10012.5,GEK10041.1,4
PCO10012.5,GEK10045.6,2
PCO10012.5,ISL10075.11,2
PCO10012.5,GEK10055.2,2
PCO10012.5,GEK20011.1,1
PCO10012.5,GEK10045.12,2
PCO10012.5,GEK10042.1,2
CUE20052.1,GEK10045.5,2
CUE20052.1,GEK10062.1,2
CUE20052.1,PCO10013.1,2
CUE20052.1,GEK20028.3,2
CUE20052.1,BFT20001.1,2
CUE20052.1,GEK20019.1,2
CUE20052.1,CSW30017.1,2
CUE20052.1,GEK20031.3,2
CUE20052.1,ISE10052.1,2
CUE20052.1,UIL30051.1,4
PCO20004.12,ISL10085.1,2
PCO20004.12,GEK10095.2,2
PCO20004.11,GEK20031.2,2
CUE30005.1,PCO20058.2,1
CUE30005.1,CUE20005.1,1
GMP10001.1,PCO20004.1,2
GMP30004.1,GEA20011.1,2
GEK10045.5,GEK10041.1,30
GEK10045.5,GEK10042.1,16
GEK10045.6,GEK10041.2,2
GEK10045.6,GEK10038.2,3
MEC30068.2,MEC30066.1,4
MEC30068.2,GEK10060.1,2
MEC30068.2,ISL10075.11,2
GEK10045.3,GEK10033.1,2
GEA20009.1,GEK20019.1,1
PCO10058.1,PCO10024.1,4
PCO10058.1,GEK10045.5,12
PCO10058.1,PCO10012.2,6
PCO10058.1,ISL10071.1,2
PCO10058.1,ISL10011.1,2
PCO10058.1,PCO10012.5,2
PCO10058.1,GEE40097.1,1
PCO10058.1,GEK10062.1,6
PCO10058.1,GEK10045.11,8
PCO10058.1,GEK20019.1,2
PCO10058.1,GEK20031.3,2
PCO10058.1,GEK10057.3,2
PCO20053.1,ISL10075.12,2
ISE20075.1,GEK20053.1,2
ISE20075.1,GEK10041.2,2
ISE20075.1,GEK20043.1,1
PCO10058.17,GEK10045.4,14
PCO10058.17,GEK10095.2,10
PCO10058.17,GEK10035.1,2
PCO10058.17,GEK20044.1,1
PCO10058.17,PCO10012.17,2
PCO10058.17,GEK20021.1,2
PCO10058.17,GEK10033.1,2
PCO10058.17,GEK10022.2,2
PCO10058.14,GEK10045.4,16
PCO10058.14,GEK10095.2,10
PCO10058.14,GEK20044.1,1
PCO10058.14,PCO10012.17,2
PCO10058.14,GEK20021.1,1
PCO10058.14,GEK10033.1,2
PCO10058.14,ISL10085.1,4
PCO10058.14,GEK10045.13,4
PCO10058.10,GEK10045.4,6
PCO10058.10,GEK10095.2,14
PCO10058.10,GEK10035.1,2
PCO10058.10,GEK20021.1,1
PCO10058.10,GEK10033.1,8
PCO10058.10,ISL10085.1,2
PCO10058.10,GEK10022.2,2
CSW30017.1,MEC20055.1,4
CSW30017.1,GEK10041.1,2
CSW30017.1,ISE10002.1,2
CSW30017.1,CSW20012.2,6
MEC20055.4,GEK10041.1,12
MEC20055.4,GEK10062.2,2
MEC20055.4,ISL10075.11,2
MEC20055.4,ISL10075.12,2
MEC20055.4,GEK20011.1,2
MEC20055.4,GEK10059.3,4
MEC20055.4,PCO20004.2,2
MEC20055.4,GEK10045.12,2
MEC20055.4,ISE20075.1,2
MEC20055.4,ISE10052.2,2
MEC20055.4,GEK20045.1,2
MEC20055.3,MEC20002.2,2
MEC20055.3,ISE10052.1,2
MEC20055.1,GEE40097.2,2
MEC20055.1,PCO20004.11,2
IID20055.1,PCO10058.16,1
CUE20005.1,GEK30022.1,3
CUE20005.1,PCO10013.7,1
CUE20005.1,PCO20004.12,1
CUE20005.1,CUE20003.2,6
CUE20005.1,GEK30014.1,1
CUE20005.1,PCO10058.10,1
PCO10016.1,GEK10045.13,2
LAW30077.1,GEK10035.1,1
ISE10052.3,GEK10045.4,8
ISE10052.3,GEK10095.2,2
ISE10052.3,PCO10012.17,2
ISE10052.3,GEK10033.1,6
ISE10052.3,GEK10045.13,20
ISE10052.3,PCO10058.6,2
ISE10052.3,PCO10058.15,4
ISE10052.3,GEK10022.2,2
MEC20005.1,MEC10001.1,8
MEC20005.1,GEK10095.2,4
MEC20005.1,GEK20044.1,2
MEC20005.1,GEK10033.1,2
MEC20005.1,MEC20002.3,4
MEC20005.1,PCO20052.2,2
MEC20005.1,PCO10052.1,6
ISE10052.1,GEK10041.1,8
ISE10052.1,GEK10045.6,4
ISE10052.1,ISL10075.11,2
ISE10052.1,ISL10011.2,1
ISE10052.1,ISL10075.12,2
ISE10052.1,PCO20051.2,2
ISE10052.1,GEK20011.1,1
ISE10052.1,GEK10045.12,4
ISE10052.1,GEK10042.1,2
ISE10052.1,PCO10058.5,6
ISE10052.1,GEK20045.1,4
ISE10052.1,ISE10002.1,2
IID30018.1,GEK10033.1,1
IID30018.1,GEK10095.2,1
IID30018.1,ITP20001.1,1
IID30018.1,GEK10022.2,1
CSW20012.1,GEK10057.3,2
CSW20012.1,GEK20019.1,2
CSW20012.1,PCO10013.1,2
CSW20012.2,GEE40097.2,1
MEC20051.2,PCO10013.5,2
ISL10071.1,GEK10041.1,8
ISL10071.1,GEK10055.2,2
ISL10071.1,GEK10045.12,6
ISL10071.1,GEK10059.3,2
ISL10071.1,GEK10042.1,2
ISL10071.2,GEK10045.4,4
ISL10071.2,GEK10033.1,4
ISL10071.2,GEK10095.2,4
ISL10071.2,GEK20044.1,1
MEC20002.2,ISE20075.1,2
MEC20002.2,GEK20011.1,1
MEC20002.2,PCO10058.9,2
MEC20002.2,PCO20004.2,2
MEC20002.1,GEK10041.2,2
MEC10002.1,PCO10058.16,10
MEC10002.3,GEK10045.5,4
MEC10002.3,ISL10071.1,2
MEC10002.3,PCO10012.5,2
MEC10002.3,ISE20040.1,2
MEC10002.3,GEK10045.11,6
MEC10002.3,ISL20077.4,2
MEC10002.3,GEK20019.1,2
MEC10002.3,ISL10075.5,2
MEC10002.3,PCO10058.4,2
MEC10002.3,PCO10058.8,2
MEC10002.3,GEK10057.3,2
MEC20059.1,PCO10058.14,2
GEK20016.1,GEK10095.2,2
GEK20016.1,GEK10035.1,2
GEK20016.1,GEK10022.2,6
