년도,학기,학과명,과목코드,과목명,분반,주야,이수구분명,교수성명,학점,수강정원,개설여부,강의실명,수강인원,수업시간,성적평가방식구분,영의강의여부,학년,코드쉐어링과목코드,코드쉐어링분반,코드쉐어링되어진과목,코드쉐어링수강여부,비고,개설세부,인정영역구분,인정영역구분명
2014,1,글로벌리더십학부,ENG10062,사회학개론,1,주간,교양필수,정태식,3,60,Y,HDH 318,47,"월1,월2",일반과목,Y,1,GEK10040,1,C,Y,,,W12,사회
2014,1,글로벌리더십학부,ENG20021,일반생물학,1,주간,교양필수,서병선,3,30,Y,NMH 410A,9,"월5,목5",일반과목,N,1,GEK10057,1,C,N,,,W14,자연
2014,1,글로벌리더십학부,GEE30023,Developing Leadership for a Global World,1,주간,교양선택,Michael Fowler,3,25,Y,OH 421,31,"월4,목4",일반과목,Y,1,,,,N,,,W16,리더십
2014,1,글로벌리더십학부,GEE40097,Marriage and Enrichment,1,주간,교양선택,최미경,3,80,Y,SU 101,90,"목2,목3",일반과목,Y,1,,,,N,,,W16,리더십
2014,1,글로벌리더십학부,GEE40097,Marriage and Enrichment,2,주간,교양선택,최미경,3,80,Y,SU 101,104,"목4,목5",일반과목,Y,1,,,,N,,,W16,리더십
2014,1,글로벌리더십학부,GEK10021,생활체육 1,2,주간,교양선택,배치헌,1,20,Y,NTH 411,18,"목5,목6",성적만P/F나감,N,1,,,,N,테니스,,W16,리더십
2014,1,글로벌리더십학부,GEK10022,수화1,1,주간,교양선택,이지영,2,40,Y,OH 402,47,"월5,목5",성적만P/F나감,N,1,,,,N,,,W16,리더십
2014,1,글로벌리더십학부,GEK10022,수화1,2,주간,교양선택,이지영,2,40,Y,OH 402,42,"월6,목6",성적만P/F나감,N,1,,,,N,,,W16,리더십
2014,1,글로벌리더십학부,GEK10033,한국문학의이해,1,주간,교양필수,김윤규,3,60,Y,HDH 418B,60,"월6,목6",일반과목,N,1,,,,N,,,W10,인문
2014,1,글로벌리더십학부,GEK10035,한국사(근현대사),1,주간,교양필수,류대영,3,50,Y,HDH 425B,46,"월6,목6",일반과목,N,1,,,,N,,,W11,역사
2014,1,글로벌리더십학부,GEK10038,물리학실험1,2,주간,교양필수,조현지,1,20,Y,HDH 419,25,"목4,목5",성적만P/F나감,N,1,,,,N,수업시간:14:05~15:45,,W14,자연
2014,1,글로벌리더십학부,GEK10040,사회학개론,1,주간,교양필수,정태식,3,60,Y,HDH 318,47,"월1,월2",일반과목,Y,1,GEK10040,1,D,Y,,,W12,사회
2014,1,글로벌리더십학부,GEK10041,심리학개론,1,주간,교양선택,신성만,3,180,Y,ANH Auditorium,207,"월3,목3",일반과목,N,1,,,,N,4학년10명/3학년20명/2학년50명/1학년100명,,W18,전공기초
2014,1,글로벌리더십학부,GEK10041,심리학개론,2,주간,교양선택,이혜주,3,60,Y,HDH 318,61,"월4,목4",일반과목,Y,1,,,,N,,,W18,전공기초
2014,1,글로벌리더십학부,GEK10042,사회복지개론,1,주간,교양선택,유장춘외 3명,3,120,Y,OH 405,108,"월3,목3",일반과목,N,1,,,,N,,,W18,전공기초
2014,1,글로벌리더십학부,GEK10045,Christian Foundation 1,3,주간,교양필수,김완진,2,70,Y,OH 403,76,"월5,목5",성적만P/F나감,N,1,,,,N,"1학년 우선 수강, Torrey College RC 분반",,W07,신앙2
2014,1,글로벌리더십학부,GEK10045,Christian Foundation 1,4,주간,교양필수,김완진,2,70,Y,OH 403,71,"월6,목6",성적만P/F나감,N,1,,,,N,"1학년 우선 수강, Torrey College RC 분반",,W07,신앙2
2014,1,글로벌리더십학부,GEK10045,Christian Foundation 1,5,주간,교양필수,김기호,2,70,Y,OH 405,78,"월2,목2",성적만P/F나감,N,1,,,,N,"1학년 우선 수강, 열송학사 College RC 분반",,W07,신앙2
2014,1,글로벌리더십학부,GEK10045,Christian Foundation 1,6,주간,교양필수,김기호,2,70,Y,OH 402,70,"월3,목3",성적만P/F나감,N,1,,,,N,"1학년 우선 수강, 열송학사 College RC 분반",,W07,신앙2
2014,1,글로벌리더십학부,GEK10045,Christian Foundation 1,11,주간,교양필수,김대옥,2,70,Y,OH 403,80,"월2,목2",성적만P/F나감,N,1,,,,N,1학년 우선 수강,,W07,신앙2
2014,1,글로벌리더십학부,GEK10045,Christian Foundation 1,12,주간,교양필수,김대옥,2,70,Y,OH 403,73,"월3,목3",성적만P/F나감,N,1,,,,N,1학년 우선 수강,,W07,신앙2
2014,1,글로벌리더십학부,GEK10045,Christian Foundation 1,13,주간,교양필수,Gregory T. Brown,2,70,Y,NMH 405,69,"월6,목6",성적만P/F나감,Y,1,,,,N,"1학년 우선 수강, Carmichael College RC 분반",,W07,신앙2
2014,1,글로벌리더십학부,GEK10055,물리학 1,1,주간,교양필수,조현지,3,50,Y,NMH 410A,62,"월2,목2",일반과목,N,1,,,,N,,,W14,자연
2014,1,글로벌리더십학부,GEK10055,물리학 1,2,주간,교양필수,조현지,3,50,Y,NMH 410A,58,"월3,목3",일반과목,N,1,,,,N,,,W14,자연
2014,1,글로벌리더십학부,GEK10057,일반생물학,1,주간,교양필수,서병선,3,30,Y,NMH 410A,47,"월5,목5",일반과목,N,1,GEK10057,1,D,N,,,W14,자연
2014,1,글로벌리더십학부,GEK10057,일반생물학,2,주간,교양필수,도명술외 2명,3,60,Y,NMH 410A,61,"월1,목1",일반과목,N,1,,,,N,,,W14,자연
2014,1,글로벌리더십학부,GEK10057,일반생물학,3,주간,교양필수,WilhelmHolzapfel,3,60,Y,NMH 405,37,"월2,목2",일반과목,Y,1,,,,N,,,W14,자연
2014,1,글로벌리더십학부,GEK10059,환경과 인간,2,주간,교양필수,도형기,3,60,Y,NMH 410B,75,"월5,목5",일반과목,N,1,,,,N,,,W14,자연
2014,1,글로벌리더십학부,GEK10059,환경과 인간,3,주간,교양필수,안경모외 1명,3,50,Y,NMH 207,42,"월3,목3",일반과목,N,1,,,,N,,,W14,자연
2014,1,글로벌리더십학부,GEK10060,식품과 건강,1,주간,교양필수,신현길외 2명,3,60,Y,NMH 105,28,"월3,목3",일반과목,N,1,,,,N,,,W14,자연
2014,1,글로벌리더십학부,GEK10062,미술의 이해,1,주간,교양선택,김민지,3,60,Y,NMH 403,59,"월2,목2",성적만P/F나감,N,1,,,,N,,,W17,예술
2014,1,글로벌리더십학부,GEK10062,미술의 이해,2,주간,교양선택,김민지,3,60,Y,NMH 403,42,"월3,목3",성적만P/F나감,N,1,,,,N,,,W17,예술
2014,1,글로벌리더십학부,GEK10077,창의적 문제해결 리더십,1,주간,교양선택,김정원,2,15,Y,NTH 213,14,"월6,월7",성적만P/F나감,N,1,GEK10077,1,D,N,,,W16,리더십
2014,1,글로벌리더십학부,GEK10094,일반화학실험,1,주간,교양필수,황철원,1,20,Y,NMH 411,11,"목8,목9",성적만P/F나감,N,1,,,,,,1,W14,자연
2014,1,글로벌리더십학부,GEK10095,Calculus 1,2,주간,교양필수,안태용,3,190,Y,SU 101,124,"월6,목6",일반과목,N,1,,,,,1학년 우선수강 신청,,W13,수학
2014,1,글로벌리더십학부,GEK10096,Calculus 2,1,주간,교양필수,김성옥,3,60,Y,HDH 425B,59,"월1,목1",일반과목,N,1,,,,N,,,W13,수학
2014,1,글로벌리더십학부,GEK10096,Calculus 2,2,주간,교양필수,김성옥,3,45,Y,NMH 105,72,"월2,목2",일반과목,N,1,,,,N,,,W13,수학
2014,1,글로벌리더십학부,GEK10096,Calculus 2,3,주간,교양필수,김성옥,3,60,Y,HDH 425B,61,"월5,목5",일반과목,Y,1,,,,N,,,W13,수학
2014,1,글로벌리더십학부,GEK20011,기독교 세계관,1,주간,교양필수,곽진환,2,50,Y,NMH 309,23,"목3,목4",일반과목,N,1,,,,N,100분,,W08,세계관1
2014,1,글로벌리더십학부,GEK20011,기독교 세계관,2,주간,교양필수,최용준,2,40,Y,OH 420,27,"월3,월4",일반과목,N,1,,,,N,,,W08,세계관1
2014,1,글로벌리더십학부,GEK20011,기독교 세계관,3,주간,교양필수,최용준,2,30,Y,OH 420,18,"목3,목4",일반과목,Y,1,,,,N,강의장소 추후 변경가능,,W08,세계관1
2014,1,글로벌리더십학부,GEK20016,신앙특론,1,주간,교양선택,김형겸,3,50,Y,OH 420,71,"월5,목5",성적만P/F나감,N,1,,,,N,기독교 변증론,,W09,세계관2
2014,1,글로벌리더십학부,GEK20019,교회사의이해,1,주간,교양선택,류대영,3,50,Y,HDH 425B,49,"월2,목2",일반과목,N,1,,,,N,,,W09,세계관2
