year,semester,subjectCode,num,capacity,classroom,student_count,time,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,time_conv,course
2016,1,MEC30074,2,40,NMH 103A,38,"M6,Th6",,,,,,,,,"[6, 42]",MEC30074.2
2016,1,MEC30075,1,40,NMH 104A,40,"M6,Th6",,,,,,,,,"[6, 42]",MEC30075.1
2016,1,MEC40006,1,50,NMH 107,56,"M3,Th3",,,,,,,,,"[3, 39]",MEC40006.1
2016,1,MEC40055,1,40,NMH 106,26,"M4,Th4",,,,,,,,,"[4, 40]",MEC40055.1
2016,1,LAW10004,1,70,ANH 302,74,"M1,Th1",,,,,,,,,"[1, 37]",LAW10004.1
2016,1,LAW30034,1,40,ANH 305,38,"M2,Th2",,,,,,,,,"[2, 38]",LAW30034.1
2016,1,LAW30074,1,40,ANH 302,25,"M3,Th3",,,,,,,,,"[3, 39]",LAW30074.1
2016,1,LAW30077,1,40,ANH 304,27,"M6,M7",,,,,,,,,"[6, 7]",LAW30077.1
2016,1,LAW50005,1,20,ANH 304,13,"M4,M5",,,,,,,,,"[4, 5]",LAW50005.1
2016,1,UIL20013,1,15,ANH 304,13,"M3,Th3",,,,,,,,,"[3, 39]",UIL20013.1
2016,1,UIL30011,1,60,ANH 302,70,"M6,Th6",,,,,,,,,"[6, 42]",UIL30011.1
2016,1,UIL30016,1,40,ANH 304,20,"M2,Th2",,,,,,,,,"[2, 38]",UIL30016.1
2016,1,UIL30017,1,30,ANH 305,22,"M3,Th3",,,,,,,,,"[3, 39]",UIL30017.1
2016,1,UIL30018,1,30,ANH 304,13,"M8,Th8",,,,,,,,,"[8, 44]",UIL30018.1
2016,1,UIL40075,1,40,ANH 305,21,"M5,Th5",,,,,,,,,"[5, 41]",UIL40075.1
2016,1,CSW20001,1,40,ANH 313,50,"M4,Th4",,,,,,,,,"[4, 40]",CSW20001.1
2016,1,CSW20005,1,40,HDH 303B,50,"M3,Th3",,,,,,,,,"[3, 39]",CSW20005.1
2016,1,CSW20005,2,80,NMH 105,86,"M5,Th5",,,,,,,,,"[5, 41]",CSW20005.2
2016,1,CSW20012,3,40,NMH 402,45,"Th3,Th4",,,,,,,,,"[39, 40]",CSW20012.3
