년도,학기,학과명,과목코드,과목명,분반,주야,이수구분명,교수성명,학점,수강정원,개설여부,강의실명,수강인원,수업시간,성적평가방식구분,영의강의여부,학년,코드쉐어링과목코드,코드쉐어링분반,코드쉐어링되어진과목,코드쉐어링수강여부,비고,개설세부,인정영역구분,인정영역구분명
2016,1,글로벌리더십학부,GCS10001,소프트웨어 입문,4,주간,교양선택필수,김군오,2,45,Y,HDH 424,51,"월2,목2",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10001,소프트웨어 입문,5,주간,교양선택필수,김군오,2,45,Y,HDH 424,52,"월3,목3",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10001,소프트웨어 입문,6,주간,교양선택필수,김군오,2,45,Y,HDH 424,51,"월5,목5",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10001,소프트웨어 입문,7,주간,교양선택필수,최혜봉,2,45,Y,HDH 424,47,"월1,목1",일반과목,Y,1,,,,,1학년 우선수강. 해외학생 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10002,ICT 응용 입문,2,주간,교양선택필수,김군오,2,45,Y,HDH 424,49,"월6,목6",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10002,ICT 응용 입문,3,주간,교양선택필수,김경미,2,45,Y,HDH 403,51,"월6,목6",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10002,ICT 응용 입문,4,주간,교양선택필수,김경미,2,45,Y,HDH 403,48,"월7,목7",일반과목,N,1,,,,N,1학년 우선수강,,W57,ICT입문
2016,1,글로벌리더십학부,GCS10003,앱 프로그래밍,1,주간,교양선택필수,김상환,3,50,Y,NMH 410A,62,"월2,목2",일반과목,Y,1,,,,N,전학년 동시 수강신청. 해외학생 우선수강. 노트북 지참 요,,W58,프로그래밍기초
2016,1,글로벌리더십학부,GCS10004,파이썬 프로그래밍,1,주간,교양선택필수,최혜봉,3,50,Y,NMH 410A,58,"월4,목4",일반과목,Y,1,,,,N,전학년 동시 수강신청. 해외학생 우선수강. 노트북 지참 요,,W58,프로그래밍기초
2016,1,글로벌리더십학부,GCS10007,오피스활용,1,주간,교양선택필수,도해영,2,45,Y,HDH 403,47,"월4,목4",일반과목,N,1,,,,N,전학년 동시 수강신청,,W59,소프트웨어활용
2016,1,글로벌리더십학부,GCS10007,오피스활용,2,주간,교양선택필수,도해영,2,45,Y,HDH 403,47,"월5,목5",일반과목,N,1,,,,N,전학년 동시 수강신청,,W59,소프트웨어활용
2016,1,글로벌리더십학부,GCS10008,English Pre-Course 1,1,주간,교양선택,김영칠,3,5,Y,GLC 204,5,"월2,목2",일반과목,Y,1,,,,N,,,W33,영어2
2016,1,글로벌리더십학부,GCS10014,논리와 비판적 사고,1,주간,교양선택필수,전재원,3,40,Y,NTH 213,34,"월2,월3",일반과목,N,1,,,,,,,W55,소통
2016,1,글로벌리더십학부,GCS10019,독일어 1,1,주간,교양선택,남중섭,3,25,Y,NMH 108,25,"월2,목2",일반과목,N,1,,,,N,"독일어 사용가능한 학생은 수강불가
",,W24,제2외국어
2016,1,글로벌리더십학부,GCS10019,독일어 1,2,주간,교양선택,남중섭,3,25,Y,NMH 104A,23,"월1,목1",일반과목,N,1,,,,N,"독일어 사용가능한 학생은 수강불가
",,W24,제2외국어
2016,1,글로벌리더십학부,GCS10033,일본어1,4,주간,교양선택,Harada Masao,3,25,Y,NMH 109,16,"월4,목4",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10034,일본어2,1,주간,교양선택,Harada Masao,3,25,Y,NMH 109,13,"월5,목5",일반과목,N,1,,,,N,,1,W24,제2외국어
2016,1,글로벌리더십학부,GCS10037,중국어1,1,주간,교양선택,민성아,3,25,Y,HDH 303B,27,"월5,목5",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10037,중국어1,2,주간,교양선택,민성아,3,25,Y,HDH 303B,25,"월6,목6",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10037,중국어1,5,주간,교양선택,권용호,3,25,Y,NMH 104A,27,"월2,목2",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10037,중국어1,6,주간,교양선택,권용호,3,25,Y,NMH 104A,29,"월3,목3",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10037,중국어1,10,주간,교양선택,화위,3,25,Y,HDH 303A,25,"월4,목4",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10037,중국어1,11,주간,교양선택,화위,3,25,Y,HDH 303A,25,"월5,목5",일반과목,N,1,,,,N,,,W24,제2외국어
2016,1,글로벌리더십학부,GCS10041,프랑스어1,1,주간,교양선택,정덕재,3,25,Y,NTH 213,24,"화2,목2",일반과목,N,1,,,,N,수강제한(프랑스어권에서 1년 이상 교육을 받았거나 거주한 경우 수강할 수 없음),,W24,제2외국어
2016,1,글로벌리더십학부,GCS10041,프랑스어1,2,주간,교양선택,정덕재,3,25,Y,NTH 213,15,"화3,목3",일반과목,N,1,,,,N,수강제한(프랑스어권에서 1년 이상 교육을 받았거나 거주한 경우 수강할 수 없음),,W24,제2외국어
2016,1,글로벌리더십학부,GCS10050,English Interactions,1,주간,교양선택필수,Alex D. Bishop,3,20,Y,GLC 301,6,"월1,목1",일반과목,Y,1,,,,N,,1,W32,영어1
2016,1,글로벌리더십학부,GCS10050,English Interactions,2,주간,교양선택필수,Alex D. Bishop,3,20,Y,GLC 301,19,"월2,목2",일반과목,Y,1,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS10050,English Interactions,4,주간,교양선택필수,Megan J. Cawood,3,20,Y,GLC 106,18,"월2,목2",일반과목,Y,1,,,,N,,1,W32,영어1
2016,1,글로벌리더십학부,GCS10050,English Interactions,6,주간,교양선택필수,Megan J. Cawood,3,20,Y,GLC 106,18,"월5,목5",일반과목,Y,1,,,,N,,1,W32,영어1
2016,1,글로벌리더십학부,GCS10052,English Foundation ,1,주간,교양선택필수,우진하,3,20,Y,GLC 304,21,"월3,목3",일반과목,Y,1,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS10052,English Foundation ,2,주간,교양선택필수,우진하,3,20,Y,GLC 304,21,"월4,목4",일반과목,Y,1,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS10052,English Foundation ,3,주간,교양선택필수,우진하,3,20,Y,GLC 304,20,"월6,목6",일반과목,Y,1,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS10052,English Foundation ,4,주간,교양선택필수,Richard M. Hamm,3,20,Y,GLC 303,20,"월4,목4",일반과목,Y,1,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS10052,English Foundation ,5,주간,교양선택필수,Richard M. Hamm,3,20,Y,GLC 303,20,"월5,목5",일반과목,Y,1,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS10052,English Foundation ,6,주간,교양선택필수,Amber Hope Montuori,3,20,Y,GLC 302,20,"월2,목2",일반과목,Y,1,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS10052,English Foundation ,7,주간,교양선택필수,Amber Hope Montuori,3,20,Y,GLC 302,20,"월3,목3",일반과목,Y,1,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS10052,English Foundation ,8,주간,교양선택필수,Amber Hope Montuori,3,20,Y,GLC 302,20,"월5,목5",일반과목,Y,1,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS10052,English Foundation ,9,주간,교양선택필수,Craig G. Smith,3,20,Y,GLC 304,20,"월1,목1",일반과목,Y,1,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS10052,English Foundation ,10,주간,교양선택필수,Craig G. Smith,3,20,Y,GLC 304,20,"월2,목2",일반과목,Y,1,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS10052,English Foundation ,11,주간,교양선택필수,Ashley Nation,3,20,Y,GLC 304,20,"월5,목5",일반과목,Y,1,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS10052,English Foundation ,12,주간,교양선택필수,Ashley Nation,3,20,Y,GLC 303,20,"월6,목6",일반과목,Y,1,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS10055,한국어 2,1,주간,교양선택필수,석지영,3,20,Y,HDH 303A,18,"월2,목2",일반과목,N,1,,,,N,,,W54,한국어
2016,1,글로벌리더십학부,GCS10057,한국어 4,1,주간,교양선택필수,석지영,3,20,Y,HDH 303A,14,"월3,목3",일반과목,N,1,,,,N,,1,W54,한국어
2016,1,글로벌리더십학부,GCS10058,C 프로그래밍,1,주간,교양선택필수,김상환,3,40,Y,HDH 320A,49,"월5,목5",일반과목,Y,1,,,,N,전학년 동시 수강신청. 해외학생 우선수강,,W58,프로그래밍기초
2016,1,글로벌리더십학부,GCS10058,C 프로그래밍,2,주간,교양선택필수,김상환,3,45,Y,OH 420,49,"월3,목3",일반과목,Y,1,,,,,,,W58,프로그래밍기초
2016,1,글로벌리더십학부,GCS10061,한문,1,주간,교양선택필수,이지락,3,60,Y,NMH 307,15,"월5,월6",일반과목,N,1,,,,N,,,W55,소통
2016,1,글로벌리더십학부,GCS20001,English Reading and Discussion,4,주간,교양선택필수,Jeremy D. Knapp,3,20,Y,GLC 305,15,"월1,목1",일반과목,Y,2,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS20001,English Reading and Discussion,5,주간,교양선택필수,Jeremy D. Knapp,3,19,Y,GLC 305,19,"월2,목2",일반과목,Y,2,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS20001,English Reading and Discussion,6,주간,교양선택필수,Jeremy D. Knapp,3,20,Y,GLC 305,20,"월4,목4",일반과목,Y,2,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS20001,English Reading and Discussion,7,주간,교양선택필수,John F. Bailey,3,20,Y,GLC 301,20,"월5,목5",일반과목,Y,2,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS20001,English Reading and Discussion,8,주간,교양선택필수,John F. Bailey,3,20,Y,GLC 301,20,"월6,목6",일반과목,Y,2,,,,N,,,W32,영어1
2016,1,글로벌리더십학부,GCS20001,English Reading and Discussion,16,주간,교양선택필수,Martha-Jean MacLeod,3,20,Y,GLC 101,19,"월2,목2",일반과목,Y,2,,,,N,,,W32,영어1
