년도,학기,학과명,과목코드,과목명,분반,주야,이수구분명,교수성명,학점,수강정원,개설여부,강의실명,수강인원,수업시간,성적평가방식구분,영의강의여부,학년,코드쉐어링과목코드,코드쉐어링분반,코드쉐어링되어진과목,코드쉐어링수강여부,비고,개설세부,인정영역구분,인정영역구분명
2013,2,글로벌리더십학부,ENG20022,일반화학,1,주간,교양필수,황철원,3,60,Y,NMH 404,29,"화6,금6",일반과목,N,1,GEK10058,1,C,Y,,,W14,자연
2013,2,글로벌리더십학부,GEK10017,Academic Writing,1,주간,교양필수,김종록,3,60,Y,HDH 418B,32,"화2,금2",일반과목,N,1,,,,,인문분반,,W10,인문
2013,2,글로벌리더십학부,GEK10017,Academic Writing,2,주간,교양필수,김종록외 1명,3,60,Y,HDH 418B,15,"화3,금3",일반과목,N,1,,,,,자연분반,1,W10,인문
2013,2,글로벌리더십학부,GEK10030,철학개론,1,주간,교양필수,손화철,3,120,Y,OH 405,142,"화6,금6",일반과목,Y,1,,,,,학년별 30명 수강신청,,W10,인문
2013,2,글로벌리더십학부,GEK10035,한국사(근현대사),1,주간,교양필수,정성일,3,60,Y,HDH 425B,26,"화6,화7",일반과목,N,1,,,,,1학년 30명/2-4학년 30명,,W11,역사
2013,2,글로벌리더십학부,GEK10035,한국사(근현대사),3,주간,교양필수,정성일,3,60,Y,HDH 418B,52,"화4,화5",일반과목,Y,1,,,,,,,W11,역사
2013,2,글로벌리더십학부,GEK10036,동양사,1,주간,교양필수,김종건,3,60,Y,HDH 418B,36,"화8,화9",일반과목,N,1,,,,,,,W11,역사
2013,2,글로벌리더십학부,GEK10037,서양사,1,주간,교양필수,최현미,3,60,Y,OH 305,59,"화8,화9",일반과목,N,1,,,,,,,W11,역사
2013,2,글로벌리더십학부,GEK10037,서양사,2,주간,교양필수,최현미,3,60,Y,OH 305,60,"화6,화7",일반과목,N,1,,,,,,,W11,역사
2013,2,글로벌리더십학부,GEK10040,사회학개론,2,주간,교양필수,이향란,3,60,Y,NMH 403,61,"화2,금2",일반과목,N,1,,,,,,,W12,사회
2013,2,글로벌리더십학부,GEK10041,심리학개론,2,주간,교양선택,문은주,3,100,Y,SU 101,99,"금2,금3",일반과목,N,1,,,,,,,W18,전공기초
2013,2,글로벌리더십학부,GEK10055,물리학 1,1,주간,교양필수,유태준,3,50,Y,OH 421,49,"화2,금2",일반과목,N,1,,,,,,,W14,자연
2013,2,글로벌리더십학부,GEK10058,일반화학,1,주간,교양필수,황철원,3,60,Y,NMH 404,29,"화6,금6",일반과목,N,1,GEK10058,1,D,Y,,,W14,자연
2013,2,글로벌리더십학부,GEK10058,일반화학,2,주간,교양필수,이관희,3,60,Y,NMH 403,58,"화5,금5",일반과목,Y,1,,,,,,,W14,자연
2013,2,글로벌리더십학부,GEK10059,환경과 인간,1,주간,교양필수,황철원,3,60,Y,NMH 410A,58,"화2,금2",일반과목,N,1,,,,,,,W14,자연
2013,2,글로벌리더십학부,GEK10061,음악의 이해,1,주간,교양선택,한지은,3,40,Y,HCA 2층,41,"화2,금2",일반과목,N,1,,,,,,,W17,예술
2013,2,글로벌리더십학부,GEK10061,음악의 이해,2,주간,교양선택,한지은,3,40,Y,HCA 2층,46,"화3,금3",일반과목,N,1,,,,,,,W17,예술
2013,2,글로벌리더십학부,GEK10066,공간학입문,1,주간,교양선택,구자문외 3명,3,80,Y,NTH 313,61,"화2,금2",일반과목,N,1,,,,,,,W18,전공기초
2013,2,글로벌리더십학부,GEK10070,생활속의 생명과학,1,주간,교양필수,황철원,3,60,Y,NMH 410A,51,"화3,금3",일반과목,N,1,,,,,,,W14,자연
2013,2,글로벌리더십학부,GEK10084,이공계리더십,1,주간,교양선택,김정원,2,15,Y,NTH 411,16,"화2,화3",일반과목,N,1,GEK10084,1,D,,,1,W16,리더십
2013,2,글로벌리더십학부,GEK10085,성경과 고전의 중급한문,1,주간,교양필수,김윤규,3,60,Y,HDH 418B,16,"화6,화7",일반과목,N,1,,,,,,,W10,인문
2013,2,글로벌리더십학부,GEK10093,"문학, 영화, 그리고 역사",1,주간,교양필수,류대영,3,50,Y,HDH 425B,36,"화2,금2",일반과목,N,1,,,,,,,W10,인문
2013,2,글로벌리더십학부,GEK10096,Calculus 2,1,주간,교양필수,안태용,3,60,Y,HDH 425B,64,"화5,금5",일반과목,N,1,,,,,안태용 교수님,,W13,수학
2013,2,글로벌리더십학부,GEK10097,Calculus 3,2,주간,교양필수,안경모,3,40,Y,OH 302,27,"화3,금3",일반과목,N,1,,,,,,,W13,수학
2013,2,글로벌리더십학부,GEK20016,신앙특론,1,주간,교양선택,Kurt A. Davidek,3,50,Y,HDH 425B,37,"화3,금3",일반과목,Y,1,,,,,,,W09,세계관2
2013,2,글로벌리더십학부,GEK20017,학문과신앙1,1,주간,교양선택,최용준,3,60,Y,OH 421,39,"화5,금5",일반과목,N,1,,,,,기독교 세계관을 들었을 경우 수강 가능(기독교 세계관에 대한 base를 가진 자 포함),,W09,세계관2
2013,2,글로벌리더십학부,GEK20019,교회사의이해,2,주간,교양선택,Richard M. Hamm,3,40,Y,HDH 320A,38,"화2,금2",일반과목,Y,1,,,,,,,W09,세계관2
2013,2,글로벌리더십학부,GEK20021,생활체육 2,1,주간,교양선택,지승원,1,30,Y,NTH 213,24,화7,성적만P/F나감,N,1,,,,,태권도,,W16,리더십
2013,2,글로벌리더십학부,GEK20022,영화속의 법과 사회,1,주간,교양필수,이강화,3,40,Y,NMH 109,51,"화5,화6",일반과목,N,2,,,,,,,W12,사회
2013,2,글로벌리더십학부,GEK20028,인간관계와자기성장,1,주간,교양선택,이재명,3,60,Y,SU 101,61,"화2,화3",일반과목,N,1,,,,,,,W16,리더십
2013,2,글로벌리더십학부,GEK20028,인간관계와자기성장,2,주간,교양선택,이재명,3,60,Y,SU 101,64,"화5,화6",일반과목,N,1,,,,,,,W16,리더십
2013,2,글로벌리더십학부,GEK20031,독서토론과 글쓰기,1,주간,교양필수,최영이,3,60,Y,OH 403,30,"화3,금3",일반과목,N,1,,,,,,,W10,인문
2013,2,글로벌리더십학부,GEK20031,독서토론과 글쓰기,2,주간,교양필수,최영이,3,60,Y,OH 401,19,"화5,금5",일반과목,N,1,,,,,,,W10,인문
2013,2,글로벌리더십학부,GEK20038,물리학실험2,2,주간,교양필수,조현지,1,15,Y,HDH 419,10,"금4,금5",일반과목,N,1,,,,,14:05-15:45,1,W14,자연
2013,2,글로벌리더십학부,GEK20042,교육학개론,1,주간,교양필수,변수연,3,40,Y,NMH 402,11,"화4,금4",일반과목,N,1,,,,,,,W12,사회
2013,2,글로벌리더십학부,GEK20042,교육학개론,2,주간,교양필수,변수연,3,40,Y,NMH 402,19,"화2,금2",일반과목,Y,1,,,,,,,W12,사회
2013,2,글로벌리더십학부,GEK20043,공학윤리,1,주간,교양필수,손화철,3,80,Y,OH 403,73,"화2,금2",일반과목,Y,1,,,,,,,W10,인문
2013,2,글로벌리더십학부,GEK20045,Christian Foundation 2,1,주간,교양필수,김완진,2,60,Y,OH 401,59,"화2,금2",일반과목,N,1,,,,,1학년 우선 수강/Torrey College RC 분반,,W07,신앙2
2013,2,글로벌리더십학부,GEK20045,Christian Foundation 2,2,주간,교양필수,김완진,2,60,Y,OH 401,57,"화3,금3",일반과목,N,1,,,,,1학년 우선 수강,,W07,신앙2
2013,2,글로벌리더십학부,GEK20045,Christian Foundation 2,5,주간,교양필수,최지성,2,60,Y,NMH 404,26,"화2,금2",일반과목,N,1,,,,,1학년 우선 수강,,W07,신앙2
2013,2,글로벌리더십학부,GEK20045,Christian Foundation 2,6,주간,교양필수,최지성,2,60,Y,NMH 404,44,"화3,금3",일반과목,N,1,,,,,1학년 우선 수강,,W07,신앙2
2013,2,글로벌리더십학부,GEK20045,Christian Foundation 2,7,주간,교양필수,황영호,2,75,Y,NMH 403,71,"화3,금3",일반과목,N,1,,,,,1학년 우선 수강/창조관 RC분반,,W07,신앙2
2013,2,글로벌리더십학부,GEK20045,Christian Foundation 2,8,주간,교양필수,라원기,2,60,Y,OH 403,63,"화4,화5",일반과목,N,1,,,,,1학년 우선 수강/13:00-14:40까지 강의,,W07,신앙2
2013,2,글로벌리더십학부,GEK20045,Christian Foundation 2,9,주간,교양필수,라원기,2,60,Y,OH 403,61,"화5,화6",일반과목,N,1,,,,,1학년 우선 수강/14:50-16:30까지 강의,,W07,신앙2
2013,2,글로벌리더십학부,GEK20045,Christian Foundation 2,10,주간,교양필수,이경원,2,60,Y,NMH 104A,40,"화3,화4",일반과목,N,1,,,,,1학년 우선 수강,,W07,신앙2
2013,2,글로벌리더십학부,GEK20053,통계학,1,주간,교양필수,김헌주,3,40,Y,HDH 303A,38,"화2,금2",일반과목,N,1,,,,,,,W13,수학
2013,2,글로벌리더십학부,GEK20053,통계학,2,주간,교양필수,김헌주,3,40,Y,HDH 303A,34,"화3,금3",일반과목,N,1,,,,,,,W13,수학
