학번,입학일자,교육과정,등록학기,학년,주야,현학적,학과명,성별,전공1,전공2,부전공,비고,공학인증여부,연도,학기,코드,분반,과목명,학점,성적,재이수여부
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2014,2,GEK10062,01,미술의 이해,3,P,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2014,2,GEK10076,02,비전과 진로탐색,1,P,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2014,2,GEK20045,03,Christian Foundation 2,2,P,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2014,2,ISE10052,01,국제관계학입문,3,F,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2014,2,PCO10013,05,English Communication,3,B+,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2014,2,PCO10057,06,정보처리개론,2,C+,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2014,4,GEK10016,01,사회봉사 A,1,P,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,1,CSW20001,02,상담이론과 실제,3,C+,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,1,CSW20012,02,성격심리학,3,C0,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,1,GEK10041,04,심리학개론,3,C+,Y
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,1,GEK10042,01,사회복지개론,3,B0,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,1,GEK20001,01,채플(한국어) 3,0,P,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,1,GEK20008,01,공동체리더십훈련3,0.5,P,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,1,IID20016,03,아이디어 발상법,3,C+,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,2,CSW20002,02,발달심리학,3,B+,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,2,GCS10007,02,오피스활용,2,C+,Y
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,2,GEK10088,02,서양의 역사와 문화,3,C+,Y
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,2,GEK20002,01,채플(한국어) 4,0,P,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,2,GEK20009,01,공동체리더십훈련4,0.5,P,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,2,GEK20011,01,기독교 세계관,2,B0,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,2,GEK20062,02,기독교 변증학,3,P,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,4,GEK20046,01,사회봉사2,1,P,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2016,1,CSW20054,01,인간행동과 사회환경,3,,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2016,1,CSW30008,01,아동복지론,3,,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2016,1,CSW30012,01,아동청소년상담,3,,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2016,1,CSW30035,01,상담특론 ,3,,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2016,1,GCS10037,10,중국어1,3,,Y
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2016,1,GEK30001,01,채플(한국어) 5,0,,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2016,1,GEK30008,01,공동체리더십훈련5,0.5,,N
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2016,1,IID10004,01,드로잉기초 1,3,,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,1,GEK10001,01,채플(한국어) 1,0,P,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,1,GEK10008,01,공동체리더십훈련1,1,P,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,1,GEK10015,01,한동인성교육,1,P,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,1,GEK10041,01,심리학개론,3,A+,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,1,GEK10045,03,Christian Foundation 1,2,PD,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,1,ISL10011,01,초급프랑스어1,3,A0,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,1,LAW10004,01,법학입문,3,B+,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,1,PCO10013,14,English Communication,3,B0,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,1,PCO10058,15,정보처리실습,2,A0,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,2,GEK10002,01,채플(한국어) 2,0,P,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,2,GEK10009,01,공동체리더십훈련2,1,P,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,2,GEK10011,02,창조와 진화,2,A0,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,2,GEK10016,01,사회봉사 A,1,P,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,2,GEK10022,01,수화1,2,P,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,2,GEK20022,01,영화속의 법과 사회,3,A+,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,2,GEK20045,06,Christian Foundation 2,2,PD,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,2,IID10005,03,드로잉기초 2,3,P,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,2,PCO10057,13,정보처리개론,2,B+,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2014,2,UIL30051,01,Survey of American Law,3,A+,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2015,1,GCS10037,06,중국어1,3,B+,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2015,1,GEK20001,01,채플(한국어) 3,0,P,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2015,1,GEK20008,01,공동체리더십훈련3,0.5,P,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2015,1,GEK20046,01,사회봉사2,1,P,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2015,1,GEK30022,02,리더십의 이해,2,,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2015,1,IID20006,01,시각디자인기초,3,B+,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2015,1,IID20013,01,Typography Design 1,3,A0,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2015,1,IID20059,02,Presentation Technique 1,3,B+,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2015,1,PCO20058,01,컴퓨터그래픽 기초,2,A+,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2015,2,GEK10007,10,교양독서,1,P,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2015,2,GEK20002,01,채플(한국어) 4,0,P,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2015,2,GEK20009,01,공동체리더십훈련4,0.5,P,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2015,2,GEK20047,01,사회봉사3,1,,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2015,2,GEK20062,02,기독교 변증학,3,PD,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2015,2,IID20003,03,색채학 및 산업색채,3,B+,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2015,2,IID20057,01,Computer Graphic Design 2,3,A+,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2015,2,IID20063,03,Editorial Design,3,B0,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2015,2,LAW30073,01,기업법2,3,A+,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2016,1,CSW20012,03,성격심리학,3,,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2016,1,GCS10003,01,앱 프로그래밍,3,,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2016,1,GEK10059,02,환경과 인간,3,,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2016,1,GEK30001,01,채플(한국어) 5,0,,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2016,1,GEK30008,01,공동체리더십훈련5,0.5,,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2016,1,IID20055,03,Computer Graphic Design 1,3,,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2016,1,IID30011,01,Digital Motion Graphic Design1,3,,N
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,,2016,1,IID30086,03,Graphic & Advertisement Design 1,3,,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2014,1,GEK10001,01,채플(한국어) 1,0,P,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2014,1,GEK10008,01,공동체리더십훈련1,1,P,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2014,1,GEK10011,02,창조와 진화,2,A0,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2014,1,GEK10042,01,사회복지개론,3,B0,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2014,1,GEK10045,13,Christian Foundation 1,2,P,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2014,1,ISE10052,03,국제관계학입문,3,B+,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2014,1,ISL10011,01,초급프랑스어1,3,C+,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2014,1,ISL10071,04,초급일본어1,3,B0,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2014,1,PCO10058,13,정보처리실습,2,C+,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2014,2,GEK10002,01,채플(한국어) 2,0,P,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2014,2,GEK10009,01,공동체리더십훈련2,1,P,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2014,2,GEK10015,02,한동인성교육,1,PD,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2014,2,GEK10030,01,철학개론,3,B+,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2014,2,GEK10035,03,한국사(근현대사),3,B+,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2014,2,GEK20045,13,Christian Foundation 2,2,P,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2014,2,LAW10004,01,법학입문,3,C+,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2014,2,PCO10057,03,정보처리개론,2,A0,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2014,2,UIL30051,01,Survey of American Law,3,A+,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2015,1,GEK10046,01,사회봉사1,1,P,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2015,1,GEK20001,01,채플(한국어) 3,0,P,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2015,1,GEK20008,01,공동체리더십훈련3,0.5,P,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2015,1,GEK20028,04,인간관계와자기성장,3,P,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2015,1,GEK30014,01,기독교와현대사상,3,B+,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2015,1,ISE20084,01,지역학 입문,3,A+,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2015,1,ISE20085,01,국제개발협력의 이해,3,B+,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2015,1,UIL20013,01,Legal Research and Writing,3,B0,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2015,1,UIL30011,01,Public International Law,3,B0,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2015,2,GCS20002,07,English Grammar and Composition,3,A0,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2015,2,GEK10059,01,환경과 인간,3,B0,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2015,2,GEK20002,01,채플(한국어) 4,0,P,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2015,2,GEK20009,01,공동체리더십훈련4,0.5,P,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2015,2,GEK20046,01,사회봉사2,1,P,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2015,2,ISE20072,01,중국사회의 이해,3,A0,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2015,2,UIL30013,01,U.S. and International Business Law,3,B0,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2015,2,UIL30020,01,Advanced International Law Seminar,3,F,N
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,,2015,2,UIL30093,01,International Human Rights Law,3,A0,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,1,GEK10001,01,채플(한국어) 1,0,P,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,1,GEK10008,01,공동체리더십훈련1,1,P,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,1,GEK10011,02,창조와 진화,2,A0,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,1,GEK10030,01,철학개론,3,B+,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,1,GEK10038,01,물리학실험1,1,P,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,1,GEK10045,07,Christian Foundation 1,2,PD,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,1,GEK10055,02,물리학 1,3,B0,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,1,GEK10096,02,Calculus 2,3,B+,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,1,GEK40096,02,교양특론,3,C+,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,2,ECE10002,02,C 프로그래밍(전산전자),3,C0,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,2,ECE10020,03,공학설계입문,3,A0,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,2,GEK10002,01,채플(한국어) 2,0,P,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,2,GEK10009,01,공동체리더십훈련2,1,P,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,2,GEK10015,01,한동인성교육,1,PD,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,2,GEK10041,01,심리학개론,3,A+,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,2,GEK20045,12,Christian Foundation 2,2,P,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,2,ISL10076,01,초급중국어2,3,A0,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,2,PCO10012,08,English Foundation,3,A+,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2014,2,PCO10058,03,정보처리실습,2,P,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2015,1,CSW20001,01,상담이론과 실제,3,B+,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2015,1,CSW20012,01,성격심리학,3,B+,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2015,1,CSW30017,01,사회심리학,3,A0,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2015,1,GCS10039,06,중국어3,3,B+,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2015,1,GEK10046,01,사회봉사1,1,P,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2015,1,GEK20001,01,채플(한국어) 3,0,P,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2015,1,GEK20008,01,공동체리더십훈련3,0.5,P,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2015,1,MEC10002,01,경영학입문,3,B+,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2015,1,PCO10013,09,English Communication,3,B+,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2015,2,CSW20002,03,발달심리학,3,B+,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2015,2,CSW40010,02,심리세미나,3,A+,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2015,2,GEK20002,01,채플(한국어) 4,0,P,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2015,2,GEK20009,01,공동체리더십훈련4,0.5,P,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2015,2,GEK20028,01,인간관계와자기성장,3,P,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2015,2,GEK30015,01,현대사회와선교,3,C+,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2015,2,MEC20005,02,경영경제통계,3,A+,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2015,2,MEC20055,04,회계실무,3,B+,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2015,4,GCS20001,04,English Reading and Discussion,3,,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2016,1,CSW20005,01,이상심리학,3,,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2016,1,CSW30019,01,집단상담,3,,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2016,1,GCS20005,01,데이타통계처리,2,,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2016,1,GEK10007,06,교양독서,1,,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2016,1,GEK10022,01,수화1,2,,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2016,1,GEK30001,01,채플(한국어) 5,0,,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2016,1,GEK30008,01,공동체리더십훈련5,0.5,,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2016,1,MEC20054,02,마케팅관리론,3,,N
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,,2016,1,MEC30074,02,인사관리론,3,,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2014,1,GEK10001,01,채플(한국어) 1,0,P,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2014,1,GEK10008,01,공동체리더십훈련1,1,P,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2014,1,GEK10011,01,창조와 진화,2,B+,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2014,1,GEK10015,01,한동인성교육,1,P,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2014,1,GEK10017,01,Academic Writing,3,A0,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2014,1,GEK10021,05,생활체육 1,1,P,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2014,1,GEK10045,11,Christian Foundation 1,2,P,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2014,1,ISL10075,07,초급중국어1,3,B+,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2014,1,MEC10001,01,경제학입문,3,A0,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2014,1,PCO10058,14,정보처리실습,2,P,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2014,2,GEK10002,01,채플(한국어) 2,0,P,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2014,2,GEK10009,01,공동체리더십훈련2,1,P,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2014,2,GEK10035,01,한국사(근현대사),3,D0,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2014,2,GEK10037,02,서양사,3,D0,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2014,2,GEK10055,01,물리학 1,3,B0,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2014,2,GEK10096,01,Calculus 2,3,D+,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2014,2,PCO10012,02,English Foundation,3,D+,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2014,2,PCO10052,03,C 프로그래밍,3,F,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2015,1,ECE10020,01,공학설계입문,3,A0,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2015,1,ECE20051,02,회로이론 1,3,B0,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2015,1,ECE20060,01,기초전자회로실험,2,F,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2015,1,GEK10038,02,물리학실험1,1,P,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2015,1,GEK20001,01,채플(한국어) 3,0,P,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2015,1,GEK20008,01,공동체리더십훈련3,0.5,P,N
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,,2015,1,GEK30030,01,현대과학과 기술의 철학,3,B+,N
