"random.ID","입학일자","교육과정","등록학기","학년","주야","현학적","학과명","성별","전공1","전공2","부전공","비고","공학인증여부"
"8hzwajUl",20130301,140,6,3,"주간","일반휴학","경영경제학부","여","경제학","경영학","","복수",""
"0YSKpyeE",20130301,140,7,4,"주간","입학","법학부","여","한국법","경제학","","연계",""
"oiyGsUIO",20130301,140,4,2,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"l6QeIC06",20130301,140,6,3,"주간","일반휴학","생명과학부","여","생명과학(33)","컴퓨터공학","","연계",""
"D7gBzwgj",20130301,140,2,1,"주간","군입대휴학","경영경제학부","남","경영학","공연영상학","","연계",""
"jeAvZX1M",20130301,140,7,4,"주간","입학","언론정보문화학부","여","언론정보학","한국법","","연계",""
"gPkmZBl5",20130301,140,3,2,"주간","군입대휴학","공간환경시스템공학부","남","도시환경공학","건설공학","","복수",""
"cPmoxDrP",20130301,140,4,2,"주간","군입대휴학","콘텐츠융합디자인학부","남","시각디자인","제품디자인","","복수",""
"Vm8PfuL6",20130301,140,3,2,"주간","복학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"vC3QLHfm",20130301,140,3,2,"주간","복학","경영경제학부","남","Global Management","Global Entrepreneurship","","연계",""
"RvGeNvja",20130301,140,6,3,"주간","일반휴학","전산전자공학부","여","컴퓨터공학","전자공학","","복수",""
"oskVzYsd",20130301,140,7,4,"주간","입학","언론정보문화학부","여","언론정보학","사회복지학","","연계",""
"c2Fmzxkg",20130301,140,7,4,"주간","입학","경영경제학부","여","경영학","국제지역학","","연계",""
"FbZ3NtOW",20130301,140,7,4,"주간","입학","생명과학부","여","생명과학(45)","","컴퓨터공학","",""
"ABXOcZ8H",20130301,140,4,2,"주간","군입대휴학","콘텐츠융합디자인학부","남","제품디자인","시각디자인","","복수",""
"0xOyVSi8",20130301,140,6,3,"주간","일반휴학","상담심리사회복지학부","여","상담심리학","사회복지학","","복수",""
"WYeN84lh",20130301,140,3,2,"주간","복학","법학부","남","한국법","사회복지학","","연계",""
"l9bluJeK",20130301,140,3,2,"주간","복학","공간환경시스템공학부","남","건설공학","도시환경공학","","복수",""
"b5bafnr3",20130301,140,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"fqkp7nMw",20130301,140,3,2,"주간","군입대휴학","콘텐츠융합디자인학부","남","시각디자인","제품디자인","","복수",""
"va6mb5eK",20130301,140,5,3,"주간","복학","전산전자공학부","남","전자공학심화","","","","공학인증"
"pFMvYo22",20130301,140,4,2,"주간","일반휴학","언론정보문화학부","남","공연영상학","언론정보학","","복수",""
"dEFcPn7z",20130301,140,1,1,"주간","일반휴학","글로벌리더십학부","여","","","","",""
"eekVNbxD",20130301,140,5,3,"주간","복학","언론정보문화학부","여","언론정보학","시각디자인","","연계",""
"kQpsyuFD",20130301,140,6,3,"주간","복학","상담심리사회복지학부","여","상담심리학","컴퓨터공학","","연계",""
"nApyU2cp",20130301,130,6,3,"주간","복학","언론정보문화학부","여","언론정보학","Global Entrepreneurship","","연계",""
"9zgrErnb",20130301,140,6,3,"주간","일반휴학","공간환경시스템공학부","여","도시환경공학","건설공학","","복수",""
"C3cnCfON",20130301,140,7,4,"주간","입학","경영경제학부","남","경제학","컴퓨터공학","","연계",""
"3QYop0ZI",20130301,140,5,3,"주간","복학","기계제어공학부","여","전자제어공학","기계공학","","복수",""
"2MGywcxs",20130301,140,5,3,"주간","일반휴학","경영경제학부","여","경영학","경제학","","복수",""
"7aMfdhc7",20130301,140,6,3,"주간","복학","경영경제학부","여","경영학","국제지역학","","연계",""
"HAAYQOqC",20130301,140,7,4,"주간","입학","법학부","여","한국법","경제학","","연계",""
"VOGnJ4wN",20130301,140,5,3,"주간","일반휴학","경영경제학부","남","경영학","언론정보학","","연계",""
"KfmUv3fp",20130301,140,5,3,"주간","복학","공간환경시스템공학부","남","건설공학","도시환경공학","","복수",""
"KvUwJbtb",20130301,140,3,2,"주간","군입대휴학","상담심리사회복지학부","남","상담심리학","사회복지학","","복수",""
"RYwpHqGL",20130301,140,7,4,"주간","입학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"YBVvJM3s",20130301,140,4,2,"주간","일반휴학","국제어문학부","남","영어","국제지역학","","복수",""
"VnEgrRAV",20130301,140,6,3,"주간","일반휴학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"r2Gwcwo3",20130301,140,3,2,"주간","복학","경영경제학부","남","경영학","경제학","","복수",""
"IViHSj7v",20130301,140,6,3,"주간","일반휴학","경영경제학부","여","경영학","경제학","","복수",""
"OFwqPtCw",20130301,140,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","경영학","","연계",""
"T6dIpKs1",20130301,140,6,3,"주간","복학","기계제어공학부","여","기계공학","전자제어공학","","복수",""
"XTsUDV05",20130301,140,4,2,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"JXIj0biS",20130301,140,6,3,"주간","복학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"D7Pd3Zhy",20130301,140,7,4,"주간","입학","기계제어공학부","여","기계공학","전자제어공학","","복수",""
"y7BBSCy6",20130301,140,4,2,"주간","군입대휴학","경영경제학부","남","경영학","경제학","","복수",""
"p6y0UzRL",20130301,140,1,1,"주간","군입대휴학","글로벌리더십학부","남","","","","",""
"Izv06Xcn",20130301,140,3,2,"주간","복학","전산전자공학부","남","전자공학심화","","","","공학인증"
"TozvG64B",20130301,140,2,1,"주간","군입대휴학","상담심리사회복지학부","남","상담심리학","사회복지학","","복수",""
"a0UeCfYk",20130301,140,7,4,"주간","입학","경영경제학부","여","경제학","경영학","","복수",""
"OpFsguMc",20130301,140,7,4,"주간","입학","경영경제학부","여","경영학","시각디자인","","연계",""
"2e0ZHbvZ",20130301,140,4,2,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"nItrp4cV",20130301,140,5,3,"주간","복학","경영경제학부","여","경영학","언론정보학","","연계",""
"4DaMw30H",20130301,140,7,4,"주간","입학","공간환경시스템공학부","여","도시환경공학","건설공학","","복수",""
"Dgr1hAm9",20130301,140,7,4,"주간","입학","경영경제학부","남","경영학","경제학","","복수",""
"fWhGVoBr",20130301,140,6,3,"주간","복학","국제어문학부","남","국제지역학","영어","","복수",""
"6sVHKZBR",20130301,140,7,4,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"fQYCvf8N",20130301,140,1,1,"주간","일반휴학","글로벌리더십학부","여","","","","",""
"InTR4NOO",20130301,140,5,3,"주간","일반휴학","경영경제학부","여","경영학","한국법","","연계",""
"Em0OOSIn",20130301,140,6,3,"주간","복학","기계제어공학부","여","기계공학","전자제어공학","","복수",""
"swGfiCYc",20130301,140,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"6aeBSuZw",20130301,140,5,3,"주간","복학","국제어문학부","여","영어","경제학","","연계",""
"kiXywAXd",20130301,140,4,2,"주간","일반휴학","생명과학부","여","생명과학(66)","","","",""
"62lx6O1P",20130301,140,5,3,"주간","복학","언론정보문화학부","여","언론정보학","Global Entrepreneurship","","연계",""
"CuEyGWwu",20130301,140,2,1,"주간","군입대휴학","경영경제학부","남","경영학","컴퓨터공학","","연계",""
"wIlB65VZ",20130301,140,5,3,"주간","일반휴학","상담심리사회복지학부","남","상담심리학","US and International Law","","연계",""
"gFRXZvA2",20130301,140,3,2,"주간","복학","경영경제학부","남","경영학","경제학","","복수",""
"60vkbNLK",20130301,140,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"cdyrdPvR",20130301,140,7,4,"주간","입학","상담심리사회복지학부","남","상담심리학","한국법","","연계",""
"u1LFmIFT",20130301,140,7,4,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"4E74Ryxn",20130301,140,7,4,"주간","입학","언론정보문화학부","여","공연영상학","경영학","","연계",""
"XSDEaGkY",20130301,140,5,3,"주간","복학","경영경제학부","여","경영학","경제학","","복수",""
"699z1b6V",20130301,140,4,2,"주간","군입대휴학","경영경제학부","남","경제학","한국법","","연계",""
"BVNavaol",20130301,140,4,2,"주간","일반휴학","경영경제학부","여","경영학","한국법","","연계",""
"bXH7UMhw",20130301,140,7,4,"주간","입학","콘텐츠융합디자인학부","남","시각디자인","상담심리학","","연계",""
"Jor2rT7e",20130301,140,5,3,"주간","일반휴학","법학부","여","US and International Law","국제지역학","","연계",""
"ESsn24fE",20130301,140,6,3,"주간","일반휴학","콘텐츠융합디자인학부","여","시각디자인","경영학","","연계",""
"aKzh0lCg",20130301,130,7,4,"주간","입학","국제어문학부","여","국제지역학","영어","","복수",""
"kExanv4f",20130301,140,7,4,"주간","입학","경영경제학부","남","경영학","컴퓨터공학","","연계",""
"zF2z8ATd",20130301,140,3,2,"주간","복학","상담심리사회복지학부","여","상담심리학","국제지역학","","연계",""
"z6h0lJxC",20130301,140,6,3,"주간","일반휴학","언론정보문화학부","여","공연영상학","언론정보학","","복수",""
"pU6LlOS6",20130301,140,4,2,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"xzPr3ggJ",20130301,140,4,2,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학심화","","","","공학인증"
"ddUr9QCy",20130301,140,6,3,"주간","복학","기계제어공학부","남","전자제어공학","기계공학","","복수",""
"UNqhMNBm",20130301,140,7,4,"주간","입학","경영경제학부","남","경제학","경영학","","복수",""
"0vgFfTuI",20130301,140,4,2,"주간","복학","국제어문학부","여","국제지역학","영어","","복수",""
"vGRhtVV3",20130301,140,6,3,"주간","복학","기계제어공학부","여","기계공학","제품디자인","","연계",""
"FmCsMGaA",20130301,140,7,4,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"UxZnZXl8",20130301,140,7,4,"주간","입학","법학부","남","US and International Law","국제지역학","","연계",""
"Onw2fA78",20130301,140,6,3,"주간","복학","언론정보문화학부","여","공연영상학","시각디자인","","연계",""
"ODh9LKdP",20130301,140,6,3,"주간","일반휴학","국제어문학부","여","영어","사회복지학","","연계",""
"fzuLFJU1",20130301,140,6,3,"주간","복학","전산전자공학부","여","전자공학","컴퓨터공학","","복수",""
"He871HZ2",20130301,140,6,3,"주간","복학","상담심리사회복지학부","여","상담심리학","사회복지학","","복수",""
"jtjP5Q81",20130301,140,6,3,"주간","복학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"7MFWZRiK",20130301,140,7,4,"주간","입학","전산전자공학부","여","컴퓨터공학","경영학","","연계",""
"Cz0vpKj8",20130301,140,4,2,"주간","군입대휴학","경영경제학부","남","경영학","Global Entrepreneurship","","연계",""
"Ei8oNRX6",20130301,140,5,3,"주간","일반휴학","생명과학부","여","생명과학(66)","","","",""
"lMuiCBcC",20130301,140,7,4,"주간","입학","국제어문학부","여","국제지역학","경제학","","연계",""
"uJBvPc2q",20130301,140,6,3,"주간","복학","법학부","여","US and International Law","한국법","","복수",""
"cSGFBeD1",20130301,140,6,3,"주간","복학","상담심리사회복지학부","여","상담심리학","사회복지학","","복수",""
"f40DK097",20130301,140,7,4,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"Avg0dpST",20130301,140,7,4,"주간","입학","전산전자공학부","여","컴퓨터공학","경영학","","연계",""
"hSG01Esv",20130301,140,6,3,"주간","복학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"P9MNYJmu",20130301,140,7,4,"주간","입학","법학부","남","US and International Law","국제지역학","","연계",""
"fIpbWaJd",20130301,140,4,2,"주간","군입대휴학","경영경제학부","남","경영학","Global Entrepreneurship","","연계",""
"NanICVAG",20130301,140,3,2,"주간","복학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"cLjE2ymr",20130301,140,4,2,"주간","일반휴학","콘텐츠융합디자인학부","남","제품디자인","시각디자인","","복수",""
"VjQArDvp",20130301,140,6,3,"주간","복학","콘텐츠융합디자인학부","여","시각디자인","건설공학","","연계",""
"7lqAGyYV",20130301,140,7,4,"주간","입학","언론정보문화학부","여","공연영상학","상담심리학","","연계",""
"gZYG4xIB",20130301,140,4,2,"주간","군입대휴학","경영경제학부","남","경영학","상담심리학","","연계",""
"woZsCWF7",20130301,140,7,4,"주간","입학","생명과학부","여","생명과학(66)","","","",""
"r3dcB3VK",20130301,140,5,3,"주간","복학","콘텐츠융합디자인학부","여","제품디자인","시각디자인","","복수",""
"ilxFBoLQ",20130301,140,6,3,"주간","일반휴학","콘텐츠융합디자인학부","여","제품디자인","시각디자인","","복수",""
"qTKuvSqs",20130301,140,6,3,"주간","복학","콘텐츠융합디자인학부","여","시각디자인","컴퓨터공학","","연계",""
"3Tfd4Z4c",20130301,140,3,2,"주간","복학","생명과학부","남","생명과학(66)","","","",""
"WcWfUjtq",20130301,140,5,3,"주간","복학","상담심리사회복지학부","여","상담심리학","사회복지학","","복수",""
"c8F0X3IG",20130301,140,6,3,"주간","복학","생명과학부","여","생명과학(66)","","","",""
"T57DSsXv",20130301,140,6,3,"주간","일반휴학","국제어문학부","여","국제지역학","사회복지학","","연계",""
"EhWeGpG7",20130301,140,4,2,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"PtgFPbZX",20130301,140,7,4,"주간","입학","경영경제학부","여","경영학","상담심리학","","연계",""
"pNOeSqhG",20130301,140,4,2,"주간","일반휴학","경영경제학부","남","경영학","경제학","","복수",""
"6lhjIS70",20130301,140,4,2,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"2OEc7J7O",20130301,130,2,1,"주간","군입대휴학","상담심리사회복지학부","남","상담심리학","사회복지학","","복수",""
"wd6Mqmhk",20130301,140,5,3,"주간","복학","경영경제학부","남","경영학","경제학","","복수",""
"BqGMLGZs",20130301,140,7,4,"주간","입학","전산전자공학부","여","컴퓨터공학","전자공학","","복수",""
"MhnhNc0R",20130301,140,7,4,"주간","입학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"Sg17p9EB",20130301,140,5,3,"주간","복학","법학부","남","US and International Law","국제지역학","","연계",""
"8gHxit1z",20130301,140,4,2,"주간","복학","경영경제학부","남","경영학","국제지역학","","연계",""
"bZAbUqku",20130301,140,5,3,"주간","일반휴학","전산전자공학부","남","컴퓨터공학","경영학","","연계",""
"i2vAYUEf",20130301,140,2,1,"주간","군입대휴학","경영경제학부","남","경영학","경제학","","복수",""
"zCNOn6pl",20130301,140,7,4,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"favnPo6O",20130301,140,6,3,"주간","일반휴학","법학부","남","US and International Law","국제지역학","","연계",""
"M2IGcgAz",20130301,140,7,4,"주간","입학","상담심리사회복지학부","남","상담심리학","경영학","","연계",""
"k27Fxkvf",20130301,140,3,2,"주간","군입대휴학","경영경제학부","남","경영학","경제학","","복수",""
"KhYPLY7o",20130301,140,4,2,"주간","일반휴학","경영경제학부","여","경제학","국제지역학","","연계",""
"0AUCUxw2",20130301,140,7,4,"주간","입학","경영경제학부","여","경영학","컴퓨터공학","","연계",""
"1KFwoIdL",20130301,140,4,2,"주간","군입대휴학","국제어문학부","남","국제지역학","경영학","","연계",""
"YGGgZfPS",20130301,140,2,1,"주간","군입대휴학","경영경제학부","남","경제학","전자제어공학","","연계",""
"X7HFsqrs",20130301,140,7,4,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"uKMXNEMb",20130301,140,3,2,"주간","복학","경영경제학부","남","경영학","컴퓨터공학","","연계",""
"urN9X6ef",20130301,140,5,3,"주간","복학","국제어문학부","여","국제지역학","상담심리학","","연계",""
"knOczfAB",20130301,140,3,2,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학심화","","","","공학인증"
"4oW7xUWZ",20130301,140,3,2,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","경영학","","연계",""
"XNnqSdXp",20130301,140,3,2,"주간","일반휴학","공간환경시스템공학부","여","건설공학","도시환경공학","","복수",""
"slXrEdee",20130301,140,6,3,"주간","일반휴학","공간환경시스템공학부","여","도시환경공학","건설공학","","복수",""
"8j4HRS88",20130301,140,7,4,"주간","입학","경영경제학부","여","경영학","상담심리학","","연계",""
"iFR8DuwP",20130301,140,6,3,"주간","일반휴학","언론정보문화학부","여","공연영상학","시각디자인","","연계",""
"S2vDSeNE",20130301,140,7,4,"주간","입학","전산전자공학부","여","컴퓨터공학","경영학","","연계",""
"eEqMzM9X",20130301,140,6,3,"주간","일반휴학","법학부","여","한국법","상담심리학","","연계",""
"QEr0dNQg",20130301,140,4,2,"주간","군입대휴학","법학부","남","US and International Law","한국법","","복수",""
"5kOZQ2SF",20130301,140,3,2,"주간","군입대휴학","경영경제학부","남","경영학","국제지역학","","연계",""
"w3J034g5",20130301,140,7,4,"주간","입학","언론정보문화학부","여","언론정보학","커뮤니케이션 디자인","","연계",""
"SIPVj30T",20130301,140,4,2,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"H3RXjqOh",20130301,140,4,2,"주간","일반휴학","생명과학부","남","생명과학(66)","","컴퓨터공학","",""
"9reWVMXD",20130301,140,3,2,"주간","복학","경영경제학부","남","경영학","컴퓨터공학","","연계",""
"s6Il6h6w",20130301,140,5,3,"주간","일반휴학","경영경제학부","남","경영학","Global Entrepreneurship","","연계",""
"9O5eT1xA",20130301,140,3,2,"주간","복학","콘텐츠융합디자인학부","남","시각디자인","경영학","","연계",""
"SYmC8HPC",20130301,140,5,3,"주간","복학","경영경제학부","여","경영학","도시환경공학","","연계",""
"iZMXmikt",20130301,140,4,2,"주간","군입대휴학","경영경제학부","남","경영학","국제지역학","","연계",""
"GSD8zdQo",20130301,140,2,1,"주간","군입대휴학","국제어문학부","남","국제지역학","경제학","","연계",""
"VUTrHUAr",20130301,140,7,4,"주간","입학","생명과학부","여","생명과학(66)","","","",""
"77oCArkw",20130301,140,5,3,"주간","일반휴학","전산전자공학부","남","전자공학심화","","","","공학인증"
"v9siRKIT",20130301,140,4,2,"주간","군입대휴학","경영경제학부","남","경영학","경제학","","복수",""
"8xUwPDYR",20130301,140,3,2,"주간","복학","기계제어공학부","남","전자제어공학","기계공학","","복수",""
"GWj9l8rQ",20130301,140,3,2,"주간","복학","경영경제학부","남","경영학","경제학","","복수",""
"zGZDHFT8",20130301,140,3,2,"주간","복학","전산전자공학부","남","전자공학심화","","","","공학인증"
"3VYTKLeG",20130301,140,7,4,"주간","입학","경영경제학부","여","경영학","시각디자인","","연계",""
"Oe56Vi5f",20130301,140,7,4,"주간","입학","전산전자공학부","여","컴퓨터공학","경영학","","연계",""
"oH21RSf2",20130301,140,3,2,"주간","복학","경영경제학부","남","경영학","경제학","","복수",""
"3eueB9IV",20130301,140,7,4,"주간","입학","콘텐츠융합디자인학부","여","제품디자인","시각디자인","","복수",""
"ZGMW9Ee6",20130301,140,6,3,"주간","복학","상담심리사회복지학부","여","상담심리학","사회복지학","","복수",""
"IIhYJDAe",20130301,140,6,3,"주간","일반휴학","언론정보문화학부","여","언론정보학","한국법","","연계",""
"SWkbauTR",20130301,140,0,1,"주간","제적","글로벌리더십학부","여","","","","",""
"1gvlULC9",20130301,140,7,4,"주간","입학","경영경제학부","여","경영학","경제학","","복수",""
"QubN3hld",20130301,140,7,4,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","공연영상학","","연계",""
"bmsipDIx",20130301,140,7,4,"주간","입학","법학부","여","US and International Law","국제지역학","","연계",""
"J39NMZpi",20130301,140,7,4,"주간","입학","경영경제학부","남","Global Management","Global Entrepreneurship","","연계",""
"xfpE2WnZ",20130301,140,7,4,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"qVjrCnrS",20130301,140,4,2,"주간","군입대휴학","언론정보문화학부","남","언론정보학","상담심리학","","연계",""
"lSk4LTnD",20130301,130,6,3,"주간","복학","경영경제학부","여","경영학","경제학","","복수",""
"XPTYvFm1",20130301,140,4,2,"주간","군입대휴학","전산전자공학부","남","Information Technology","경제학","","연계",""
"0eKM49i6",20130301,140,4,2,"주간","군입대휴학","경영경제학부","남","경영학","컴퓨터공학","","연계",""
"KwofgXV6",20130301,140,4,2,"주간","일반휴학","법학부","여","US and International Law","상담심리학","","연계",""
"SrMwZe8G",20130301,140,7,4,"주간","입학","기계제어공학부","여","기계공학","전자제어공학","","복수",""
"knLeEGNE",20130301,140,5,3,"주간","복학","언론정보문화학부","여","공연영상학","언론정보학","","복수",""
"yv2eMKX3",20130301,140,7,4,"주간","입학","국제어문학부","여","국제지역학","경제학","","연계",""
"I9LHe3a5",20130301,140,6,3,"주간","일반휴학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"FliXZ7kg",20130301,140,7,4,"주간","입학","생명과학부","여","생명과학(45)","","컴퓨터공학","",""
"51DzQvpu",20130301,130,6,3,"주간","복학","경영경제학부","여","경영학","ICT융합","","연계",""
"Il9JmlgO",20130301,140,6,3,"주간","복학","전산전자공학부","여","컴퓨터공학","전자공학","","복수",""
"6VyjvW5e",20130301,140,3,2,"주간","복학","경영경제학부","남","경영학","상담심리학","","연계",""
"zm29XI7G",20130301,140,4,2,"주간","군입대휴학","법학부","남","한국법","사회복지학","","연계",""
"LAMCcr8i",20130301,140,7,4,"주간","입학","기계제어공학부","여","전자제어공학","기계공학","","복수",""
"0gSoEXal",20130301,140,5,3,"주간","일반휴학","언론정보문화학부","여","언론정보학","국제지역학","","연계",""
"CRmrVtj6",20130301,140,2,1,"주간","군입대휴학","국제어문학부","남","국제지역학","영어","","복수",""
"9SPbdESc",20130301,140,3,2,"주간","복학","경영경제학부","남","경영학","컴퓨터공학","","연계",""
"ww1Em5V6",20130301,140,6,3,"주간","일반휴학","경영경제학부","여","경영학","한국법","","연계",""
"prSA0mfd",20130301,140,7,4,"주간","입학","공간환경시스템공학부","여","건설공학","도시환경공학","","복수",""
"Pk93F8WI",20130301,140,7,4,"주간","입학","국제어문학부","남","국제지역학","US and International Law","","연계",""
"zHZbAVyO",20130301,140,7,4,"주간","입학","전산전자공학부","남","컴퓨터공학심화","","","","공학인증"
"KrCl6bFY",20130301,140,7,4,"주간","입학","전산전자공학부","여","전자공학","컴퓨터공학","","복수",""
"yfooltYG",20130301,140,5,3,"주간","복학","생명과학부","여","생명과학(66)","","","",""
"bPioauYs",20130301,140,3,2,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"pVQwbIB2",20130301,140,3,2,"주간","복학","경영경제학부","남","경영학","상담심리학","","연계",""
"wXuc24P2",20130301,140,3,2,"주간","군입대휴학","경영경제학부","남","경영학","국제지역학","","연계",""
"hVgjmnKc",20130301,140,3,2,"주간","군입대휴학","언론정보문화학부","남","공연영상학","언론정보학","","복수",""
"7Bcb3hj1",20130301,140,3,2,"주간","복학","국제어문학부","남","국제지역학","경영학","","연계",""
"lM1wpBPN",20130301,140,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"FjfItrw2",20130301,140,2,1,"주간","군입대휴학","법학부","남","한국법","US and International Law","","복수",""
"7uKIY8WX",20130301,140,7,4,"주간","입학","생명과학부","여","생명과학(33)","컴퓨터공학","","연계",""
"KT0ROM7b",20130301,140,5,3,"주간","복학","경영경제학부","여","경영학","제품디자인","","연계",""
"VaCySyEM",20130301,140,3,2,"주간","복학","경영경제학부","남","경제학","국제지역학","","연계",""
"LYLauRlr",20130301,140,3,2,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"PZ6aqY4E",20130301,140,4,2,"주간","군입대휴학","국제어문학부","남","영어","Global Entrepreneurship","","연계",""
"7xDNA2B6",20130301,140,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학심화","","","","공학인증"
"tBSoEdkH",20130301,140,5,3,"주간","일반휴학","국제어문학부","여","국제지역학","도시환경공학","","연계",""
"Z16THSh0",20130301,140,4,2,"주간","일반휴학","언론정보문화학부","남","공연영상학","언론정보학","","복수",""
"yJwfn8UB",20130301,140,5,3,"주간","일반휴학","언론정보문화학부","여","공연영상학","언론정보학","","복수",""
"2sEOPvgo",20130301,140,1,1,"주간","군입대휴학","글로벌리더십학부","남","","","","",""
"WcWgxWeV",20130301,140,7,4,"주간","입학","상담심리사회복지학부","여","상담심리학","언론정보학","","연계",""
"O1KtX6CP",20130301,140,7,4,"주간","입학","경영경제학부","여","경영학","영어","","연계",""
"uRNnIXBj",20130301,140,3,2,"주간","복학","기계제어공학부","남","기계공학","상담심리학","","연계",""
"pM6JJacj",20130301,140,4,2,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","Global Entrepreneurship","","연계",""
"SZbZ5iKP",20130301,140,4,2,"주간","군입대휴학","전산전자공학부","남","전자공학심화","","","","공학인증"
"2ACjsFbp",20130301,140,4,2,"주간","군입대휴학","생명과학부","남","생명과학(66)","","","",""
"XtApHN9F",20130301,140,4,2,"주간","군입대휴학","경영경제학부","남","경영학","Global Entrepreneurship","","연계",""
"WMm8ccGb",20130301,140,4,2,"주간","군입대휴학","전산전자공학부","남","전자공학","컴퓨터공학","","복수",""
"iYefn5K0",20130301,140,7,4,"주간","입학","언론정보문화학부","여","공연영상학","상담심리학","","연계",""
"7BSXcEwm",20130301,140,6,3,"주간","복학","경영경제학부","여","경제학","한국법","","연계",""
"TufHSazs",20130301,140,7,4,"주간","입학","경영경제학부","여","경영학","컴퓨터공학","","연계",""
"urPGRFUH",20130301,140,4,2,"주간","일반휴학","생명과학부","여","생명과학(66)","","","",""
"XRHSWmF5",20130301,140,7,4,"주간","입학","법학부","여","한국법","US and International Law","","복수",""
"8gmTk6HE",20130301,140,3,2,"주간","복학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"tEQiOqAR",20130301,140,4,2,"주간","군입대휴학","언론정보문화학부","남","공연영상학","경영학","","연계",""
"UQRwWofb",20130301,140,4,2,"주간","제적","상담심리사회복지학부","여","사회복지학","상담심리학","","복수",""
"ojcyqYrY",20130301,140,4,2,"주간","일반휴학","법학부","여","한국법","US and International Law","","복수",""
"0uMgi08t",20130301,140,3,2,"주간","일반휴학","상담심리사회복지학부","여","사회복지학","상담심리학","","복수",""
"AUbUKQ2k",20130301,140,4,2,"주간","군입대휴학","상담심리사회복지학부","남","상담심리학","사회복지학","","복수",""
"oACFenep",20130301,140,6,3,"주간","복학","법학부","여","US and International Law","국제지역학","","연계",""
"wGZskFsk",20130301,140,4,2,"주간","군입대휴학","법학부","남","한국법","사회복지학","","연계",""
"LS3kYeux",20130301,140,2,1,"주간","군입대휴학","경영경제학부","남","경영학","경제학","","복수",""
"4WqzTcXO",20130301,140,7,4,"주간","입학","생명과학부","남","생명과학(66)","","","",""
"MWqzvDw5",20130301,140,2,1,"주간","제적","경영경제학부","남","경영학","경제학","","복수",""
"AxmUL9Aa",20130301,140,3,2,"주간","일반휴학","경영경제학부","여","경영학","공연영상학","","연계",""
"ezUNmDxJ",20130301,140,7,4,"주간","입학","기계제어공학부","여","기계공학","전자제어공학","","복수",""
"qDFJYcvg",20130301,140,2,1,"주간","군입대휴학","경영경제학부","남","경제학","경영학","","복수",""
"sX3FpzMN",20130301,130,4,2,"주간","일반휴학","경영경제학부","남","경제학","경영학","","복수",""
"GT8zNwk6",20130301,140,3,2,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"vxYGT5QE",20130301,140,7,4,"주간","입학","경영경제학부","여","경영학","경제학","","복수",""
"px8PbUq9",20130301,140,6,3,"주간","복학","생명과학부","여","생명과학(45)","","한국법","",""
"rQf47TCh",20130301,140,4,2,"주간","제적","생명과학부","여","생명과학(66)","","","",""
