학번,입학일자,교육과정,등록학기,학년,주야,현학적,학과명,성별,전공1,전공2,부전공,비고,공학인증여부
21300287,20130301,140,2,1,주간,제적,경영경제학부,남,경영학,경제학,,복수,
21300288,20130301,140,3,2,주간,일반휴학,경영경제학부,여,경영학,공연영상학,,연계,
21300289,20130301,140,7,4,주간,입학,기계제어공학부,여,기계공학,전자제어공학,,복수,
21300290,20130301,140,2,1,주간,군입대휴학,경영경제학부,남,경제학,경영학,,복수,
21300291,20130301,130,4,2,주간,일반휴학,경영경제학부,남,경제학,경영학,,복수,
21300292,20130301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21300293,20130301,140,7,4,주간,입학,경영경제학부,여,경영학,경제학,,복수,
21300294,20130301,140,6,3,주간,복학,생명과학부,여,생명과학(45),,한국법,,
21300295,20130301,140,4,2,주간,제적,생명과학부,여,생명과학(66),,,,
21300296,20130301,140,6,3,주간,일반휴학,경영경제학부,여,경영학,제품디자인,,연계,
21300297,20130301,140,2,1,주간,제적,산업정보디자인학부,여,시각디자인,Global Entrepreneurship,,연계,
21300298,20130301,140,3,2,주간,복학,법학부,남,US and International Law,한국법,,복수,
21300299,20130301,140,7,4,주간,입학,법학부,여,US and International Law,국제지역학,,연계,
21300300,20130301,130,3,2,주간,군입대휴학,경영경제학부,남,경영학,Global Entrepreneurship,,연계,
21300301,20130301,140,6,3,주간,일반휴학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21300302,20130301,140,5,3,주간,복학,국제어문학부,여,영어,상담심리학,,연계,
21300303,20130301,140,2,1,주간,군입대휴학,생명과학부,남,생명과학(66),,,,
21300304,20130301,140,6,3,주간,복학,전산전자공학부,여,컴퓨터공학,전자공학,,복수,
21300305,20130301,140,7,4,주간,입학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21300306,20130301,140,3,2,주간,복학,경영경제학부,남,경영학,US and International Law,,연계,
21300307,20130301,140,3,2,주간,군입대휴학,국제어문학부,남,국제지역학,한국법,,연계,
21300308,20130301,140,7,4,주간,입학,생명과학부,남,생명과학(33),상담심리학,,연계,
21300309,20130301,140,1,1,주간,제적,글로벌리더십학부,남,,,,,
21300310,20130301,140,4,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21300311,20130301,140,7,4,주간,입학,전산전자공학부,남,컴퓨터공학심화,,,,공학인증
21300312,20130301,140,3,2,주간,군입대휴학,생명과학부,남,생명과학(66),,,,
21300313,20130301,140,3,2,주간,복학,생명과학부,남,생명과학(66),,,,
21300314,20130301,140,6,3,주간,일반휴학,공간환경시스템공학부,여,도시환경공학,건설공학,,복수,
21300315,20130301,140,5,3,주간,복학,콘텐츠융합디자인학부,여,시각디자인,제품디자인,,복수,
21300316,20130301,140,1,1,주간,군입대휴학,글로벌리더십학부,남,,,,,
21300317,20130301,140,7,4,주간,입학,콘텐츠융합디자인학부,여,시각디자인,제품디자인,,복수,
21300318,20130301,140,1,1,주간,일반휴학,글로벌리더십학부,남,,,,,
21300319,20130301,140,4,2,주간,군입대휴학,경영경제학부,남,경영학,경제학,,복수,
21300320,20130301,140,7,4,주간,입학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21300321,20130301,140,3,2,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21300322,20130301,140,3,2,주간,일반휴학,전산전자공학부,여,컴퓨터공학,전자공학,,복수,
21300323,20130301,140,3,2,주간,복학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21300324,20130301,140,7,4,주간,입학,법학부,남,한국법,기계공학,,연계,
21300325,20130301,140,2,1,주간,군입대휴학,언론정보문화학부,남,공연영상학,언론정보학,,복수,
21300326,20130301,140,7,4,주간,입학,상담심리사회복지학부,여,사회복지학,상담심리학,,복수,
21300327,20130301,140,4,2,주간,군입대휴학,콘텐츠융합디자인학부,남,시각디자인,제품디자인,,복수,
21300328,20130301,140,6,3,주간,복학,전산전자공학부,여,컴퓨터공학,전자공학,,복수,
21300329,20130301,140,7,4,주간,입학,상담심리사회복지학부,여,상담심리학,영어,,연계,
21300330,20130301,140,6,3,주간,일반휴학,공간환경시스템공학부,여,도시환경공학,국제지역학,,연계,
21300331,20130301,140,1,1,주간,제적,글로벌리더십학부,여,,,,,
21300332,20130301,140,3,2,주간,복학,법학부,남,한국법,경제학,,연계,
21300333,20130301,140,4,2,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,경영학,,연계,
21300334,20130301,140,7,4,주간,입학,경영경제학부,남,Global Management,Global Entrepreneurship,,연계,
21300335,20130301,140,5,3,주간,복학,언론정보문화학부,여,공연영상학,언론정보학,,복수,
21300336,20130301,140,2,1,주간,군입대휴학,경영경제학부,남,경영학,경제학,,복수,
21300337,20130301,140,4,2,주간,군입대휴학,생명과학부,남,생명과학(33),컴퓨터공학,,연계,
21300338,20130301,140,5,3,주간,일반휴학,전산전자공학부,여,컴퓨터공학심화,,,,공학인증
21300339,20130301,140,6,3,주간,일반휴학,경영경제학부,남,경영학,Global Entrepreneurship,,연계,
21300340,20130301,140,7,4,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,
21300341,20130301,140,3,2,주간,군입대휴학,경영경제학부,남,경영학,경제학,,복수,
21300342,20130301,140,2,1,주간,군입대휴학,경영경제학부,남,경영학,공연영상학,,연계,
21300343,20130301,140,7,4,주간,입학,생명과학부,여,생명과학(66),,,,
21300344,20130301,140,3,2,주간,복학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21300345,20130301,140,7,4,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,
21300346,20130301,140,4,2,주간,군입대휴학,언론정보문화학부,남,공연영상학,상담심리학,,연계,
21300347,20130301,140,5,3,주간,복학,언론정보문화학부,여,공연영상학,상담심리학,,연계,
21300348,20130301,140,7,4,주간,입학,공간환경시스템공학부,여,건설공학,도시환경공학,,복수,
21300349,20130301,140,7,4,주간,입학,콘텐츠융합디자인학부,여,시각디자인,제품디자인,,복수,
21300350,20130301,140,3,2,주간,복학,상담심리사회복지학부,남,상담심리학,Global Entrepreneurship,,연계,
21300351,20130301,140,2,1,주간,일반휴학,언론정보문화학부,남,공연영상학,언론정보학,,복수,
21300352,20130301,140,7,4,주간,입학,콘텐츠융합디자인학부,여,시각디자인,Global Entrepreneurship,,연계,
21300353,20130301,140,5,3,주간,일반휴학,상담심리사회복지학부,여,사회복지학,상담심리학,,복수,
21300354,20130301,140,6,3,주간,복학,상담심리사회복지학부,여,사회복지학,상담심리학,,복수,
21300355,20130301,140,7,4,주간,입학,법학부,남,한국법,경제학,,연계,
21300356,20130301,140,6,3,주간,복학,전산전자공학부,여,컴퓨터공학,전자공학,,복수,
21300357,20130301,140,3,2,주간,제적,전산전자공학부,여,컴퓨터공학,전자공학,,복수,
21300358,20130301,140,1,1,주간,제적,글로벌리더십학부,여,,,,,
21300359,20130301,140,7,4,주간,입학,전산전자공학부,여,컴퓨터공학,경영학,,연계,
21300360,20130301,140,3,2,주간,군입대휴학,경영경제학부,남,경영학,경제학,,복수,
21300361,20130301,140,6,3,주간,복학,언론정보문화학부,여,공연영상학,언론정보학,,복수,
21300362,20130301,140,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21300363,20130301,140,4,2,주간,군입대휴학,전산전자공학부,남,전자공학심화,,,,공학인증
21300364,20130301,140,6,3,주간,일반휴학,경영경제학부,여,경영학,상담심리학,,연계,
21300365,20130301,140,6,3,주간,일반휴학,생명과학부,여,생명과학(66),,,,
21300366,20130301,140,6,3,주간,군입대휴학,기계제어공학부,남,기계공학,Global Entrepreneurship,,연계,
21300367,20130301,140,6,3,주간,복학,언론정보문화학부,여,언론정보학,공연영상학,,복수,
21300368,20130301,140,7,4,주간,입학,콘텐츠융합디자인학부,여,시각디자인,언론정보학,,연계,
21300369,20130301,140,7,4,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21300370,20130301,140,7,4,주간,입학,국제어문학부,남,국제지역학,경영학,,연계,
21300371,20130301,140,5,3,주간,복학,국제어문학부,여,영어,공연영상학,,연계,
21300372,20130301,140,7,4,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21300373,20130301,140,3,2,주간,복학,경영경제학부,남,Global Management,국제지역학,,연계,
21300374,20130301,140,4,2,주간,군입대휴학,경영경제학부,남,경영학,시각디자인,,연계,
21300375,20130301,140,2,1,주간,일반휴학,콘텐츠융합디자인학부,남,제품디자인,상담심리학,,연계,
21300376,20130301,140,7,4,주간,입학,전산전자공학부,남,컴퓨터공학심화,,,,공학인증
21300377,20130301,140,6,3,주간,복학,상담심리사회복지학부,여,상담심리학,Global Entrepreneurship,,연계,
21300378,20130301,140,5,3,주간,복학,국제어문학부,여,국제지역학,경영학,,연계,
21300379,20130301,140,6,3,주간,일반휴학,경영경제학부,여,경영학,제품디자인,,연계,
21300380,20130301,140,6,3,주간,복학,경영경제학부,여,경영학,상담심리학,,연계,
21300381,20130301,140,4,2,주간,복학,국제어문학부,여,국제지역학,영어,,복수,
21300382,20130301,140,6,3,주간,일반휴학,법학부,여,US and International Law,한국법,,복수,
21300383,20130301,140,6,3,주간,복학,법학부,여,한국법,상담심리학,,연계,
21300384,20130301,140,4,2,주간,군입대휴학,언론정보문화학부,남,언론정보학,공연영상학,,복수,
21300385,20130301,140,6,3,주간,일반휴학,공간환경시스템공학부,여,건설공학,도시환경공학,,복수,
21300386,20130301,140,6,3,주간,복학,법학부,남,한국법,경영학,,연계,
21300387,20130301,140,3,2,주간,복학,법학부,남,한국법,언론정보학,,연계,
21300388,20130301,140,4,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21300389,20130301,140,5,3,주간,일반휴학,전산전자공학부,여,전자공학심화,,,,공학인증
21300390,20130301,140,3,2,주간,복학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21300391,20130301,140,3,2,주간,군입대휴학,경영경제학부,남,경영학,경제학,,복수,
21300392,20130301,140,4,2,주간,군입대휴학,경영경제학부,남,Global Management,Global Entrepreneurship,,연계,
21300393,20130301,140,3,2,주간,복학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21300394,20130301,140,7,4,주간,입학,경영경제학부,여,경제학,상담심리학,,연계,
21300395,20130301,140,7,4,주간,입학,생명과학부,여,생명과학(45),,컴퓨터공학,,
21300396,20130301,140,4,2,주간,일반휴학,언론정보문화학부,여,공연영상학,언론정보학,,복수,
21300397,20130301,140,7,4,주간,입학,경영경제학부,여,경영학,국제지역학,,연계,
21300398,20130301,140,4,2,주간,군입대휴학,언론정보문화학부,남,언론정보학,공연영상학,,복수,
21300399,20130301,140,2,1,주간,일반휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21300400,20130301,140,7,4,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,
21300401,20130301,140,5,3,주간,복학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21300402,20130301,140,7,4,주간,입학,공간환경시스템공학부,남,건설공학,도시환경공학,,복수,
21300403,20130301,140,3,2,주간,복학,경영경제학부,남,경제학,국제지역학,,연계,
21300404,20130301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21300405,20130301,140,4,2,주간,군입대휴학,경영경제학부,남,경제학,경영학,,복수,
21300406,20130301,140,6,3,주간,일반휴학,언론정보문화학부,여,공연영상학,국제지역학,,연계,
21300407,20130301,140,7,4,주간,입학,법학부,여,US and International Law,Global Entrepreneurship,,연계,
21300408,20130301,140,7,4,주간,입학,전산전자공학부,남,컴퓨터공학심화,,,,공학인증
21300409,20130301,140,7,4,주간,입학,생명과학부,남,생명과학(66),,,,
21300410,20130301,140,6,3,주간,일반휴학,전산전자공학부,여,컴퓨터공학,경영학,,연계,
21300411,20130301,140,2,1,주간,군입대휴학,전산전자공학부,남,전자공학,컴퓨터공학,,복수,
21300412,20130301,140,7,4,주간,입학,전산전자공학부,여,컴퓨터공학심화,,,,공학인증
21300413,20130301,140,6,3,주간,복학,전산전자공학부,여,컴퓨터공학심화,,,,공학인증
21300414,20130301,140,6,3,주간,일반휴학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,
21300415,20130301,140,6,3,주간,일반휴학,경영경제학부,여,경영학,사회복지학,,연계,
21300416,20130301,140,7,4,주간,입학,경영경제학부,여,경제학,한국법,,연계,
21300417,20130301,140,3,2,주간,복학,법학부,남,한국법,US and International Law,,복수,
21300418,20130301,140,4,2,주간,일반휴학,생명과학부,남,생명과학(33),Global Entrepreneurship,,연계,
21300419,20130301,140,7,4,주간,입학,전산전자공학부,여,컴퓨터공학,전자공학,,복수,
21300420,20130301,140,7,4,주간,입학,전산전자공학부,여,Information Technology,Global Management,,연계,
21300421,20130301,140,5,3,주간,복학,상담심리사회복지학부,여,사회복지학,국제지역학,,연계,
