Source course,Dest course,Count
ISE10022.1,ISL10073.3,4
ISE10022.1,GEK20045.12,2
ISE10022.1,GEK10041.2,2
ISE10022.1,GEK10045.1,2
ISE10022.1,PCO10013.9,2
PCO10013.9,ISL10076.4,4
PCO10013.9,GEK10096.2,2
PCO10013.8,GEK20053.2,2
PCO10013.8,GEK20045.12,4
PCO10013.8,ISL10073.3,2
PCO10013.8,GEK10017.2,4
PCO10013.8,GEK10097.2,2
PCO10013.8,GEK30045.1,2
PCO10013.7,GEK10058.1,2
PCO10013.7,ISL10076.12,2
PCO10013.6,GEK40096.4,2
PCO10013.6,ISL10071.4,2
PCO10013.6,GEK20022.1,2
ISL10076.10,GEK40096.4,2
ISL10076.10,GEK10058.2,2
ISL10076.10,ISL10074.1,2
CSW20020.1,GEK40096.4,1
CSW20020.1,CSW20016.1,1
HMM30012.1,HMM20027.1,2
CCC20072.1,GEK10045.1,4
CCC20072.1,GEK10095.1,2
CCC20072.1,GEK10070.1,10
CCC20072.1,GEK20045.12,2
CCC20072.1,ISL10076.5,2
CCC20072.1,ISL10073.3,4
CCC20072.1,GEK30045.1,2
GEK10070.1,GEK10035.3,1
MEC10001.4,ISE20039.1,2
MEC10001.4,GEK10045.1,2
MEC10001.4,ISL10011.2,2
MEC10001.4,GEK30045.1,6
CSW20016.1,ISL30037.1,2
CSW20016.1,CCC30067.1,2
ISE20083.1,PCO20005.14,2
ISE20083.1,GEK10030.2,1
IID20015.1,CCC20052.1,1
MEC30072.1,GEK10030.2,1
IID20009.2,GEK20019.1,1
IID20009.2,CCC20052.1,1
CSW20013.2,PCO20004.16,1
GEK30045.1,GEK10096.2,2
CUE20055.1,ITP30003.1,2
CUE20055.1,PCO20004.12,2
CUE20055.1,GEK10097.2,2
GEK10090.1,GEK10070.1,6
GEK10090.1,GEK10041.2,2
GEK10090.1,GEK10045.1,2
GEK10090.1,GEK10061.2,4
PCO10053.1,GEK20045.12,4
PCO10053.1,ISL10076.5,2
GEK10096.2,GEK10058.2,6
GEK10037.2,GEK10036.1,1
PCO10052.3,GEK20053.2,2
PCO10052.3,GEK10041.2,4
PCO10052.3,PCO10012.7,4
PCO10052.3,GEK10095.1,2
PCO10052.3,GEK10070.1,6
PCO10052.3,GEK20045.12,6
PCO10052.3,GEK10097.2,4
PCO10052.3,GEK20016.2,2
PCO10052.3,GEK10017.2,2
GEK20045.11,GEK10041.2,6
GEK20045.11,GEK10045.1,2
GEK20045.11,GEK10095.1,4
GEK20045.11,GEK10070.1,8
GEK20045.11,GEK10097.2,2
GEK20045.11,GEK10061.2,8
GEK20045.11,GEK10017.2,2
GEK20045.12,GEE40097.2,2
GEK20045.12,GEK10096.2,8
GEK20045.12,GEK10035.3,1
PCO10058.4,GEK10030.1,2
PCO10058.4,GEK10090.1,4
PCO10058.4,GEK10040.2,4
PCO10058.4,GEK20045.11,2
PCO10058.4,GEK10066.1,2
PCO10058.4,GEK10059.1,2
PCO10058.4,GEK20045.9,4
PCO10058.4,PCO10052.3,2
PCO10058.4,GEK10017.1,2
PCO10058.4,ISL10076.3,6
UIL40059.1,GEK10041.2,2
UIL40059.1,ISL10073.3,2
UIL40059.1,GEK10061.2,2
UIL40059.1,LAW20011.1,2
PCO10024.2,ISL10085.1,1
PCO10024.2,GEK10058.1,2
PCO10024.2,ISL10076.12,2
GEK10040.2,GEK10017.2,4
PCO20004.6,GEK10040.2,2
PCO20004.7,GEK20053.2,2
PCO20004.7,GEK10061.2,2
PCO20004.7,GEK10097.2,2
IID10005.3,PCO10013.6,1
IID10005.3,ISL10076.4,2
IID10005.3,GEK10096.2,2
IID10005.3,PCO10012.6,1
IID10005.3,MEC20002.2,1
CCC30067.1,CCC30062.1,2
LAW20011.1,GEE40097.2,1
LAW20011.1,GEK30014.2,2
CCC20052.1,PCO10013.7,2
CCC20052.1,ISL10071.4,2
CCC20052.1,GEK40096.4,2
CCC20052.1,GEK20022.1,2
HMM20027.1,GEK10045.1,4
HMM20027.1,GEK10095.1,2
HMM20027.1,HMM20017.1,8
HMM20027.1,ISL10073.3,2
HMM20027.1,GEK10097.2,6
HMM20027.1,GEK20016.2,2
HMM20027.1,GEK10061.2,2
HMM20027.1,GEK30045.1,2
ISL30076.1,GEK20045.9,2
ISL30076.1,GEK10030.1,1
ISL30076.1,ISL10073.2,2
ISL30076.1,GEK10059.1,2
PCO10057.5,GEK10036.1,1
GEK20045.9,GEK10070.1,10
GEK20045.9,GEK10097.2,4
GEK20045.9,GEK10061.2,4
GEK20045.9,GEK10017.2,2
GEK20045.9,GEK10095.1,8
ISL10074.1,GEK10058.1,2
ISL10011.1,GEK20053.2,1
ISL10011.1,GEK10041.2,1
ISL10011.1,GEK10095.1,1
ISL10011.1,GEK10070.1,1
ISL10011.1,GEK20045.12,1
ISL10011.1,GEK30045.1,1
MEC30052.1,MEC20054.1,2
MEC30052.1,MEC20005.4,2
ISL20076.2,GEK10070.1,2
ISL20076.2,GEK20045.12,4
ISL20076.2,GEK10041.2,2
ISL20076.2,GEK10095.1,2
ISL10076.4,GEK10058.2,2
ISL10076.4,ISL10071.4,2
ISL10076.5,GEE40097.2,2
ISL10076.5,GEK10096.2,2
ISL10076.5,GEK20038.1,1
ISL10076.3,GEK10070.1,4
ISL10076.3,GEK20045.12,14
ISL10076.3,GEK10045.1,2
ISL10076.3,GEK10095.1,4
GMP20009.2,GEK10061.2,2
GMP20009.1,GMP20002.1,2
