year,semester,subjectCode,num_x,time,classroom,capacity,student_count,time_conv,course,random.ID,num_y
2013,1,ENG20021,1,"M5,Th5",NMH 410A,30,14,"[5, 41]",ENG20021.1,76k03kMl,1
2013,1,ENG20021,1,"M5,Th5",NMH 410A,30,14,"[5, 41]",ENG20021.1,Izv06Xcn,1
2013,1,ENG20021,1,"M5,Th5",NMH 410A,30,14,"[5, 41]",ENG20021.1,InTR4NOO,1
2013,1,ENG20021,1,"M5,Th5",NMH 410A,30,14,"[5, 41]",ENG20021.1,zHZbAVyO,1
2013,1,ENG20021,1,"M5,Th5",NMH 410A,30,14,"[5, 41]",ENG20021.1,7xDNA2B6,1
2013,1,ENG20021,1,"M5,Th5",NMH 410A,30,14,"[5, 41]",ENG20021.1,ztC7wN3H,1
2013,1,ENG20021,1,"M5,Th5",NMH 410A,30,14,"[5, 41]",ENG20021.1,fTKiBttm,1
2013,1,ENG20021,1,"M5,Th5",NMH 410A,30,14,"[5, 41]",ENG20021.1,JNyLWQU1,1
2013,1,GEK10000,2,"M3,M4,Th3,Th4",OH 403,20,41,"[3, 4, 39, 40]",GEK10000.2,UJxd7QuT,2
2013,1,GEK10000,2,"M3,M4,Th3,Th4",OH 403,20,41,"[3, 4, 39, 40]",GEK10000.2,hoePxFbk,2
2013,1,GEK10000,2,"M3,M4,Th3,Th4",OH 403,20,41,"[3, 4, 39, 40]",GEK10000.2,NanICVAG,2
2013,1,GEK10000,2,"M3,M4,Th3,Th4",OH 403,20,41,"[3, 4, 39, 40]",GEK10000.2,favnPo6O,2
2013,1,GEK10000,2,"M3,M4,Th3,Th4",OH 403,20,41,"[3, 4, 39, 40]",GEK10000.2,w3J034g5,2
2013,1,GEK10000,2,"M3,M4,Th3,Th4",OH 403,20,41,"[3, 4, 39, 40]",GEK10000.2,zm29XI7G,2
2013,1,GEK10000,2,"M3,M4,Th3,Th4",OH 403,20,41,"[3, 4, 39, 40]",GEK10000.2,0IL7XMT3,2
2013,1,GEK10000,2,"M3,M4,Th3,Th4",OH 403,20,41,"[3, 4, 39, 40]",GEK10000.2,kKkg2zlC,2
2013,1,GEK10000,2,"M3,M4,Th3,Th4",OH 403,20,41,"[3, 4, 39, 40]",GEK10000.2,Guinsma0,2
