년도,semester,학과명,과목코드,과목명,분반,주야,이수구분명,교수성명,학점,수강정원,개설여부,강의실명,수강인원,수업시간,성적평가방식구분,영의강의여부,학년,코드쉐어링과목코드,코드쉐어링분반,코드쉐어링되어진과목,코드쉐어링수강여부,비고,개설세부,인정영역구분,인정영역구분명
2013,1,경영경제학부,GMP30001,Organizational Behavior,1,주간,전공선택,Scott C. Lincoln,3,5,Y,NMH 405,5,"월1,목1",일반과목,Y,3,MEC20059,1,C,N,,,,
2013,1,경영경제학부,GMP30001,Organizational Behavior,2,주간,전공선택,Scott C. Lincoln,3,5,Y,NMH 405,7,"월2,목2",일반과목,Y,3,MEC20059,2,C,N,,,,
2013,1,경영경제학부,GMP30002,Financial Management,2,주간,전공선택,지범하,3,5,Y,NMH 110,1,"월1,목1",일반과목,Y,3,MEC20058,2,C,N,,,,
2013,1,경영경제학부,GMP30004,International Business,1,주간,전공선택,Abraham Lee,3,5,Y,NMH 105,6,"월3,목3",일반과목,Y,3,MEC40055,1,C,N,,,,
2013,1,경영경제학부,GMP30005,Game theory with Business Applications,1,주간,전공선택,김재홍,3,5,Y,NMH 103A,1,"월3,목3",일반과목,Y,3,MEC30010,1,C,N,,,,
2013,1,경영경제학부,GMP40005,International Economics,1,주간,전공선택,안진원,3,5,Y,NMH 107,5,"월4,목4",일반과목,Y,4,MEC30003,1,C,N,,,,
2013,1,경영경제학부,GMP40012,Production and Operations Management,1,주간,전공선택,김대식,3,5,Y,HDH 418B,10,"월5,목5",일반과목,Y,4,MEC30058,1,C,N,,,,
2013,1,경영경제학부,MEC10001,경제학입문,2,주간,전공선택,김재홍,3,120,Y,OH 405,141,"월6,목6",일반과목,N,1,,,,N,,,W18,전공기초
2013,1,경영경제학부,MEC10002,경영학입문,1,주간,전공선택,강성준,3,80,Y,NMH 106,97,"월3,목3",일반과목,N,1,,,,N,,,W18,전공기초
2013,1,경영경제학부,MEC10002,경영학입문,3,주간,전공선택,Abraham Lee,3,70,Y,NMH 106,59,"월2,목2",일반과목,Y,1,MEC10002,3,D,N,,,W18,전공기초
2013,1,경영경제학부,MEC10002,경영학입문,4,주간,전공선택,Abraham Lee,3,70,Y,NMH 105,61,"월6,목6",일반과목,Y,1,MEC10002,4,D,N,,,W18,전공기초
2013,1,경영경제학부,MEC20001,미시경제학,1,주간,전공선택,김재홍,3,45,Y,NMH 103A,48,"월5,목5",일반과목,Y,2,MEC20001,1,D,N,,,,
2013,1,경영경제학부,MEC20002,거시경제학,1,주간,전공선택,안진원,3,40,Y,NMH 110,38,"월3,목3",일반과목,Y,2,,,,N,,,,
2013,1,경영경제학부,MEC20002,거시경제학,2,주간,전공선택,이경우,3,40,Y,NMH 410A,47,"월1,목1",일반과목,Y,2,,,,N,,,,
2013,1,경영경제학부,MEC20003,경영경제수학,2,주간,전공선택,이경우,3,40,Y,NMH 106,45,"월5,목5",일반과목,Y,2,,,,N,,,,
2013,1,경영경제학부,MEC20005,경영경제통계,3,주간,전공선택,양오석,3,40,Y,NMH 106,28,"월4,목4",일반과목,N,2,,,,N,,,,
2013,1,경영경제학부,MEC20005,경영경제통계,4,주간,전공선택,양오석,3,40,Y,NTH 115,30,"월5,목5",일반과목,N,2,,,,N,,,,
2013,1,경영경제학부,MEC20051,경영정보시스템론,1,주간,전공선택,조대연,3,40,Y,NMH 107,34,"월1,목1",일반과목,N,2,,,,N,,,,
2013,1,경영경제학부,MEC20055,회계실무,3,주간,전공선택,라채원,3,35,Y,NMH 106,35,"월1,목1",일반과목,Y,2,MEC20055,3,D,N,,,,
2013,1,경영경제학부,MEC20055,회계실무,4,주간,전공선택,성현모,3,40,Y,NMH 105,56,"월4,목4",일반과목,N,2,,,,N,,,,
2013,1,경영경제학부,MEC20057,경영IT실무,1,주간,전공선택,김대식,3,30,Y,NMH 102B,20,"월7,월8",일반과목,N,2,,,,N,,,,
2013,1,경영경제학부,MEC20058,재무관리론,2,주간,전공선택,지범하,3,35,Y,NMH 110,13,"월1,목1",일반과목,Y,2,MEC20058,2,D,N,,,,
2013,1,경영경제학부,MEC20059,조직행위론,1,주간,전공선택,Scott C. Lincoln,3,35,Y,NMH 405,12,"월1,목1",일반과목,Y,3,MEC20059,1,D,N,,,,
2013,1,경영경제학부,MEC20059,조직행위론,2,주간,전공선택,Scott C. Lincoln,3,35,Y,NMH 405,28,"월2,목2",일반과목,Y,3,MEC20059,2,D,N,,,,
2013,1,경영경제학부,MEC20059,조직행위론,3,주간,전공선택,이유진,3,40,Y,NMH 309,39,"월5,목5",일반과목,N,3,,,,N,,,,
2013,1,경영경제학부,MEC30003,국제경제학,1,주간,전공선택,안진원,3,35,Y,NMH 107,35,"월4,목4",일반과목,Y,2,MEC30003,1,D,N,,,,
2013,1,경영경제학부,MEC30005,노동경제학,1,주간,전공선택,이종철,3,40,Y,NMH 107,48,"월6,목6",일반과목,Y,3,,,,N,,,,
2013,1,경영경제학부,MEC30006,계량경제학,1,주간,전공선택,이경우,3,40,Y,NMH 103A,24,"월2,목2",일반과목,Y,3,,,,N,,,,
2013,1,경영경제학부,MEC30010,게임및정보이론,1,주간,전공선택,김재홍,3,35,Y,NMH 103A,27,"월3,목3",일반과목,Y,3,MEC30010,1,D,N,,,,
2013,1,경영경제학부,MEC30012,고급미시경제학,1,주간,전공선택,강사웅,3,40,Y,NMH 110,14,"월5,목5",일반과목,Y,3,,,,N,,,,
2013,1,경영경제학부,MEC30052,경영전략 및 사례,1,주간,전공선택,조대연,3,40,Y,NMH 107,33,"월2,목2",일반과목,N,3,,,,N,,,,
2013,1,경영경제학부,MEC30057,고급회계,1,주간,전공선택,라채원,3,40,Y,NMH 309,15,"월6,목6",일반과목,Y,3,,,,N,,1,,
2013,1,경영경제학부,MEC30058,생산관리론,1,주간,전공선택,김대식,3,35,Y,HDH 418B,39,"월5,목5",일반과목,Y,3,MEC30058,1,D,N,,,,
2013,1,경영경제학부,MEC30066,원가관리회계,1,주간,전공선택,김대식,3,40,Y,NMH 110,25,"월2,목2",일반과목,N,3,,,,N,,,,
2013,1,경영경제학부,MEC30068,중급재무회계1,2,주간,전공선택,라채원,3,40,Y,NMH 410B,45,"월2,목2",일반과목,N,3,,,,N,,,,
2013,1,경영경제학부,MEC30074,인사관리론,1,주간,전공선택,이유진,3,40,Y,NMH 410B,36,"월3,목3",일반과목,Y,3,,,,N,,,,
2013,1,경영경제학부,MEC30075,투자론,1,주간,전공선택,강성준,3,40,Y,NMH 103A,24,"월6,목6",일반과목,N,3,,,,N,,,,
2013,1,경영경제학부,MEC40006,기독교정신과 경제문제,1,주간,전공선택,이종철,3,40,Y,NMH 107,39,"월3,목3",일반과목,N,4,,,,N,,,,
2013,1,경영경제학부,MEC40010,글로벌 경제 세미나,1,주간,전공선택,강사웅,3,40,Y,NMH 110,22,"월6,목6",일반과목,N,4,,,,N,,,,
2013,1,경영경제학부,MEC40055,국제경영학,1,주간,전공선택,Abraham Lee,3,35,Y,NMH 105,15,"월3,목3",일반과목,Y,4,MEC40055,1,D,N,,,,
2013,1,경영경제학부,MEC40061,프로젝트관리론,1,주간,전공선택,조대연,3,40,Y,NMH 103A,18,"월4,목4",일반과목,N,4,,,,N,,,,
2013,1,경영경제학부,MEC40079,기독 경영윤리,1,주간,전공선택,지범하,3,40,Y,NMH 107,39,"월5,목5",일반과목,N,4,,,,N,,,,
2013,1,법학부,LAW10004,법학입문,1,주간,교양선택,송인호외 1명,3,80,Y,ANH 302,80,"월6,목6",일반과목,N,1,,,,N,,,W18,전공기초
2013,1,법학부,LAW30034,행정법,1,주간,전공선택,송인호,3,30,Y,ANH 304,35,"월2,목2",일반과목,N,3,,,,N,,,,
2013,1,법학부,LAW30072,기업법1,1,주간,전공선택,송인호,3,40,Y,ANH 302,44,"월3,목3",일반과목,N,3,,,,N,,,,
2013,1,법학부,LAW30074,소송법1,1,주간,전공선택,송인호,3,30,Y,ANH 305,16,"목5,목6",일반과목,N,3,,,,N,,,,
2013,1,법학부,LAW30077,사회법,1,주간,전공선택,임은호,2,40,Y,ANH 304,14,"월4,월5",일반과목,N,3,,,,N,,,,
2013,1,법학부,LAW50005,법학특론,1,주간,전공선택,전재원,3,30,Y,ANH 304,18,"목6,목7",일반과목,N,4,,,,N,,,,
2013,1,법학부,UIL20010,Bill of Rights,1,주간,전공선택,김나래,3,40,Y,NTH 310,28,"월6,목6",일반과목,Y,2,,,,N,,,,
2013,1,법학부,UIL30051,Survey of American Law,1,주간,전공필수,Cordell Schulten,3,50,Y,ANH 305,46,"월2,목2",일반과목,Y,3,,,,N,,,,
2013,1,법학부,UIL40064,Legal Negotiation,1,주간,전공선택,원재천,3,24,Y,ANH 305,16,"월4,월5",일반과목,Y,4,,,,N,,,,
2013,1,상담심리사회복지학부,CSW20001,상담이론과 실제,1,주간,전공선택,황혜리,3,40,Y,HDH 303A,38,"목2,목3",일반과목,N,2,,,,N,,,,
2013,1,상담심리사회복지학부,CSW20002,발달심리학,2,주간,전공선택,차혜명,3,40,Y,NMH 207,39,"목3,목4",일반과목,N,2,,,,N,,,,
2013,1,상담심리사회복지학부,CSW20005,이상심리학,1,주간,전공선택,김혜정,3,40,Y,HDH 318,53,"월2,목2",일반과목,Y,3,,,,,,,,
2013,1,상담심리사회복지학부,CSW20012,성격심리학,1,주간,전공선택,가요한,3,40,Y,OH 405,78,"월2,목2",일반과목,Y,2,,,,N,,,,
2013,1,상담심리사회복지학부,CSW20015,기독교 상담,2,주간,전공선택,Heinz Schoenhoff,3,40,Y,NTH 310,12,"월3,목3",일반과목,Y,4,,,,,,,,
2013,1,상담심리사회복지학부,CSW20016,광고 및 소비자심리학,1,주간,전공선택,김정애,3,40,Y,NTH 213,45,"월5,월6",일반과목,N,2,,,,N,,,,
2013,1,상담심리사회복지학부,CSW20054,인간행동과 사회환경,1,주간,전공선택,전명희,3,40,Y,NMH 106,68,"월6,목6",일반과목,Y,2,,,,N,,,,
2013,1,상담심리사회복지학부,CSW20064,사회문제론,1,주간,전공선택,강병덕,3,40,Y,HDH 320B,46,"월2,목2",일반과목,Y,2,,,,N,,,,
2013,1,상담심리사회복지학부,CSW30006,상담실습1(LAB),1,주간,전공필수,황혜리,3,40,Y,HDH 320A,36,"목5,목6",일반과목,N,4,,,,N,,,,
2013,1,상담심리사회복지학부,CSW30010,산업 및 조직 심리학,1,주간,전공선택,이혜주,3,40,Y,NTH 115,40,"월3,목3",일반과목,Y,3,,,,N,,,,
2013,1,상담심리사회복지학부,CSW30012,아동청소년상담,1,주간,전공선택,윤인,3,40,Y,HDH 303B,33,"월5,월6",일반과목,N,3,,,,N,,,,
2013,1,상담심리사회복지학부,CSW30017,사회심리학,2,주간,전공선택,김정애,3,40,Y,NMH 402,36,"월2,월3",일반과목,N,2,,,,N,,,,
2013,1,상담심리사회복지학부,CSW30018,가족상담,1,주간,전공선택,가요한,3,40,Y,OH 421,47,"월5,목5",일반과목,Y,3,,,,N,,,,
2013,1,상담심리사회복지학부,CSW30018,가족상담,2,주간,전공선택,최승애,3,40,Y,NMH 207,9,"월3,월4",일반과목,N,3,,,,N,,,,
2013,1,상담심리사회복지학부,CSW30026,Research Design and Methods,1,주간,전공선택,이혜주,3,40,Y,NTH 115,28,"월4,목4",일반과목,Y,3,,,,N,,,,
2013,1,상담심리사회복지학부,CSW30055,사회복지실천기술론,1,주간,전공선택,전명희,3,40,Y,HDH 303B,19,"월2,목2",일반과목,N,3,,,,N,,,,
2013,1,상담심리사회복지학부,CSW30056,사회복지정책론,1,주간,전공선택,강병덕,3,40,Y,NMH 207,66,"월5,목5",일반과목,Y,3,,,,N,,,,
2013,1,상담심리사회복지학부,CSW30077,드라마치료,1,주간,전공선택,김세준,3,40,Y,NMH 402,28,"목5,목6",일반과목,N,3,,,,N,,,,
2013,1,상담심리사회복지학부,CSW40010,심리세미나,2,주간,전공선택,Heinz Schoenhoff,3,40,Y,NTH 115,9,"월2,목2",일반과목,Y,4,,,,,,1,,
2013,1,상담심리사회복지학부,CSW40016,사회복지 윤리와 철학,1,주간,전공선택,유장춘,3,40,Y,HDH 320A,21,"월4,목4",일반과목,N,4,,,,N,,,,
2013,1,상담심리사회복지학부,CSW40051,교회사회사업론,1,주간,전공필수,유장춘,3,40,Y,NMH 207,45,"월6,목6",일반과목,N,4,,,,N,,,,
2013,1,상담심리사회복지학부,CSW40054,고급현장실습,2,주간,전공선택,전명희,3,40,Y,HDH 318,1,"목7,목8",성적만P/F나감,N,4,,,,N,,,,
2013,1,상담심리사회복지학부,CSW40054,고급현장실습,3,주간,전공선택,황혜리,3,40,Y,NMH 207,4,"목7,목8",성적만P/F나감,Y,4,,,,,,,,
2013,1,생명과학부,BFT20001,유기화학,1,주간,전공필수,이관희,3,70,Y,NMH 307,65,"월2,목2",일반과목,Y,2,,,,N,,,,
2013,1,생명과학부,BFT20001,유기화학,2,주간,전공필수,이관희,3,70,Y,NMH 307,34,"월1,목1",일반과목,Y,2,,,,,,,,
2013,1,생명과학부,BFT20010,분석화학,1,주간,전공선택,이관희,3,50,Y,NMH 307,13,"월4,목4",일반과목,Y,2,,,,N,,,,
2013,1,생명과학부,BFT30010,단백질분리 및 정제,1,주간,전공필수,현창기,1,50,Y,NMH 307,43,"월8,목8",일반과목,N,3,,,,N,,,,
2013,1,생명과학부,BFT30016,생리학,1,주간,전공선택,서병선외 1명,3,70,Y,NMH 403,56,"월2,목2",일반과목,Y,3,,,,N,,,,
2013,1,생명과학부,BFT30020,식품화학및영양,1,주간,전공선택,도형기외 1명,3,50,Y,NMH 307,27,"월6,목6",일반과목,N,3,,,,N,,,,
2013,1,생명과학부,BFT30027,항생물질학,1,주간,전공선택,곽진환,3,70,Y,NMH 307,45,"월5,목5",일반과목,N,3,,,,N,,,,
2013,1,생명과학부,BFT30055,응용미생물학 실습,1,주간,전공선택,도형기,1,40,Y,NMH 410B,12,"월9,목9",일반과목,N,3,,,,N,,,,
2013,1,생명과학부,BFT40001,면역학,1,주간,전공필수,송성규외 1명,3,70,Y,NMH 307,44,"월3,목3",일반과목,Y,4,,,,N,,,,
2013,1,생명과학부,BFT40005,면역학 실습,1,주간,전공필수,김종배,1,50,Y,NMH 410B,29,"월8,목8",일반과목,N,4,,,,N,,,,
2013,1,생명과학부,BFT40012,유전학,1,주간,전공선택,도명술외 1명,3,60,Y,NMH 310,29,"월4,목4",일반과목,Y,4,,,,N,,,,
2013,1,생명과학부,BFT40014,세포생물학2,1,주간,전공선택,현창기,3,40,Y,NMH 310,17,"월2,목2",일반과목,N,4,,,,N,,,,
2013,1,생명과학부,BFT40051,식품가공학,1,주간,전공선택,신현길외 1명,3,40,Y,NMH 310,5,"월5,목5",일반과목,N,4,,,,N,,1,,
2013,1,전산전자공학부,ECE20010,데이타구조,1,주간,전공선택,김호준,3,40,Y,NTH 311,40,"월4,목4",일반과목,N,2,,,,N,,,,
2013,1,전산전자공학부,ECE20010,데이타구조,2,주간,전공선택,김호준,3,40,Y,NTH 311,38,"월5,목5",일반과목,N,2,,,,N,,,,
2013,1,전산전자공학부,ECE20016,자바프로그래밍언어,2,주간,전공선택,김기석,3,50,Y,OH 402,72,"월6,목6",일반과목,N,2,,,,N,,,,
2013,1,전산전자공학부,ECE20051,회로이론 1,1,주간,전공선택,박영춘,3,80,Y,OH 305,50,"월2,목2",일반과목,Y,2,,,,N,,,,
2013,1,전산전자공학부,ECE20057,논리설계,1,주간,전공선택,한윤식,3,45,Y,NTH 412,39,"월3,목3",일반과목,N,2,,,,N,,,,
2013,1,전산전자공학부,ECE20060,기초전자회로실험,1,주간,전공선택,한윤식,2,20,Y,NTH 417,8,"월6,월7",일반과목,N,2,,,,N,,1,,
2013,1,전산전자공학부,ECE20060,기초전자회로실험,2,주간,전공선택,이종원,2,30,Y,NTH 417,20,"목6,목7",일반과목,N,2,,,,N,,,,
2013,1,전산전자공학부,ECE30011,알고리듬분석,1,주간,전공선택,용환기,3,50,Y,OH 401,43,"월6,목6",일반과목,N,3,,,,N,,,,
2013,1,전산전자공학부,ECE30012,객체지향 설계패턴,1,주간,전공선택,김기석,3,40,Y,OH 402,39,"월2,목2",일반과목,N,3,,,,N,,,,
2013,1,전산전자공학부,ECE30012,객체지향 설계패턴,2,주간,전공선택,김기석,3,1,Y,OH 401,28,"월4,목4",일반과목,N,3,,,,,,,,
2013,1,전산전자공학부,ECE30021,운영체제,1,주간,전공선택,김호준,3,8,Y,OH 305,54,"월3,목3",일반과목,N,3,,,,N,,,,
2013,1,전산전자공학부,ECE30063,반도체소자,1,주간,전공선택,박영춘,3,40,Y,NTH 311,21,"월3,목3",일반과목,N,3,,,,N,,,,
2013,1,전산전자공학부,ECE30075,임베디드프로세서응용,1,주간,전공선택,이종원,3,35,Y,NTH 413,18,"월4,월5,목4,목5",일반과목,N,3,,,,N,,,,
2013,1,전산전자공학부,ECE40081,디지털통신,1,주간,전공선택,이준용,3,40,Y,NTH 310,19,"월5,목5",일반과목,N,4,,,,N,,,,
2013,1,전산전자공학부,ECE40084,디지털신호처리 입문,1,주간,전공선택,조윤석,3,30,Y,NTH 311,26,"월2,목2",일반과목,N,4,,,,N,,,,
2013,1,전산전자공학부,ITP20003,Java Programming,1,주간,전공선택,김인중,3,40,Y,NTH 313,61,"월4,목4",일반과목,Y,2,,,,N,,,,
2013,1,전산전자공학부,ITP30005,Algorithms Analysis,1,주간,전공선택,용환기,3,50,Y,OH 401,49,"월5,목5",일반과목,Y,3,,,,N,,,,
2013,1,전산전자공학부,ITP40003,Computer Graphics,1,주간,전공선택,이건,3,40,Y,NTH 310,17,"월4,목4",일반과목,Y,4,,,,N,,,,
2013,1,산업정보디자인학부,IID10004,드로잉기초 1,1,주간,교양선택,양봄,3,25,Y,NMH 206B,25,"목2,목3",일반과목,Y,1,,,,N,,,W18,전공기초
2013,1,산업정보디자인학부,IID10004,드로잉기초 1,2,주간,교양선택,양봄,3,25,Y,NMH 206B,25,"목5,목6",일반과목,Y,1,,,,N,,,W18,전공기초
2013,1,산업정보디자인학부,IID10005,드로잉기초 2,1,주간,교양선택,김공웅,3,25,Y,NMH 204,24,"목2,목3",일반과목,N,1,,,,N,,,W18,전공기초
2013,1,산업정보디자인학부,IID20006,시각디자인기초,3,주간,전공필수,남상미,3,30,Y,NMH 206B,31,"목7,목8",일반과목,Y,2,,,,,,,,
2013,1,산업정보디자인학부,IID20013,Typography Design 1,3,주간,전공필수,이재선,3,25,Y,NMH 202,28,"목2,목3",일반과목,Y,2,,,,N,,,,
2013,1,산업정보디자인학부,IID20016,아이디어 발상법,1,주간,전공필수,조원철,3,30,Y,NMH 202,29,"목6,목7",일반과목,N,2,,,,N,,,,
2013,1,산업정보디자인학부,IID20016,아이디어 발상법,2,주간,전공필수,이고은,3,30,Y,NMH 204,30,"목6,목7",일반과목,N,2,,,,N,,,,
2013,1,산업정보디자인학부,IID20055,Computer Graphic Design 1,3,주간,전공필수,이주현,3,1,Y,HDH 402,28,"목4,목5",일반과목,Y,2,,,,,,,,
2013,1,산업정보디자인학부,IID20061,제품디자인기초1,1,주간,전공필수,김승준,3,30,Y,NMH 206B,33,"월5,월6",일반과목,Y,2,,,,N,,,,
2013,1,산업정보디자인학부,IID20061,제품디자인기초1,2,주간,전공필수,조원철,3,30,Y,NMH 206B,33,"월2,월3",일반과목,N,2,,,,N,,,,
2013,1,산업정보디자인학부,IID30003,Graphic Design1,1,주간,전공선택,이진구,3,30,Y,NMH 202,30,"월2,월3",일반과목,N,3,,,,N,,,,
2013,1,산업정보디자인학부,IID30003,Graphic Design1,2,주간,전공선택,이진구,3,30,Y,NMH 202,33,"월5,월6",일반과목,N,3,,,,N,,,,
2013,1,산업정보디자인학부,IID30011,Digital Motion Graphic Design1,2,주간,전공선택,김성혜,3,25,Y,NMH 205B,33,"목2,목3",일반과목,N,3,,,,N,,,,
2013,1,산업정보디자인학부,IID30018,디자인세미나1,1,주간,전공선택,김성혜,1,50,Y,OH 305,58,목5,성적만P/F나감,N,3,,,,N,,,,
2013,1,산업정보디자인학부,IID30067,3D Modeling Design,2,주간,전공선택,강대근,3,25,Y,NMH 205B,11,"월5,월6",일반과목,N,3,,,,N,,,,
2013,1,산업정보디자인학부,IID30071,Design Studio 1,1,주간,전공선택,김승준,3,30,Y,NMH 204,20,"월2,월3",일반과목,Y,3,,,,N,,,,
2013,1,산업정보디자인학부,IID40057,디자인 포트폴리오 & Presentation,1,주간,전공필수,최인욱,1,30,Y,NMH 205B,29,월9,성적만P/F나감,N,4,,,,N,제품,,,
2013,1,산업정보디자인학부,IID40057,디자인 포트폴리오 & Presentation,2,주간,전공필수,김공웅,1,30,Y,NMH 208,17,목5,성적만P/F나감,N,4,,,,N,시각,,,
2013,1,산업정보디자인학부,IID40057,디자인 포트폴리오 & Presentation,3,주간,전공필수,김공웅,1,30,Y,NMH 208,22,목6,성적만P/F나감,N,4,,,,N,시각,,,
2013,1,산업정보디자인학부,IID40066,캡스톤디자인1(시각-온라인),1,주간,전공선택,김성혜,2,30,Y,NMH 208,19,"월2,월3",일반과목,N,4,,,,N,,,,
2013,1,산업정보디자인학부,IID40070,Capstone Design 1(제품 및 서비스디자인),1,주간,전공선택,조원철외 1명,3,30,Y,NMH 208,30,"목2,목3",일반과목,N,4,,,,N,,,,
2013,1,산업정보디자인학부,IID40071,제품 및 서비스 디자인 기획,1,주간,전공선택,조원철외 1명,3,30,Y,NMH 208,30,"월5,월6",일반과목,N,4,,,,N,,,,
2013,1,기계제어공학부,HMM20011,기전공학수학,1,주간,전공필수,이재영,3,60,Y,NTH 313,79,"월6,목6",일반과목,N,2,,,,N,,,,
2013,1,기계제어공학부,HMM20031,열역학,1,주간,전공필수,김영인,3,80,Y,ANH 302,67,"월1,목1",일반과목,N,2,,,,N,,,,
2013,1,기계제어공학부,HMM30012,자동제어,1,주간,전공필수,제양규,3,80,Y,NTH 313,97,"월2,목2",일반과목,N,2,,,,N,,,,
2013,1,기계제어공학부,HMM30032,열전달,1,주간,전공선택,김영인,3,70,Y,ANH 302,67,"월2,목2",일반과목,Y,3,,,,N,,,,
2013,1,기계제어공학부,HMM30053,MEMS,1,주간,전공선택,이재영,3,40,Y,ANH 302,50,"월4,목4",일반과목,N,3,,,,N,,,,
2013,1,기계제어공학부,HMM30055,계측공학,1,주간,전공선택,김재효,3,40,Y,OH 402,51,"월3,수7,수8",일반과목,Y,3,,,,N,,,,
2013,1,기계제어공학부,HMM40043,기계진동학,1,주간,전공선택,제양규,3,60,Y,ANH 305,35,"월3,목3",일반과목,N,4,,,,N,,,,
2013,1,기계제어공학부,HMM40052,신호 및 시스템,1,주간,전공필수,나원상,3,40,Y,NTH 214,38,"월5,목5",일반과목,N,4,,,,N,,,,
2013,1,공간환경시스템공학부,CUE20002,재료역학,1,주간,전공선택,이처경,3,30,Y,NTH 212,26,"월5,목5",일반과목,Y,2,,,,N,,,,
2013,1,공간환경시스템공학부,CUE20003,제도 및 CAD 실습,2,주간,전공선택,김종천외 1명,3,20,Y,NTH 215,7,"목5,목6,목7",일반과목,Y,2,,,,N,,1,,
2013,1,공간환경시스템공학부,CUE20005,건축학입문,1,주간,전공선택,김학철,3,40,Y,NTH 212,36,"월4,화4",일반과목,Y,2,,,,N,,,,
2013,1,공간환경시스템공학부,CUE20051,유체역학,1,주간,전공선택,안경모,3,30,Y,NTH 212,11,"월2,목2",일반과목,Y,2,,,,N,,,,
2013,1,공간환경시스템공학부,CUE20052,국제개발계획,1,주간,전공선택,구자문,3,50,Y,NTH 313,45,"월1,목1",일반과목,N,2,,,,N,,,,
2013,1,공간환경시스템공학부,CUE30007,건축설계2,1,주간,전공선택,김학철,4,15,Y,NTH 211,10,"월5,월6,월7,월8",일반과목,Y,3,,,,N,,1,,
2013,1,공간환경시스템공학부,CUE30030,공간수치해석,1,주간,전공선택,이처경,3,30,Y,NTH 209A,10,"월2,목2",일반과목,Y,3,,,,N,,,,
2013,1,공간환경시스템공학부,CUE30051,토지이용계획 및 개발,1,주간,전공선택,구자문,3,50,Y,NTH 213,26,"월2,목2",일반과목,Y,3,,,,N,,,,
2013,1,공간환경시스템공학부,CUE30052,환경공학 1,1,주간,전공선택,안경모외 1명,3,30,Y,NTH 209A,5,"월4,목4",일반과목,Y,3,,,,N,,1,,
2013,1,공간환경시스템공학부,CUE30059,공학설계방법론,1,주간,전공선택,안경모,3,30,Y,NTH 212,6,"월6,목6",일반과목,N,3,,,,N,,1,,
2013,1,공간환경시스템공학부,CUE30062,도시계획 및 설계실습,1,주간,전공선택,김주일,4,20,Y,NTH 215,13,"월5,월6,월7",일반과목,Y,3,,,,N,,,,
2013,1,공간환경시스템공학부,CUE40003,건축설계3,1,주간,전공선택,알버트 두순 김,6,15,Y,NTH 220,14,"목5,목6,목7,목8",일반과목,Y,4,,,,N,,,,
2013,1,산업교육학부,SIE10004,사회복지학개론,1,야간,전공필수,유장춘,3,25,Y,HDH 303A,11,"목8,목9,목10",일반과목,N,1,,,,,,,,
2013,1,산업교육학부,SIE10006,영문법기초,1,야간,전공선택,김은지,3,25,Y,HDH 303B,8,"목8,목9,목10",일반과목,N,1,,,,,,,,
2013,1,산업교육학부,SIE10024,중급영회화,1,야간,전공선택,Jeanine K. Bendezu,3,25,Y,GLC 202,6,"월8,월9,월10",일반과목,Y,1,,,,,,,,
2013,1,산업교육학부,SIE10026,중급영작문,1,야간,전공선택,GeorgeVanBruggen,3,25,Y,GLC 202,11,"목8,목9,목10",일반과목,Y,1,,,,,,,,
2013,1,산업교육학부,SIE20007,사회복지조사론,1,야간,전공필수,이원준,3,25,Y,HDH 320B,7,"월8,월9,월10",일반과목,N,2,,,,,,,,
2013,1,산업교육학부,SIE20008,노인복지론,1,야간,전공선택,조경래,3,25,Y,HDH 320A,18,"월8,월9,월10",일반과목,N,2,,,,,,,,
2013,1,산업교육학부,SIE20052,환경과 인간,1,야간,교양선택,도형기,3,25,Y,NMH 310,7,"월8,월9,월10",일반과목,N,2,,,,,,,X04,야간-교양
2013,1,산업교육학부,SIE30002,영미문학의 이해,1,야간,전공선택,장상준,3,25,Y,HDH 320A,3,"목8,목9,목10",일반과목,N,2,,,,,,,,
2013,1,산업교육학부,SIE30040,기초통역연습,1,야간,전공선택,김은지,3,25,Y,HDH 303A,4,"월8,월9,월10",일반과목,N,3,,,,,,,,
2013,1,산업교육학부,SIE40013,현대사회와 여성,1,야간,교양선택,김한나,3,0,Y,HDH 320B,10,"목8,목9,목10",일반과목,N,3,,,,,,,X04,야간-교양
2013,1,산업교육학부,SIE40014,정치와 사회,1,야간,교양선택,도묘연,3,25,Y,HDH 323C,5,"월8,월9,월10",일반과목,N,3,,,,,,,X04,야간-교양
2013,1,산업교육학부,SIE40061,사회복지현장실습,1,야간,전공필수,유장춘,3,25,Y,HDH 320B,18,"월11,목11,토3",성적만P/F나감,N,4,,,,,,,,
