Source course,Dest course,Count
GEK10062.1,GCS10058.2,2
GEK10062.1,GEK10042.1,8
GEK10062.1,GCS10053.6,2
GEK10062.1,GCS10003.2,6
GEK10062.2,GCS10061.1,2
GEK10062.2,GCS10004.3,2
GEK20062.1,GCS10003.4,4
GEK10059.2,GCS10003.5,4
GEK10059.2,GCS10007.4,2
GEK10059.1,GCS10007.1,2
GEK10059.1,GCS10034.1,6
GEK10059.1,GCS10003.3,2
GEK10059.1,GEK10020.1,2
GEK10060.1,GCS10007.4,2
GEK10057.1,GCS10007.1,2
GEK10057.1,GCS10053.8,2
GEK10057.1,GCS20001.5,2
GEK10065.1,GCS10052.4,2
GEK10065.1,GCS10007.2,2
GEK10065.1,GCS10058.1,2
GEK10065.1,GCS10004.1,2
GEK10057.3,GEK10041.1,8
GEK10057.3,GCS10053.6,2
GEK10057.3,GCS10040.2,2
GEK10057.3,GCS10003.2,4
CUE10003.1,GEK20065.2,4
CUE10003.1,GEK30014.3,2
CUE10003.1,GEK20062.1,4
CUE10003.1,GCS10003.3,4
CUE10003.1,GEK20058.2,2
ECE30085.1,GCS10033.4,2
ECE30085.1,GEK10022.1,2
ECE30085.1,MEC20006.1,2
GEK20053.1,GCS10038.3,2
GEK20053.1,GCS10053.8,2
GEK20053.1,GEK10097.1,4
GEK20053.1,GEK20044.1,1
GEK20053.1,GEK10020.1,2
MEC20001.1,GEK10041.1,2
MEC20001.1,GEK20060.1,2
MEC20001.1,ISE10052.1,2
MEC20001.1,GEK10098.2,2
MEC20001.1,MEC10002.3,2
ECE10020.2,GEK20062.3,4
CCC40075.1,CCC20085.1,1
CCC40075.1,GEK10099.1,1
GEK20011.2,GCS10053.2,2
GEK20011.2,GCS10052.2,2
GEK20011.2,GEK10053.1,2
HMM10091.1,GCS10003.5,1
HMM10091.1,GCS10053.2,1
HMM10091.1,GEK10096.2,7
HMM10091.1,GCS10007.4,2
HMM10091.1,GEK10053.1,7
GCS10053.8,GCS10003.4,6
HMM10091.2,GEK20059.3,1
HMM10091.2,GCS10004.2,1
HMM10091.2,GCS10058.2,1
HMM20052.1,GEK20062.3,4
ISE40079.1,ISE10002.1,2
ISE40079.1,ISE20042.1,2
ISE40079.1,GCS20002.8,2
BFT30007.1,GEK30014.1,2
BFT30007.1,MEC20006.1,2
GCS10053.2,GCS10004.4,2
GCS10053.3,GCS10003.3,2
GCS10053.1,GCS10004.2,2
GCS10053.1,GCS10003.2,2
GCS10053.7,GCS10034.1,2
GCS10053.7,GCS10003.3,2
GCS10053.4,GCS10004.1,2
GCS10053.5,GCS10007.3,2
GCS10053.5,GCS10010.2,2
GCS10053.5,GCS10003.2,2
GEK10095.2,GCS10034.1,4
GEK10095.2,GEK10040.2,1
GEK10095.2,GEK10021.1,2
GEK10095.2,GEK10029.1,2
GEK10095.2,GEK10020.1,4
GEK10095.2,GCS10038.3,2
GEK10095.2,GCS10053.8,2
GEK10095.2,GCS10007.1,8
GEK10095.2,GCS10003.3,4
CSW40010.2,CSW20016.1,2
GCS10061.1,GCS10004.4,6
GEK20058.1,GEK10041.1,14
GEK20058.1,GEK10062.2,6
GEK20058.1,GEK10035.1,2
GEK20058.1,GCS10052.1,2
GEK20058.1,GEK10070.1,2
GEK20058.1,GEK10060.1,2
GEK20058.1,GEK10042.1,6
GEK20058.1,GCS10010.2,6
GEK20058.1,GCS10003.2,4
GEK20058.2,GCS10003.4,2
GEK20058.2,GEK10041.2,8
GEK20042.1,GEK10041.1,2
GEK20042.1,GCS10053.6,2
GEK20042.1,GCS10004.2,2
ISE20056.1,CCE20003.1,2
ISE20056.1,GCS10019.1,2
ISE20056.1,ISE10051.1,6
ISE20056.1,GEK10039.1,2
ISE20056.1,ISE20052.1,2
ISE20056.1,GEK20016.1,2
GMP20003.1,GCS20001.2,2
GMP20003.1,ISE10052.1,2
GMP10001.1,GCS10004.3,2
GMP10001.1,GCS10042.1,1
GCS10041.1,GCS10007.3,1
ECE20053.1,GEK10053.1,4
GEK10039.1,GCS10007.3,2
GEK10039.1,GEK10035.1,2
GEA20009.1,GCS20001.1,1
GEA20009.1,GCS10053.5,1
GEA20009.1,GCS10004.1,1
IID30087.1,GCS10042.1,1
GCS10004.3,GCS10003.6,2
BFT20013.1,BFT20012.1,18
BFT20005.1,GEK20053.1,2
BFT20005.1,GEK10059.1,2
BFT20005.1,GCS20001.7,2
ISE20052.1,GCS10010.2,2
ISE20052.1,GCS10003.2,2
MEC40011.1,GCS20006.1,2
MEC40011.1,GEK10082.1,4
MEC40011.1,MEC30010.1,1
UIL40092.1,GMP10001.1,2
UIL40092.1,GCS10059.1,2
UIL40092.1,GEK20065.3,4
UIL40092.1,GMP20004.1,2
MEC20055.1,GEK10041.1,4
MEC20055.1,GEK10035.1,2
MEC20055.1,MEC10002.3,2
MEC20055.1,CCC20094.1,6
MEC20055.1,GEK10059.2,2
MEC20055.1,MEC20002.1,2
MEC20055.1,GEK20065.3,2
MEC20055.1,GEK10042.1,4
MEC20055.1,ISE10052.1,4
MEC20055.1,GCS10010.2,2
MEC20055.1,GCS10053.6,4
GEK30022.1,GEK20062.3,2
GEK10089.1,GEK10041.2,1
ECE30086.1,GCS20001.2,2
ECE30086.1,ECE30076.1,6
ECE30086.1,GEK10042.1,2
MEC30066.2,GCS10007.1,2
MEC30066.2,MEC20058.1,12
CUE30010.1,MEC10001.1,2
CUE30010.1,GEK10095.2,2
CUE30010.1,GCS20002.10,2
CUE30010.1,CUE30007.1,2
CUE30010.1,GEK10089.1,1
CUE30010.1,GEK10022.1,2
UIL40017.1,ISE20052.1,2
MEC20006.1,GCS10038.3,2
MEC20006.1,GEK20062.1,2
MEC20006.1,GEK10097.1,4
MEC20006.1,GEK20058.2,2
ISE10052.1,GCS10052.2,4
ISE10052.1,GCS10037.2,2
ISE10052.1,GEK20011.3,2
ISE10052.1,GCS10053.2,2
ISE10052.1,GEA20011.1,2
ISE10052.1,GCS10003.5,2
ISE10052.1,GEK20060.2,14
ISE10052.1,GCS10007.4,2
CSW30009.2,GEK10021.1,1
CSW30009.2,CSW20002.3,1
CSW30009.2,GEK20062.1,1
CSW30009.1,CSW20055.1,2
CSW30009.1,CSW20002.3,2
MEC20051.2,ISE30094.1,2
MEC20051.1,GCS10002.1,2
CSW30055.1,GEK10041.1,2
CSW30055.1,GCS20001.2,2
CSW30055.1,GEK10035.1,2
CSW30055.1,GEK10059.2,4
CSW30055.1,ISE20039.1,2
CSW30055.1,ISE10052.1,6
CSW30055.1,GCS10053.6,2
CSW30055.1,GEK10098.2,2
CSW30055.1,GCS10003.2,2
MEC30068.1,GCS10053.5,2
ISE10051.1,GEK10041.1,18
ISE10051.1,GCS10052.1,2
ISE10051.1,GEK10070.1,6
ISE10051.1,GEK10059.2,2
ISE10051.1,GEK20059.3,2
ISE10051.1,GCS10004.2,4
ISE10051.1,GCS10058.2,2
ISE10051.1,GEK20065.3,2
ISE10051.1,GEK10042.1,8
ISE10051.1,GEK20060.1,2
ISE10051.1,GCS10007.3,4
ISE10051.1,GEK20011.2,2
ISE10051.1,GEK10098.2,2
ISE10051.1,GCS10003.2,4
ECE20013.1,GEK10041.1,4
ECE20013.1,GEK10062.2,2
ECE20013.1,MEC30007.1,2
ECE20013.1,GEK10070.1,2
ECE20013.1,GEK20059.3,2
ECE20013.1,GCS10004.2,2
ECE20013.1,ECE10002.2,4
ECE20013.1,GCS10058.2,2
ECE20013.1,GEK20060.1,2
ECE20013.1,GCS10010.2,2
ECE20013.1,BFT30024.1,2
ECE20013.1,GCS10003.2,2
MEC20002.2,GMP20004.1,2
MEC20002.2,GEK10070.1,4
MEC20002.2,GEK10042.1,2
MEC20002.2,MEC10002.3,2
MEC20002.2,ISE20039.1,2
MEC20002.2,ISE10052.1,2
MEC10002.2,ISE10051.1,2
MEC10002.2,GCS10058.1,2
MEC10002.2,GEK20058.1,2
MEC10002.2,GCS10004.1,2
MEC10002.2,GEK20042.1,2
MEC10002.2,GCS10041.1,1
MEC10002.2,GEK30014.2,2
MEC10002.3,GCS10053.2,2
MEC10002.3,GCS10014.1,1
MEC10002.3,GCS10037.2,2
MEC10002.3,ISE20084.1,2
MEC10002.3,GCS20002.6,2
