Source course,Dest course,Count
GEK10055.1,GCS10012.1,2
GEK10055.1,GCS10001.1,6
GEK10055.1,GCS10033.1,2
GEK10055.1,GCS10002.6,4
GEK10055.1,GCS10053.3,2
GEK10055.1,GCS10062.7,2
GEK10066.1,GCS20001.2,2
GEK10066.1,GCS10001.2,8
GEK10066.1,GCS10037.12,4
GEK10066.1,GCS10062.3,6
GEK10066.1,GCS10002.7,10
GEK10066.1,GCS10041.2,1
GEK10066.1,GCS10062.9,2
GEK10066.1,GEK10061.2,2
GEK10066.1,GCS10053.4,4
GCS10053.3,GCS10041.2,1
GCS10053.3,GCS10011.1,2
GCS10053.1,GCS10011.1,2
ECE30063.1,ECE30021.1,2
ECE30063.1,GCS20001.15,2
GCS10053.7,GCS10007.4,8
GCS10053.5,GCS10010.1,4
GCS10053.5,ENG20022.1,2
CSW20021.1,LAW20009.1,2
CSW20021.1,GEK10030.1,2
CSW20021.1,GCS10027.2,2
CSW20021.1,GEK20033.1,2
CSW20021.1,GCS10012.1,2
CSW20021.1,ISE20043.1,2
CSW20021.1,GEK20063.3,2
CSW20021.1,GEK10059.1,2
CSW20021.1,GCS10033.1,2
CSW20021.1,CCC20053.1,2
CSW20021.1,MEC20054.1,4
CSW20021.1,CSW20012.1,4
CSW20021.1,GEK10061.1,4
CSW20021.1,ISE30093.1,1
GEK10095.2,GCS20002.15,2
GEK10095.2,GCS10062.8,4
GEK10095.2,GCS10062.4,2
GEK10095.3,GEK10021.1,3
GEK20058.4,GEK10095.2,4
GEK20058.4,GEK10090.1,14
GEK20058.4,GEK10070.1,2
GEK20058.4,GEK10093.1,6
GEK20058.4,GCS10001.2,14
GEK20058.4,GCS10037.12,4
GEK20058.4,GCS10062.3,2
GEK20058.4,GCS10033.2,6
GEK20058.4,GCS10002.7,22
GEK20058.4,GCS10062.9,4
GEK20058.4,GEK10061.2,6
GEK20058.5,GCS10037.8,2
GEK20058.5,GEK10088.1,1
GEK20058.5,GCS10062.8,4
GEK20058.5,GEK20028.3,1
GEK20058.5,GCS10062.4,2
GEK20058.6,GEK10096.3,4
GEK20058.6,GCS10001.3,14
GEK20058.6,GEK10090.2,4
GEK20058.6,GEK10098.1,2
GEK20058.1,GEK10030.1,12
GEK20058.1,GEK10041.4,2
GEK20058.1,GEK20033.1,8
GEK20058.1,GCS10012.1,10
GEK20058.1,GEK10066.1,6
GEK20058.1,GCS10001.1,10
GEK20058.1,GEK10059.1,12
GEK20058.1,GCS10062.2,8
GEK20058.1,GCS10002.6,8
GEK20058.1,GCS10053.3,4
GEK20058.1,GCS20001.10,2
GEK20058.1,GEK10061.1,4
GEK20058.2,GEK10095.2,14
GEK20058.2,GEK10090.1,12
GEK20058.2,GEK10070.1,10
GEK20058.2,GEK10093.1,6
GEK20058.2,GCS10028.1,4
GEK20058.2,GCS10037.3,12
GEK20058.2,GCS10001.2,12
GEK20058.2,GCS10011.1,2
GEK20058.2,GCS10037.12,6
GEK20058.2,GCS10062.3,4
GEK20058.2,GCS10002.7,14
GEK20058.2,GCS10041.2,1
GEK20058.2,GCS10062.9,4
GEK20058.2,GEK10061.2,4
GCS10061.2,GCS10001.3,2
ECE40047.1,ECE40012.1,2
CCC30094.1,GCS10010.1,1
CCC30094.1,GCS20001.13,1
CCC30094.1,CCE22001.1,1
BFT40013.1,BFT30061.1,2
GCS10041.1,GCS10001.2,1
CCE30006.1,GEK10061.2,2
CCE30006.1,CCE30001.1,2
LAW30014.1,GEK10070.1,2
LAW30014.1,GEK30030.1,2
LAW30014.1,LAW20008.1,2
LAW30014.1,CCC40050.1,2
MEC30068.2,MEC20058.2,4
MEC30068.2,GEA20053.1,2
MEC30068.2,GEK10061.2,2
CUE20051.1,CUE20013.1,2
CUE20051.1,GCS20002.10,2
GEK10093.1,GCS10037.8,2
GCS10062.10,GCS10002.1,1
GEK10098.1,GCS30009.1,2
GEK10098.1,GEK10095.3,2
GEK10098.1,GCS10053.10,2
GEK10098.1,GEK10058.1,4
