year,semester,subjectCode,num,capacity,classroom,student_count,time,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,time_conv,course
2016,1,ECE40093,2,0,NTH 313,32,"W8,F7",,,,,,,,,"[32, 55]",ECE40093.2
2016,1,ECE40093,3,0,NTH 213,25,"W8,F7",,,,,,,,,"[32, 55]",ECE40093.3
2016,1,ITP20003,1,48,OH 401,40,"T4,F4",,,,,,,,,"[16, 52]",ITP20003.1
2016,1,ITP20003,2,48,OH 401,53,"T5,F5",,,,,,,,,"[17, 53]",ITP20003.2
2016,1,ITP20007,1,40,NTH 311,44,"T2,F2",,,,,,,,,"[14, 50]",ITP20007.1
2016,1,ITP20007,2,50,NTH 313,60,"T3,F3",,,,,,,,,"[15, 51]",ITP20007.2
2016,1,ITP30008,1,40,OH 401,67,"T2,F2",,,,,,,,,"[14, 50]",ITP30008.1
2016,1,ITP40001,1,40,NTH 313,57,"T6,F6",,,,,,,,,"[18, 54]",ITP40001.1
2016,1,HMM10041,2,60,OH 305,70,"T3,F3",,,,,,,,,"[15, 51]",HMM10041.2
2016,1,HMM20026,1,60,OH 405,113,"T1,F1",,,,,,,,,"[13, 49]",HMM20026.1
2016,1,HMM20028,1,30,NTH 120B,33,"T5,T6,T7",,,,,,,,,"[17, 18, 19]",HMM20028.1
2016,1,HMM20028,3,30,NTH 120B,30,"F5,F6,F7",,,,,,,,,"[53, 54, 55]",HMM20028.3
2016,1,HMM30006,1,40,NTH 118,25,"F5,F6,F7",,,,,,,,,"[53, 54, 55]",HMM30006.1
2016,1,HMM30032,1,60,ANH 302,45,"T2,F2",,,,,,,,,"[14, 50]",HMM30032.1
2016,1,HMM30055,1,30,NTH 118,30,"T5,T6,T7",,,,,,,,,"[17, 18, 19]",HMM30055.1
2016,1,HMM40029,1,30,NTH 214,37,"T3,F3",,,,,,,,,"[15, 51]",HMM40029.1
2016,1,HMM40037,1,40,NTH 214,42,"F5,F6,F7",,,,,,,,,"[53, 54, 55]",HMM40037.1
2016,1,HMM40039,1,30,NTH 214,24,"T1,F1,F2",,,,,,,,,"[13, 49, 50]",HMM40039.1
2016,1,HMM40047,1,40,NTH 214,37,"T4,F4",,,,,,,,,"[16, 52]",HMM40047.1
2016,1,CUE20003,1,20,NTH 212,15,"T5,T6,T7,T8",,,,,,,,,"[17, 18, 19, 20]",CUE20003.1
2016,1,CUE20003,2,20,NTH 212,20,"F5,F6,F7,F8",,,,,,,,,"[53, 54, 55, 56]",CUE20003.2
2016,1,CUE20005,1,50,NTH 313,45,"M4,T4",,,,,,,,,"[4, 16]",CUE20005.1
2016,1,CUE20013,1,40,ANH 313,30,"T3,F3",,,,,,,,,"[15, 51]",CUE20013.1
2016,1,CUE20051,1,30,NTH 212,10,"T2,F2",,,,,,,,,"[14, 50]",CUE20051.1
2016,1,CUE30001,2,15,NTH 220,36,"T5,T6,T7,T8",,,,,,,,,"[17, 18, 19, 20]",CUE30001.2
2016,1,CUE30003,1,40,NTH 212,10,"T3,F3",,,,,,,,,"[15, 51]",CUE30003.1
2016,1,CUE40052,1,40,NTH 212,22,"T1,F1",,,,,,,,,"[13, 49]",CUE40052.1
2016,1,CUE40053,1,35,NTH 218,34,"T2,F2",,,,,,,,,"[14, 50]",CUE40053.1
2016,1,IID10004,3,30,NMH 204,28,"F2,F3",,,,,,,,,"[50, 51]",IID10004.3
2016,1,IID20006,2,30,NMH 202,38,"F2,F3",,,,,,,,,"[50, 51]",IID20006.2
2016,1,IID20006,3,30,NMH 202,36,"F5,F6",,,,,,,,,"[53, 54]",IID20006.3
2016,1,IID20013,2,30,NMH 204,35,"T2,T3",,,,,,,,,"[14, 15]",IID20013.2
2016,1,IID20013,3,30,NMH 204,38,"T5,T6",,,,,,,,,"[17, 18]",IID20013.3
2016,1,IID20016,1,30,NMH 208,31,"F2,F3",,,,,,,,,"[50, 51]",IID20016.1
2016,1,IID20055,1,25,HDH 402,25,"T3,T4",,,,,,,,,"[15, 16]",IID20055.1
2016,1,IID20055,2,25,HDH 402,26,"T5,T6",,,,,,,,,"[17, 18]",IID20055.2
2016,1,IID20059,1,25,NMH 208,25,"T1,T2",,,,,,,,,"[13, 14]",IID20059.1
2016,1,IID20059,2,25,NMH 208,25,"T4,T5",,,,,,,,,"[16, 17]",IID20059.2
2016,1,IID20059,3,25,NMH 208,25,"T6,T7",,,,,,,,,"[18, 19]",IID20059.3
2016,1,IID30011,1,30,NMH 205B,32,"T2,T3",,,,,,,,,"[14, 15]",IID30011.1
2016,1,IID30020,1,30,NMH 309,12,T2,,,,,,,,,[14],IID30020.1
2016,1,IID30067,1,25,HDH 402,25,"F3,F4",,,,,,,,,"[51, 52]",IID30067.1
2016,1,IID30068,1,25,OH 306,18,"T3,T4",,,,,,,,,"[15, 16]",IID30068.1
2016,1,IID30068,2,25,OH 306,25,"T5,T6",,,,,,,,,"[17, 18]",IID30068.2
2016,1,IID30080,1,30,NMH 205B,24,"F5,F6",,,,,,,,,"[53, 54]",IID30080.1
2016,1,IID30082,1,30,NMH 205B,12,"T5,T6",,,,,,,,,"[17, 18]",IID30082.1
2016,1,IID30086,1,30,NMH 202,29,"T2,T3",,,,,,,,,"[14, 15]",IID30086.1
2016,1,IID30086,2,30,NMH 202,30,"T5,T6",,,,,,,,,"[17, 18]",IID30086.2
2016,1,IID30086,3,20,NMH 202,20,"T7,T8",,,,,,,,,"[19, 20]",IID30086.3
2016,1,IID40070,1,20,NMH 208,10,"F4,F5",,,,,,,,,"[52, 53]",IID40070.1
2016,1,IID40071,1,20,NMH 309,10,"T5,T6",,,,,,,,,"[17, 18]",IID40071.1
2016,1,IID40071,2,20,NMH 204,14,"T7,T8",,,,,,,,,"[19, 20]",IID40071.2
2016,1,SIE40061,1,2,HDH 323C,1,"M11,W11,F11",,,,,,,,,"[11, 35, 59]",SIE40061.1
