year,semester,subjectCode,num_x,capacity,classroom,student_count,time,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,time_conv,course,random.ID,num_y
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,xxaFET5i,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,wTdvrEMt,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,8kPovHli,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,rJxRoB1Q,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,IpvtUnga,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,hp4KYAtx,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,llsYRfOX,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,REs8rFHR,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,hrSch6IX,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,o8rJqenD,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,zQRUfcwK,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,Zd0qeSZw,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,6YEY8RhF,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,PxL9uTtA,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,5dzKUh2a,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,aAMUMjBo,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,9sL2xYUQ,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,I4EdhvzW,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,swEjiCW3,2
